,Titre,DOI,Auteurs,Date de publication,Abstract,Lien fichier,Type fichier
10,The reversible sol-gel transformation,10.1039/tf921160a044,"Bradford, S. C.",1921-01-01,n/a,https://zenodo.org/api/files/ca5ada3a-3876-47dc-ae24-84f551c1ecf7/article.pdf,pdf
11,Lipase Catalyzed Synthesis of Aromatic Esters of Sugar Alcohols,10.5281/zenodo.1082706,"R. Croitoru, L. A. M. van den Broek, A. E. Frissen, C. M. Davidescu, F. Peter, C. G. Boeriu",2011-04-22,"Commercially available lipases (Candida antarctica lipase B, Novozyme 435, Thermomyces lanuginosus lipase, and Lipozyme TL IM), as well as sol-gel immobilized lipases, have been screened for their ability to acylate regioselectively xylitol, sorbitol, and mannitol with a phenolic ester in a binary mixture of t-butanol and dimethylsulfoxide. HPLC and MALDI-TOF MS analysis revealed the exclusive formation of monoesters for all studied sugar alcohols. The lipases immobilized by the sol-gel entrapment method proved to be efficient catalysts, leading to high conversions (up to 60%) in the investigated acylation reactions. From a sequence of silane precursors with different nonhydrolyzable groups in their structure, the presence of octyl and i-butyl group was most beneficial for the catalytic activity of sol-gel entrapped lipases in the studied process.",https://zenodo.org/api/files/971c141a-08ba-4e6c-9616-fd610942ab6c/14289.pdf,pdf
12,Tuning of pore texture of carbon xerogels synthesized using resorcinol and paraformaldehyde as precursors,10.5281/zenodo.5654935,"Ajit Das, Kamala Mandy Hansda, Nagendranath Mahata",2020-05-01,"Center for Adsorption and Reaction Engineering on Surface (CARES), Department of Chemistry,
Sidho-Kanho-Birsha University, Purulia-723 104, West Bengal, India
E-mail: nagendranath_mahata.chem@skbu.ac.in
Manuscript received online 20 December 2019, revised 22 January 2020, accepted 25 January 2020
Mesoporous carbon xerogels were synthesised using paraformaldehyde and resorcinol as precursors. Organic gel was obtained by sol-gel processing of the precursors. The wet gel was dried and then carbonized under nitrogen flow to obtain carbon xerogel. A series of carbon xerogels was synthesised by varying pH of sol-gel processing in the range of 5.5 to 6.3. One carbon xerogel was activated by nitric acid and subsequently heated at elevated temperatures (200 to 300ºC) under vacuum to obtain another series of carbon xerogels. All the carbon xerogels were characterised by nitrogen adsorption-desorption isotherm measurement. The carbon xerogels were found to be significantly mesoporous. Pore texture was found to be tuned by the precursor sol-gel processing pH as well as by the post synthesis treatment by means of nitric acid activation-evacuation at elevated temperature.",https://zenodo.org/api/files/6ed763ac-8b9f-475a-a408-244ae77b1af6/May-6.pdf,pdf
13,GROWTH  MECHANISMS OF  MgO NANOCRYSTALS VIA A SOL-GEL SYNTHESIS USING DIFFERENT COMPLEXING AGENTS,10.5281/zenodo.1189028,"V.T. Srisuvetha, S.L. Rayar, G. Shanthi,  A.Dhayal Rajc",2018-03-06,"MgO thin films have been prepared on substrates by a novel and simple sol-gel method using magnesium nitrate and collusion as starting material. The MgO nano catalyst with good sensor crystallization were obtained after annealing at 100°C Magnesium oxide was prepared by sol-gel method. The method involves the hydrolysis of magnesium alkoxide in the presence of acid or basic catalysts followed by a polyethylene glycol condensation reaction. The synthesized solids were characterized by IR spectroscopy X-ray diffraction electron microscopy, Ultraviolet visible absorbance measurement photoluminescence and Raman scattering spectra. sol gel irradiation the structure and morphology of the MgO particles were analyzed by XRD,These articles were used for FTIR spectroscopic measurement and spectra were collected, In EDS we calculated the peak intensity the SEM the images of metal oxide.",https://zenodo.org/api/files/282b6e2f-1300-4c30-89c7-44c7520d2835/Sri%20Suvetha.doc,doc
14,Yttria nanopowders for transparent yttria ceramics prepared by precipitation sol-gel method,10.5281/zenodo.3365783,"Nibu Putenpurayil Govindan, Monika Michálková, Dušan Galusek",2018-11-30,"Yttria nanopowders for transparent yttria ceramics prepared by
precipitation sol-gel method",https://zenodo.org/api/files/5b0c47da-7f92-444d-8018-8a9e252123f3/Yttria%20nanopowders%20for%20transparent%20yttria%20ceramics%20prepared%20by%20precipitation%20sol-gel%20method.pdf,pdf
15,Hybrid Sol-Gel Coatings: Erosion-Corrosion protection,10.5281/zenodo.1199601,"Figueira, R. B.",2018-01-01,"The properties and wide application range of organic-inorganic hybrid (O-IH) sol-gel materials have attracted significant attention over the past decades. The combination of organic polymers and inorganic materials in a single-phase provides exceptional possibilities to tailor electrical, optical and mechanical properties concerning diverse applications. This unlimited design concept has led to the development of diverse coatings for several applications such as glasses, and metals to mitigate mechanical abrasion, erosion and corrosion. This class of materials could be easily obtained by sol-gel method at mild synthesis conditions. Furthermore, the large variety of available chemical precursors allows producing a diversity of coatings with tuned mechanical and thermal properties. This chapter will introduce the fundamentals of the sol-gel method to produce O-IH protective thin coatings and discuss the methodologies used to apply these materials onto different metallic substrates for erosion and corrosion protection.",https://zenodo.org/api/files/a1205a0d-0b91-43f5-98d8-7d103e043ced/article.pdf,pdf
16,Nanostructure of Gamma-Alumina Prepared by a Modified Sol-Gel Technique,10.5281/zenodo.1124823,"Débora N. Zambrano, Marina O. Gosatti, Leandro M. Dufou, Daniel A. Serrano, M. Mónica Guraya, Soledad Perez-Catán",2016-04-02,"Nanoporous g-Al2O3 samples were synthesized via a sol-gel technique, introducing changes in the Yoldas´ method. The aim of the work was to achieve an effective control of the nanostructure properties and morphology of the final g-Al2O3. The influence of the reagent temperature during the hydrolysis was evaluated in case of water at 5 ºC and 98 ºC, and alkoxide at -18 ºC and room temperature. Sol-gel transitions were performed at 120 ºC and room temperature. All g-Al2O3 samples were characterized by X-ray diffraction, nitrogen adsorption and thermal analysis. Our results showed that temperature of both water and alkoxide has not much influence on the nanostructure of the final g-Al2O3, thus giving a structure very similar to that of samples obtained by the reference method as long as the reaction temperature above 75 ºC is reached soon enough. XRD characterization showed diffraction patterns corresponding to g-Al2O3 for all samples. Also BET specific area values (253-280 m2/g) were similar to those obtained by Yoldas’s original method. The temperature of the sol-gel transition does not affect the resulting sample structure, and crystalline boehmite particles were identified in all dried gels. We analyzed the reproducibility of the samples’ structure by preparing different samples under identical conditions; we found that performing the sol-gel transition at 120 ºC favors the production of more reproducible samples and also reduces significantly the time of the sol-gel reaction.",https://zenodo.org/api/files/0206301a-46b7-4982-bd3a-8c6fbf9ca308/10004662.pdf,pdf
17,Production of Sr-Ferrite Sub-Micron Powder by Conventional and Sol-Gel Auto-Combustion Methods,10.5281/zenodo.1097323,M. Ghobeiti-Hasab,2014-11-04,"Magnetic powder of Sr-ferrite was prepared by
conventional and sol-gel auto-combustion methods. In conventional
method, strontium carbonate and ferric oxide powders were mixed
together and then mixture was calcined. In sol-gel auto-combustion
method, a solution containing strontium nitrate, ferric nitrate and
citric acid was heated until the combustion took place automatically;
then, as-burnt powder was calcined. Thermal behavior, phase
identification, morphology and magnetic properties of powders
obtained by these two methods were compared by DTA, XRD, SEM
and VSM techniques. According to the results of DTA analysis,
formation temperature of Sr-ferrite obtained by conventional and solgel
auto-combustion methods were 1300°C and 1000°C, respectively.
XRD results confirmed the formation of pure Sr-ferrite at the
mentioned temperatures. Plate and hexagonal-shape particles of Srferrite
were observed using SEM. The Sr-ferrite powder obtained by
sol-gel auto-combustion method had saturation magnetization of
66.03 emu/g and coercivity of 5731 Oe in comparison with values of
58.20 emu/g and 4378 Oe obtained by conventional method.",https://zenodo.org/api/files/665b5140-2292-4247-92e0-97d2f7f7b57d/9999963.pdf,pdf
18,Deoxygenation of Beef Fat over Pd Supported Mesoporous TiO2 Catalyst Prepared by Single-Step Sol-Gel Process with Surfactant Template,10.5281/zenodo.1329130,"Tossaporn Jindarat, Siriporn Jongpatiwut, Somchai Osuwan, Suchada Butnark",2012-04-28,"Deoxygenation of beef fat for the production of hydrogenated biodiesel is investigated in a high pressure continuous flow fixed bed reactor over palladium-supported mesoporous titania catalyst synthesized via a combined single-step sol-gel process with surfactant-assisted templating method (SATM). The catalyst possessed a mesoporous charactheristic with high surface area and narrow pore size distribution. The main products of all Pd/TiO2 catalysts are n-heptadecane (n-C17) and n-pentadecane (n-C15) resulting from decarbonylation reaction. Pd/TiO2 catalyst synthesized via a combined single-step sol-gel process with SATM (SSSG) gave higher activity and selectivity to the desired products when compared to IWI/SG-TiO2 and IWI/P25-TiO2, respectively. SSSG catalyst gave the average conversion up to 80-90 % and 80 % for the selectivity in diesel range hydrocarbons. This result may cause by the higher surface area and the ability in dispersion of palladium ion in mesoporous of TiO2 during sol-gel process.",https://zenodo.org/api/files/ea47ee97-c734-4238-88c1-ecb18b0fe556/821.pdf,pdf
19,Production of Zol-Gel Pasta in the Complex System ВаСl2-SrCl2-Sb2О3 Based on Lemonic Acid and Н2О at Temperature Interval 40-42 °С,10.33619/2414-2948/48/06,"Atambekova A., Tashpolotov Y., Ysmanov E.",2019-11-15,"The article investigated the preparation of sol-gel paste from many component substances barium chloride (BaCl2), strontium chloride (SrCl2), antimony trioxide (Sb2O3), citric acid in a liquid medium by the complexometric (chelate) method. During the reaction, the pH of the medium was 5.5 units, temperature conditions 40–42 °C. For efficient complex formation, an electric mixer was used. The ratio of multicomponent substances was according to the following formula BaIx ∙ SrIx ∙ SbIx ∙ CAIx (where X = I:I:I:I). This reaction was studied, complexes with metal ions. Thus, the sol-gel process includes hydrolysis at temperature conditions, and the mechanical effects of the latter processes occur during further polymerization and a viscous resin (gel) is formed. A homogeneous white paste is obtained, which is nanosubstances.",https://zenodo.org/api/files/58dc2624-fde1-4ed4-afcb-03019d18f5a7/%D0%90%D1%82%D0%B0%D0%BC%D0%B1%D0%B5%D0%BA%D0%BE%D0%B2%D0%B0%20%D0%90.%20%D0%9A.%2C%20%D0%A2%D0%B0%D1%88%D0%BF%D0%BE%D0%BB%D0%BE%D1%82%D0%BE%D0%B2%20%D0%AB.%2C%20%D0%AB%D1%81%D0%BC%D0%B0%D0%BD%D0%BE%D0%B2%20%D0%AD.%20%D0%9C.%20.pdf,pdf
20,Experiment to characterize MBGs with 10% of Sr,10.5281/zenodo.4074884,"Vitale, Chiara",2020-11-13,"The goal of the investigation is the structural characterization of MBGs with 10% of Sr, produce by following a base catalyzed sol-gel method",Inconnu,Inconnu
21,Inorganic Effect Pigment-binger System: Pigment Pickup% of Sol-gel Processed Cotton Textile,10.5281/zenodo.2540716,"Mohammad Mamunur Rashid, Md. Rasheduzzaman",2018-12-30,"Cotton plain-weaved woven fabric has been treated with inorganic effect pigment-binder system in water following the sol-gel process. Thickener and dispersing agent have been added to the solution. The fabric was then coated with the prepared solution using the sol-gel process. The pigment-coating was carried on Hochschule Niederrhein, Mönchengladbach, Germany Laboratory Padder by the help of squeezing roller. After coating, pigment pickup% was measured and compared with each other. In this work, the pickup% of effect pigment coated cotton textile will be measured and compared with each other.",https://zenodo.org/api/files/2773dd75-debb-45c7-aef1-290b06d7e84d/21.2.djvu,djvu
22,Dataset for manuscript: Time-lapse reconstruction of the fracture front from diffracted waves arrivals in laboratory hydraulic fracture experiments,10.5281/zenodo.3901193,"Liu, Dong, Lecampion, Brice, Blum, Thomas",2020-06-19,"Dataset for manuscript: ""Time-lapse reconstruction of the fracture front from diffracted waves arrivals in laboratory hydraulic fracture experiments"" published in Geophysical Journal International (2020). https://doi.org/10.1093/gji/ggaa310",https://zenodo.org/api/files/75fe0f45-5f66-4e01-b0c1-b97832c2db00/InversionResults.zip,zip
23,Structural and Electrical Properties of BNT-BT0.08 Ceramics Processed by Spark Plasma Sintering,10.5281/zenodo.1079048,"Ciceron Berbecaru, Marin Cernea, Gheorghe Virgil Aldica, Roxana Trusca",2011-07-26,"(Bi0.5Na0.5)TiO3 doped with 8 mol % BaTiO3 powder
(BNT-BT0.08), prepared by sol-gel method was compacted and
sintered by Spark Plasma Sintering (SPS) process. The influence of
SPS temperature on the densification of BNT-BT0.08 ceramic was
investigated. Starting from sol-gel nanopowder of BNT-BT
containing 8 mol % BaTiO3 with an average particles size of about
30 nm, were obtained ceramics with density around 98 % of the
theoretical density value when the SPS temperature used was about
850 °C. The average grain size of the resulting ceramics was 80 nm.
The BNT-BT0.08 ceramic sample obtained by SPS method has shown
good electric properties at various frequencies.",https://zenodo.org/api/files/aa2ba783-37ed-45a1-915a-af8bfb2edcc7/12356.pdf,pdf
24,CONTROLLER OF FLUORINE­DOPED TIN OXIDE THIN FILMS DEPOSITION VIA CYCLES AND ANNEALING TEMPERATURES BY SPIN COATING TECHNIQUES,10.15587/1729-4061.2020.210818,"Tri Arini, Latifa Hanum Lalasari, Lia Andriyah, Nadia Natasha, Fariza Yunita, Florentinus Firdiyono, Adjie Maulana Syaputra, Amalia Solehah, Achmad Subhan",2020-10-31,"Fluorine-doped tin oxide (FTO) thin films have been deposited by the modified spin coating method at 3000 rpm using tin (II) chloride dehydrate (SnCl2×2H2O) as a precursor, ammonium fluoride (NH4F) as a dopant and ethanol as a solvent. The aim of this research is to find out the quality of the thin film based on the number of cycles (3, 4, 5, and 6 cycles) and annealing temperature (300, 400 and 500 °C). The variation of annealing temperature and number of cycles can affect the crystal structure of the FTO thin film, crystal size and grain size. Increasing the number of cycles and annealing temperature can lead to larger crystallite size and lower dislocation density, so that electrons between the grains can move easily. The large grain can reduce the grain boundary, increasing the electron mobility and decreasing the resistivity. XRD analysis shows that the structure of SnO2 polycrystalline with the most dominant crystal plane (110) is formed in this research when compared to the intensity of other structures. The resistivity value decreases with increasing the annealing temperature and number of cycles. In addition, transparency value also decreases along with increasing the annealing temperature and number of cycles. The optimum results of resistivity and transparency values obtained in this research are 1.692´10-2 Ω×cm and 69.232 % at 500 °C and 5 cycles. These results can be used as a reference for further study to optimize the production of fluorine-doped tin oxide (FTO) thin film with spin coating. Therefore, many factors that affect the production of fluorine-doped tin oxide (FTO) thin film, either dissolving stage or deposition process on the substrate surface still need to be studied deeply to obtain the optimum result",https://zenodo.org/api/files/82e75415-2adc-4ab2-8dd9-0c17a6626287/Controller%20of%20fluorine%C2%ADdoped%20tin%20oxide%20thin%20films%20deposition%20via%20cycles%20and%20annealing%20temperatures%20by%20spin%20coating%20techniques.pdf,pdf
25,Preparation of Nanocrystalline Mesoporous ThO2 via Surfactant Assisted Sol-gel Procedure,10.5281/zenodo.1108673,"N. Mohseni, S. Janitabar, S. J. Ahmadi, M. Roshanzamir, M. Thaghizadeh",2015-08-02,"In this research, thorium dioxide mesoporous
nanocrystalline powder was synthesized through the sol-gel method
using hydrated thorium nitrate and ammonium hydroxide as starting
materials and Triton X100 as surfactant. ThO2 gel was characterized
by thermogravimetric (TGA), and prepared ThO2 powder was
subjected to scanning electron microscopy (SEM), X-ray diffraction
(XRD), and Brunauer-Emett-Teller (BET) analyses studies. Detailed
analyses show that prepared powder consisted of phase with the
space group Fm3m of thoria and its crystalline size was 12.6 nm. The
thoria possesses 16.7 m2/g surface area and the pore volume and size
calculated to be 0.0423 cc/g and 1.947 nm, respectively.",https://zenodo.org/api/files/b1df2090-334e-44b4-b3a3-fe94b5166164/10002300.pdf,pdf
26,"Dataset for manuscript ""Laboratory investigation of hydraulic fracture growth in Zimbabwe gabbro""",10.5281/zenodo.6610791,"Liu,Dong, Lecampion,Brice",2022-09-23,"Dataset for manuscript: ""Laboratory investigation of hydraulic fracture growth in Zimbabwe gabbro"" -- dataset of GABB-003, GABB-005 and GABB-006 experiments",https://zenodo.org/api/files/dd6a52b3-89fa-4dda-ac8b-10900b764348/GABB-003.rar,rar
27,Copper-doped cotton-like malleable electrospun bioactive glass fibers for wound healing applications,10.1016/j.mlblux.2022.100133,"Liverani L., Reiter T., Zheng K., Nescakova Z., Boccaccini A. R.",2022-06-01,"The combination of electrospinning and sol-gel methods is attracting the interest of the scientific community for developing three-dimensional bioactive glass (BG)-based fibers. This paper reports the fabrication of cotton-like copper-doped BG fibers by combining electrospinning and sol-gel techniques. Acellular bioactivity in simulated body fluid, ion release, cell viability and scratch cell tests were performed. Results showed that copper was successfully incorporated in the fibers and Cu ions were released in limited concentration over seven days. The presence of copper delayed the mineralization of the fibers upon immersion in simulated body fluid (SBF), but it did not affect keratinocyte viability and migration. Wound closure in the scratch cell test was achieved in 48 h for all the investigated samples.",https://zenodo.org/api/files/c6a49540-d276-4854-ac33-0d2039bc1a71/Copper-doped%20cotton-like%20malleable%20electrospun%20bioactive%20glass%20fibers%20for%20wound%20healing%20applications%20.pdf,pdf
28,HYSTERISIS IN THE SOL-GEL TRANSFORMATIONS OF AGAR,10.5281/zenodo.6596895,S. N. BANERJl,1945-12-31,The phenomenon of hysterisis in the sol-gel transformations of agar mils have been studied. under different condition. A tentative theory based upon the assumption of orientation of the colloidal particles to form a structure has been presented.,https://zenodo.org/api/files/7564d2ee-61f1-4f15-9d97-27a79d9035aa/161-164.pdf,pdf
29,Development of NiTiO3Nanofibers by Sol-Gel Supported Electrospinning,10.5281/zenodo.1171921,"S. Suguna, G. Sasikala, S. Sumathi, T. Rajesh, D Sangeetha",2018-02-12,The talk presented at 29th Annual General Meeting Of Materials Research Society Of India And National Symposium On Advances In Functional And Exotic Materials.,https://zenodo.org/api/files/17ce28fd-8f63-4311-ae58-2925a8c0a8a3/265.S.%20Suguna1%2CG.%20Sasikala1%2C%20S.%20Sumathi1%2C%20T.%20Rajesh1and%20D%20Sangeetha2.pdf,pdf
30,Commercial Applications of Sol-Gel Derived Hybrid Materials,10.1557/mrs2001.94,"Arkles, Barry",2001-05-01,"The ability to understand and control synthesis of both inorganic and organic polymers has led to the design of a wide range of novel structures. Block polymer, interpenetrating polymer network, biomimetic, ormosil and nanocomposite approaches have been applied to generate materials with unique structure-property relationships. These properties allow applications in optical and automotive coatings, injection molding and extrusion grades of thermoplastics, and preceramic polymers. Examples of current industrial technology are provided in the context of an overview of hybrid organic-inorganic polymers.",https://zenodo.org/api/files/61decfba-19a5-4668-8b97-0b5c99a8c784/Commercial%20Applications%20of%20Sol-Gel%20Derived%20Hybrid%20Materials.pdf,pdf
31,FORMULATION AND EVALUATION OF ORAL IN SITU GEL CONTAINING REPAGLINDE,10.5281/zenodo.2530545,"Shubhechha Bansod, Vaishnavi Bankar, Manisha S. Karpe, Vilasrao J. Kadam",2018-09-30,"Gel dosage forms are successfully used as drug delivery systems to control drug release and protect the medicaments from a hostile environment. The main objective is to formulate and evaluate in situ oral gels of repaglinide based on the concept of pH triggered and ion activated systems. The system utilizes polymers that exhibit sol-to-gel phase transition due to change in specific physico-chemical parameters. A pH triggered system consisting of Carbopol 934P (0.2-1.2% w/v) was used to prolong the release of repaglinide (0.1% w/v). Formulations were evaluated for gelling capacity, viscosity, gel strength, floating studies, spreadability, and in vitro release. The use of Carbopol as an in situ gel forming system was substantiated by the property to transform into stiff gels when the pH was raised. The drug content, clarity, and pH of the formulation were found to be satisfactory. The viscosity was found to be in the range 5 to 85 centipoise for the sol, whereas for the gels it was up to 16000 centipoise. The formulation showed pseudo plastic flow with thixotropy. The maximum gel strength (using texture analyser). The optimized formulations were able to release the drug up to 6 h. As it is a floating drug delivery system it shows increased retention and increased bioavailability of drugs.",https://zenodo.org/api/files/a6365af4-328c-4cf9-aea0-dc426c7038d2/3.pdf,pdf
