,Titre,DOI,Auteurs,Date de publication,Abstract,Lien fichier,Type fichier
10,Sol-gel based hybrid coatings for corrosion protection of AA2024-T3 alloys,10.5281/zenodo.3606448,"Afsharimani N., Castro Y., Durán A., Galusek D.",2019-11-29,abstract of conference paper,https://zenodo.org/api/files/706740fa-a95e-41b1-884d-cca0c5284e94/Sol-gel%20bas%20ed%20hybrid%20coatings%20for%20corrosion%20protection%20of%20AA2024-T3%20alloys.pdf,pdf
12,Development of a Porous Silica Film by Sol-gel Process,10.5281/zenodo.1063366,"Binay K. Dutta, Tayseir M. Abd Ellateif, Saikat Maitra",2011-01-27,"In the present work homogeneous silica film on
silicon was fabricated by colloidal silica sol. The silica sol precursor
with uniformly granular particle was derived by the alkaline
hydrolysis of tetraethoxyorthosilicate (TEOS) in presence of glycerol
template. The film was prepared by dip coating process. The
templated hetero-structured silica film was annealed at elevated
temperatures to generate nano- and meso porosity in the film. The
film was subsequently annealed at different temperatures to make it
defect free and abrasion resistant. The sol and the film were
characterized by the measurement of particle size distribution,
scanning electron microscopy, XRD, FTIR spectroscopy,
transmission electron microscopy, atomic force microscopy,
measurement of the refractive index, thermal conductivity and
abrasion resistance. The porosity of the films decreased whereas
refractive index and dielectric constant of it `increased with the
increase in the annealing temperature. The thermal conductivity of
the films increased with the increase in the film thickness. The
developed porous silica film holds strong potential for use in
different areas.",https://zenodo.org/api/files/dbd6a41e-b830-4b67-803d-d08098c3f5b9/6677.pdf,pdf
13,Spectroscopic and SEM Investigation of TCPP in Titanium Matrix,10.5281/zenodo.1063346,"R.Rahimi, F.Moharrami",2008-07-26,Titanium gels doped with water-soluble cationic porphyrin were synthesized by the sol–gel polymerization of Ti (OC4H9)4. In this work we investigate the spectroscopic properties along with SEM images of tetra carboxyl phenyl porphyrin when incorporated into porous matrix produced by the sol–gel technique.,https://zenodo.org/api/files/818efcad-8c48-4085-b0c6-8c9691ea0852/6667.pdf,pdf
14,Hybrid Sol–Gel Silica Coatings Containing GrapheneNanosheets for Improving the Corrosion Protectionof AA2024-T3,10.5281/zenodo.4299123,"Afsharimani N., Durán A., Galusek D., Castro Y.",2020-05-29,journal article,https://zenodo.org/api/files/d905cb6a-f85d-4de5-b9db-2f9274897029/Hybrid%20Sol%E2%80%93Gel%20Silica%20Coatings%20Containing%20GrapheneNanosheets%20for%20Improving%20the%20Corrosion%20Protectionof%20AA2024-T3.pdf,pdf
15,The Diffusion Control in Sol-Gel Transformation,10.5281/zenodo.6361943,"A. A WAD, F. EL-CHEIKH, A. SHAKER",1980-07-31,"Chemistry Department, Faculty of Science, Sohag, Egypt
Manuscript received 8 January 1979, revised 12 October 1979, accepted 17 March 1980
Sodium alginate sol can be converted into ionotropic gel through the diffusion of a di- or trivalent metal ion. The kinetics or this process can be studied by two different methods. The first is the analytical method in which the decrease of the divalent metal ion concentration with time during the exchange process with sodium alginate sol is followed complexometrically. It is found that the rate of gel formation is greater at first during the primary gel membrane formation, and it depends on both the electrolyte and the sol concentration. The rate then decreases during the further gel growth and becomes constant whatever the concentration or the electrolyte is. This may be attributed to the diffusion control through the primary gel membrane. The second method is the drop density method in which the rate of density variation or a sol drop during its contact with the electrolyte solution is taken as a measure or ionotropic gel growth. The drop density method is carried out at different temperatures, and the rate of growth is found to increase by raising temperature. The activation energy is calculated and found to have the values between (13-20 k.j./Mole).",https://zenodo.org/api/files/423cd866-0912-4025-b60d-89969e9130b8/728-731.pdf,pdf
16,FUNCTIONALIZATION OF GLASS BY SOL-GEL LAYERS,10.5281/zenodo.3346786,"Plško A., Pagáčová J., Papučová I., Čierniková M., Kuklová A.",2018-11-30,FUNCTIONALIZATION OF GLASS BY SOL-GEL LAYERS,https://zenodo.org/api/files/4d2296fa-adc2-4dc3-83dd-71d72044109e/FUNCTIONALIZATION%20OF%20GLASS%20BY%20SOL-GEL%20LAYERS.pdf,pdf
17,Die reversible Sol-Gel-Transformation,10.1007/bf01427554,"Bradford, S. C.",1921-05-01,n/a,https://zenodo.org/api/files/10ad688e-dfc0-4667-95e0-e8539885285b/article.pdf,pdf
18,The reversible sol-gel transformation,10.1039/tf921160a044,"Bradford, S. C.",1921-01-01,n/a,https://zenodo.org/api/files/ca5ada3a-3876-47dc-ae24-84f551c1ecf7/article.pdf,pdf
19,Lipase Catalyzed Synthesis of Aromatic Esters of Sugar Alcohols,10.5281/zenodo.1082706,"R. Croitoru, L. A. M. van den Broek, A. E. Frissen, C. M. Davidescu, F. Peter, C. G. Boeriu",2011-04-22,"Commercially available lipases (Candida antarctica lipase B, Novozyme 435, Thermomyces lanuginosus lipase, and Lipozyme TL IM), as well as sol-gel immobilized lipases, have been screened for their ability to acylate regioselectively xylitol, sorbitol, and mannitol with a phenolic ester in a binary mixture of t-butanol and dimethylsulfoxide. HPLC and MALDI-TOF MS analysis revealed the exclusive formation of monoesters for all studied sugar alcohols. The lipases immobilized by the sol-gel entrapment method proved to be efficient catalysts, leading to high conversions (up to 60%) in the investigated acylation reactions. From a sequence of silane precursors with different nonhydrolyzable groups in their structure, the presence of octyl and i-butyl group was most beneficial for the catalytic activity of sol-gel entrapped lipases in the studied process.",https://zenodo.org/api/files/971c141a-08ba-4e6c-9616-fd610942ab6c/14289.pdf,pdf
20,Tuning of pore texture of carbon xerogels synthesized using resorcinol and paraformaldehyde as precursors,10.5281/zenodo.5654935,"Ajit Das, Kamala Mandy Hansda, Nagendranath Mahata",2020-05-01,"Center for Adsorption and Reaction Engineering on Surface (CARES), Department of Chemistry,
Sidho-Kanho-Birsha University, Purulia-723 104, West Bengal, India
E-mail: nagendranath_mahata.chem@skbu.ac.in
Manuscript received online 20 December 2019, revised 22 January 2020, accepted 25 January 2020
Mesoporous carbon xerogels were synthesised using paraformaldehyde and resorcinol as precursors. Organic gel was obtained by sol-gel processing of the precursors. The wet gel was dried and then carbonized under nitrogen flow to obtain carbon xerogel. A series of carbon xerogels was synthesised by varying pH of sol-gel processing in the range of 5.5 to 6.3. One carbon xerogel was activated by nitric acid and subsequently heated at elevated temperatures (200 to 300ºC) under vacuum to obtain another series of carbon xerogels. All the carbon xerogels were characterised by nitrogen adsorption-desorption isotherm measurement. The carbon xerogels were found to be significantly mesoporous. Pore texture was found to be tuned by the precursor sol-gel processing pH as well as by the post synthesis treatment by means of nitric acid activation-evacuation at elevated temperature.",https://zenodo.org/api/files/6ed763ac-8b9f-475a-a408-244ae77b1af6/May-6.pdf,pdf
21,GROWTH  MECHANISMS OF  MgO NANOCRYSTALS VIA A SOL-GEL SYNTHESIS USING DIFFERENT COMPLEXING AGENTS,10.5281/zenodo.1189028,"V.T. Srisuvetha, S.L. Rayar, G. Shanthi,  A.Dhayal Rajc",2018-03-06,"MgO thin films have been prepared on substrates by a novel and simple sol-gel method using magnesium nitrate and collusion as starting material. The MgO nano catalyst with good sensor crystallization were obtained after annealing at 100°C Magnesium oxide was prepared by sol-gel method. The method involves the hydrolysis of magnesium alkoxide in the presence of acid or basic catalysts followed by a polyethylene glycol condensation reaction. The synthesized solids were characterized by IR spectroscopy X-ray diffraction electron microscopy, Ultraviolet visible absorbance measurement photoluminescence and Raman scattering spectra. sol gel irradiation the structure and morphology of the MgO particles were analyzed by XRD,These articles were used for FTIR spectroscopic measurement and spectra were collected, In EDS we calculated the peak intensity the SEM the images of metal oxide.",https://zenodo.org/api/files/282b6e2f-1300-4c30-89c7-44c7520d2835/Sri%20Suvetha.doc,doc
22,Yttria nanopowders for transparent yttria ceramics prepared by precipitation sol-gel method,10.5281/zenodo.3365783,"Nibu Putenpurayil Govindan, Monika Michálková, Dušan Galusek",2018-11-30,"Yttria nanopowders for transparent yttria ceramics prepared by
precipitation sol-gel method",https://zenodo.org/api/files/5b0c47da-7f92-444d-8018-8a9e252123f3/Yttria%20nanopowders%20for%20transparent%20yttria%20ceramics%20prepared%20by%20precipitation%20sol-gel%20method.pdf,pdf
23,"Heat flow, thermal analysis, and structural simulation through a thin film of Synthesized Al2O3-ZrO2 nanocomposite",10.5281/zenodo.7142139,"Muhammad Faisal Wasim, Jawad Ahmad",2022-10-04,Nanocomposite has found application in the modern field of technology based on its specific properties. A nanocomposite of alumina and zirconia (Al2O3-ZrO2) was synthesized using a simple Sol-Gel technique and sintered at different temperatures from 500 ºC to 1100 C with an interval of 200 ºC. A thin film was deposited on a 1 mm thick aluminum sheet. The structural simulation of the deposited thin film was analyzed using ANSYS. Particle size and phase are verified by XRD. DSC-TGA (SDT) analysis was used to determine the 1100 ºC of Al2O3/ZrO2 nanocomposite for thin film by dipping method. SEM Material morphology of the synthesized material performed by the SEM method in particle size 90-100nm.,https://zenodo.org/api/files/e05e215c-dbde-41aa-bf10-5887aad27e16/PJEST-025-GICCL-22%281%29.pdf,pdf
24,Nanostructure of Gamma-Alumina Prepared by a Modified Sol-Gel Technique,10.5281/zenodo.1124823,"Débora N. Zambrano, Marina O. Gosatti, Leandro M. Dufou, Daniel A. Serrano, M. Mónica Guraya, Soledad Perez-Catán",2016-04-02,"Nanoporous g-Al2O3 samples were synthesized via a sol-gel technique, introducing changes in the Yoldas´ method. The aim of the work was to achieve an effective control of the nanostructure properties and morphology of the final g-Al2O3. The influence of the reagent temperature during the hydrolysis was evaluated in case of water at 5 ºC and 98 ºC, and alkoxide at -18 ºC and room temperature. Sol-gel transitions were performed at 120 ºC and room temperature. All g-Al2O3 samples were characterized by X-ray diffraction, nitrogen adsorption and thermal analysis. Our results showed that temperature of both water and alkoxide has not much influence on the nanostructure of the final g-Al2O3, thus giving a structure very similar to that of samples obtained by the reference method as long as the reaction temperature above 75 ºC is reached soon enough. XRD characterization showed diffraction patterns corresponding to g-Al2O3 for all samples. Also BET specific area values (253-280 m2/g) were similar to those obtained by Yoldas’s original method. The temperature of the sol-gel transition does not affect the resulting sample structure, and crystalline boehmite particles were identified in all dried gels. We analyzed the reproducibility of the samples’ structure by preparing different samples under identical conditions; we found that performing the sol-gel transition at 120 ºC favors the production of more reproducible samples and also reduces significantly the time of the sol-gel reaction.",https://zenodo.org/api/files/0206301a-46b7-4982-bd3a-8c6fbf9ca308/10004662.pdf,pdf
25,Production of Sr-Ferrite Sub-Micron Powder by Conventional and Sol-Gel Auto-Combustion Methods,10.5281/zenodo.1097323,M. Ghobeiti-Hasab,2014-11-04,"Magnetic powder of Sr-ferrite was prepared by
conventional and sol-gel auto-combustion methods. In conventional
method, strontium carbonate and ferric oxide powders were mixed
together and then mixture was calcined. In sol-gel auto-combustion
method, a solution containing strontium nitrate, ferric nitrate and
citric acid was heated until the combustion took place automatically;
then, as-burnt powder was calcined. Thermal behavior, phase
identification, morphology and magnetic properties of powders
obtained by these two methods were compared by DTA, XRD, SEM
and VSM techniques. According to the results of DTA analysis,
formation temperature of Sr-ferrite obtained by conventional and solgel
auto-combustion methods were 1300°C and 1000°C, respectively.
XRD results confirmed the formation of pure Sr-ferrite at the
mentioned temperatures. Plate and hexagonal-shape particles of Srferrite
were observed using SEM. The Sr-ferrite powder obtained by
sol-gel auto-combustion method had saturation magnetization of
66.03 emu/g and coercivity of 5731 Oe in comparison with values of
58.20 emu/g and 4378 Oe obtained by conventional method.",https://zenodo.org/api/files/665b5140-2292-4247-92e0-97d2f7f7b57d/9999963.pdf,pdf
26,Deoxygenation of Beef Fat over Pd Supported Mesoporous TiO2 Catalyst Prepared by Single-Step Sol-Gel Process with Surfactant Template,10.5281/zenodo.1329130,"Tossaporn Jindarat, Siriporn Jongpatiwut, Somchai Osuwan, Suchada Butnark",2012-04-28,"Deoxygenation of beef fat for the production of hydrogenated biodiesel is investigated in a high pressure continuous flow fixed bed reactor over palladium-supported mesoporous titania catalyst synthesized via a combined single-step sol-gel process with surfactant-assisted templating method (SATM). The catalyst possessed a mesoporous charactheristic with high surface area and narrow pore size distribution. The main products of all Pd/TiO2 catalysts are n-heptadecane (n-C17) and n-pentadecane (n-C15) resulting from decarbonylation reaction. Pd/TiO2 catalyst synthesized via a combined single-step sol-gel process with SATM (SSSG) gave higher activity and selectivity to the desired products when compared to IWI/SG-TiO2 and IWI/P25-TiO2, respectively. SSSG catalyst gave the average conversion up to 80-90 % and 80 % for the selectivity in diesel range hydrocarbons. This result may cause by the higher surface area and the ability in dispersion of palladium ion in mesoporous of TiO2 during sol-gel process.",https://zenodo.org/api/files/ea47ee97-c734-4238-88c1-ecb18b0fe556/821.pdf,pdf
27,Mechanical and Chemical Properties of Zn-Ni-Al2O3 Nanocomposite Coatings,10.5281/zenodo.1107748,"Soroor Ghaziof, Wei Gao",2015-07-04,"Zn alloy and composite coatings are widely used in
buildings and structures, automobile and fasteners industries to
protect steel component from corrosion. In this paper, Zn-Ni-Al2O3
nanocomposite coatings were electrodeposited on mild steel using a
novel sol enhanced electroplating method. In this method, transparent
Al2O3 sol was added into the acidic Zn-Ni bath to produced Zn-Ni-
Al2O3 nanocomposite coatings. The effect of alumina sol on the
electrodeposition process, and coating properties was investigated
using cyclic voltammetry, XRD, ESEM and Tafel test. Results from
XRD tests showed that the structure of all coatings was single γ-
Ni5Zn21 phase. Cyclic voltammetry results showed that the
electrodeposition overpotential was lower in the presence of alumina
sol in the bath, and caused the reduction potential of Zn-Ni to shift to
more positive values. Zn-Ni-Al2O3 nanocomposite coatings produced
more uniform and compact deposits, with fine grained microstructure
when compared to Zn-Ni coatings. The corrosion resistance of Zn-Ni
coatings was improved significantly by incorporation of alumina
nanoparticles into the coatings.",https://zenodo.org/api/files/a9adb70d-c3de-4282-a973-d47f49188c47/10001993.pdf,pdf
28,Improvement of corrosion behavior of aluminium and magnesium alloys by graphene based hybrid silica sol-gel coatings,10.5281/zenodo.3530493,"Afsharimani N., Galusek D., Duran A.",2019-05-30,conference paper abstract,https://zenodo.org/api/files/7226ecb6-8588-434e-90c0-576b158f14c0/Improvement%20of%20corrosion%20behavior%20of%20aluminium%20and%20magnesium%20alloys%20by%20graphene%20based%20hybrid%20silica%20sol-gel%20coatings.pdf,pdf
29,Production of Zol-Gel Pasta in the Complex System ВаСl2-SrCl2-Sb2О3 Based on Lemonic Acid and Н2О at Temperature Interval 40-42 °С,10.33619/2414-2948/48/06,"Atambekova A., Tashpolotov Y., Ysmanov E.",2019-11-15,"The article investigated the preparation of sol-gel paste from many component substances barium chloride (BaCl2), strontium chloride (SrCl2), antimony trioxide (Sb2O3), citric acid in a liquid medium by the complexometric (chelate) method. During the reaction, the pH of the medium was 5.5 units, temperature conditions 40–42 °C. For efficient complex formation, an electric mixer was used. The ratio of multicomponent substances was according to the following formula BaIx ∙ SrIx ∙ SbIx ∙ CAIx (where X = I:I:I:I). This reaction was studied, complexes with metal ions. Thus, the sol-gel process includes hydrolysis at temperature conditions, and the mechanical effects of the latter processes occur during further polymerization and a viscous resin (gel) is formed. A homogeneous white paste is obtained, which is nanosubstances.",https://zenodo.org/api/files/58dc2624-fde1-4ed4-afcb-03019d18f5a7/%D0%90%D1%82%D0%B0%D0%BC%D0%B1%D0%B5%D0%BA%D0%BE%D0%B2%D0%B0%20%D0%90.%20%D0%9A.%2C%20%D0%A2%D0%B0%D1%88%D0%BF%D0%BE%D0%BB%D0%BE%D1%82%D0%BE%D0%B2%20%D0%AB.%2C%20%D0%AB%D1%81%D0%BC%D0%B0%D0%BD%D0%BE%D0%B2%20%D0%AD.%20%D0%9C.%20.pdf,pdf
30,Experiment to characterize MBGs with 10% of Sr,10.5281/zenodo.4074884,"Vitale, Chiara",2020-11-13,"The goal of the investigation is the structural characterization of MBGs with 10% of Sr, produce by following a base catalyzed sol-gel method",Inconnu,Inconnu
31,Inorganic Effect Pigment-binger System: Pigment Pickup% of Sol-gel Processed Cotton Textile,10.5281/zenodo.2540716,"Mohammad Mamunur Rashid, Md. Rasheduzzaman",2018-12-30,"Cotton plain-weaved woven fabric has been treated with inorganic effect pigment-binder system in water following the sol-gel process. Thickener and dispersing agent have been added to the solution. The fabric was then coated with the prepared solution using the sol-gel process. The pigment-coating was carried on Hochschule Niederrhein, Mönchengladbach, Germany Laboratory Padder by the help of squeezing roller. After coating, pigment pickup% was measured and compared with each other. In this work, the pickup% of effect pigment coated cotton textile will be measured and compared with each other.",https://zenodo.org/api/files/2773dd75-debb-45c7-aef1-290b06d7e84d/21.2.djvu,djvu
32,Dataset for manuscript: Time-lapse reconstruction of the fracture front from diffracted waves arrivals in laboratory hydraulic fracture experiments,10.5281/zenodo.3901193,"Liu, Dong, Lecampion, Brice, Blum, Thomas",2020-06-19,"Dataset for manuscript: ""Time-lapse reconstruction of the fracture front from diffracted waves arrivals in laboratory hydraulic fracture experiments"" published in Geophysical Journal International (2020). https://doi.org/10.1093/gji/ggaa310",https://zenodo.org/api/files/75fe0f45-5f66-4e01-b0c1-b97832c2db00/InversionResults.zip,zip
