,Titre,DOI,Auteurs,Date de publication,Abstract,Lien fichier,Type fichier,Abstract_lemm
28,HYSTERISIS IN THE SOL-GEL TRANSFORMATIONS OF AGAR,10.5281/zenodo.6596895,S. N. BANERJl,1945-12-31,The phenomenon of hysterisis in the sol-gel transformations of agar mils have been studied. under different condition. A tentative theory based upon the assumption of orientation of the colloidal particles to form a structure has been presented.,https://zenodo.org/api/files/7564d2ee-61f1-4f15-9d97-27a79d9035aa/161-164.pdf,pdf,the phenomenon of hysterisis   in the sol - gel transformation of agar mil have be study . under different condition . a tentative theory base upon the assumption of orientation of the colloidal particle to form a structure have be present .
29,Development of NiTiO3Nanofibers by Sol-Gel Supported Electrospinning,10.5281/zenodo.1171921,"S. Suguna, G. Sasikala, S. Sumathi, T. Rajesh, D Sangeetha",2018-02-12,The talk presented at 29th Annual General Meeting Of Materials Research Society Of India And National Symposium On Advances In Functional And Exotic Materials.,https://zenodo.org/api/files/17ce28fd-8f63-4311-ae58-2925a8c0a8a3/265.S.%20Suguna1%2CG.%20Sasikala1%2C%20S.%20Sumathi1%2C%20T.%20Rajesh1and%20D%20Sangeetha2.pdf,pdf,the talk present at 29th Annual General Meeting of Materials Research Society of India and National Symposium on Advances in Functional and Exotic Materials .
30,Commercial Applications of Sol-Gel Derived Hybrid Materials,10.1557/mrs2001.94,"Arkles, Barry",2001-05-01,"The ability to understand and control synthesis of both inorganic and organic polymers has led to the design of a wide range of novel structures. Block polymer, interpenetrating polymer network, biomimetic, ormosil and nanocomposite approaches have been applied to generate materials with unique structure-property relationships. These properties allow applications in optical and automotive coatings, injection molding and extrusion grades of thermoplastics, and preceramic polymers. Examples of current industrial technology are provided in the context of an overview of hybrid organic-inorganic polymers.",https://zenodo.org/api/files/61decfba-19a5-4668-8b97-0b5c99a8c784/Commercial%20Applications%20of%20Sol-Gel%20Derived%20Hybrid%20Materials.pdf,pdf,"the ability to understand and control synthesis of both inorganic and organic polymer have lead to the design of a wide range of novel structure . block polymer , interpenetrate polymer network , biomimetic , ormosil and nanocomposite approach have be apply to generate material with unique structure - property relationship . these property allow application in optical and automotive coating , injection molding and extrusion grade of thermoplastic , and preceramic polymer . example of current industrial technology be provide in the context of an overview of hybrid organic - inorganic polymer ."
31,FORMULATION AND EVALUATION OF ORAL IN SITU GEL CONTAINING REPAGLINDE,10.5281/zenodo.2530545,"Shubhechha Bansod, Vaishnavi Bankar, Manisha S. Karpe, Vilasrao J. Kadam",2018-09-30,"Gel dosage forms are successfully used as drug delivery systems to control drug release and protect the medicaments from a hostile environment. The main objective is to formulate and evaluate in situ oral gels of repaglinide based on the concept of pH triggered and ion activated systems. The system utilizes polymers that exhibit sol-to-gel phase transition due to change in specific physico-chemical parameters. A pH triggered system consisting of Carbopol 934P (0.2-1.2% w/v) was used to prolong the release of repaglinide (0.1% w/v). Formulations were evaluated for gelling capacity, viscosity, gel strength, floating studies, spreadability, and in vitro release. The use of Carbopol as an in situ gel forming system was substantiated by the property to transform into stiff gels when the pH was raised. The drug content, clarity, and pH of the formulation were found to be satisfactory. The viscosity was found to be in the range 5 to 85 centipoise for the sol, whereas for the gels it was up to 16000 centipoise. The formulation showed pseudo plastic flow with thixotropy. The maximum gel strength (using texture analyser). The optimized formulations were able to release the drug up to 6 h. As it is a floating drug delivery system it shows increased retention and increased bioavailability of drugs.",https://zenodo.org/api/files/a6365af4-328c-4cf9-aea0-dc426c7038d2/3.pdf,pdf,"gel dosage form be successfully use as drug delivery system to control drug release and protect the medicament from a hostile environment . the main objective be to formulate and evaluate in situ oral gel of repaglinide base on the concept of ph trigger and ion activate system . the system utilize polymer that exhibit sol - to - gel phase transition due to change in specific physico - chemical parameter . a ph trigger system consist of Carbopol 934p ( 0.2 - 1.2 % w / v ) be use to prolong the release of repaglinide ( 0.1 % w / v ) . formulation be evaluate for gel capacity , viscosity , gel strength , float study , spreadability , and in vitro release . the use of Carbopol as an in situ gel form system be substantiate by the property to transform into stiff gel when the ph be raise . the drug content , clarity , and ph of the formulation be find to be satisfactory . the viscosity be find to be in the range 5 to 85 centipoise for the sol , whereas for the gel it be up to 16000 centipoise . the formulation show pseudo plastic flow with thixotropy . the maximum gel strength ( use texture analyser ) . the optimize formulation be able to release the drug up to 6 h. as it be a float drug delivery system it show increase retention and increase bioavailability of drug ."
32,Preparation of CuAlO2 Thin Films on Si or Sapphire Substrate by Sol-Gel Method Using Metal Acetate or Nitrate,10.5281/zenodo.1128169,"Takashi Ehara, Takayoshi Nakanishi, Kohei Sasaki, Marina Abe, Hiroshi Abe, Kiyoaki Abe, Ryo Iizaka, Takuya Sato",2016-11-03,"CuAlO2 thin films are prepared on Si or sapphire substrate by sol-gel method using two kinds of sols. One is combination of Cu acetate and Al acetate basic, and the other is Cu nitrate and Al nitrate. In the case of acetate sol, XRD peaks of CuAlO2 observed at annealing temperature of 800-950 ºC on both Si and sapphire substrates. In contrast, in the case of the films prepared using nitrate on Si substrate, XRD peaks of CuAlO2 have been observed only at the annealing temperature of 800-850 ºC. At annealing temperature of 850ºC, peaks of other species have been observed beside the CuAlO2 peaks, then, the CuAlO2 peaks disappeared at annealing temperature of 900 °C with increasing in intensity of the other peaks. Intensity of the other peaks decreased at annealing temperature of 950 ºC with appearance of broad SiO2 peak. In the present, we ascribe these peaks as metal silicide.",https://zenodo.org/api/files/c563a94c-ecb5-4d87-8472-1e079bb0d001/10006079.pdf,pdf,"CuAlO2 thin film be prepare on Si or sapphire substrate by sol - gel method use two kind of sol . one be combination of Cu acetate and Al acetate basic , and the other be Cu nitrate and Al nitrate . in the case of acetate sol , XRD peak of CuAlO2 observe at anneal temperature of 800 - 950 ºc on both Si and sapphire substrate . in contrast , in the case of the film prepare use nitrate on Si substrate , XRD peak of CuAlO2 have be observe only at the anneal temperature of 800 - 850 ºc. at anneal temperature of 850ºc , peak of other specie have be observe beside the CuAlO2 peak , then , the CuAlO2 peak disappear at anneal temperature of 900 ° c with increase in intensity of the other peak . intensity of the other peak decrease at anneal temperature of 950 ºc with appearance of broad SiO2 peak . in the present , we ascribe these peak as metal silicide ."
33,Optical Properties of WO3-NiO Complementary Electrochromic Devices,10.5281/zenodo.1093670,"Chih-Ming Wang, Chih-Yu Wen, Ying-Chung Chen, Chun-Chieh Wang, Chien-Chung Hsu, Jui-Yang Chang, Jyun-Min Lin",2014-06-04,"In this study, we developed a complementary electrochromic device consisting of WO3 and NiO films fabricated by rf-magnetron sputtered. The electrochromic properties of WO3 and NiO films were investigated using cyclic voltammograms (CV), performed on WO3 and NiO films immersed in an electrolyte of 1 M LiClO4 in propylene carbonate (PC). Optical and electrochemical of the films, as a function of coloration–bleaching cycle, were characterized using an UV-Vis-NIR spectrophotometer and cyclic voltammetry (CV). After investigating the properties of WO3 film, NiO film, and complementary electrochromic devices, we concluded that this device provides good reversibility, low power consumption of -2.5 V in color state, high variation of transmittance of 58.96%, changes in optical density of 0.81 and good memory effect under open-circuit conditions. In addition, electrochromic component penetration rate can be retained below 20% within 24h, showing preferred memory features; however, component coloring and bleaching response time are about 33s.",https://zenodo.org/api/files/58ffb45b-ca2d-484c-82f6-3839382dd9fa/9998744.pdf,pdf,"in this study , we develop a complementary electrochromic device consist of WO3 and NiO film fabricate by rf - magnetron sputter . the electrochromic property of WO3 and NiO film be investigate use cyclic voltammogram ( CV ) , perform on WO3 and NiO film immerse in an electrolyte of 1 M LiClO4 in propylene carbonate ( PC ) . optical and electrochemical of the film , as a function of coloration – bleach cycle , be characterize use an uv - vis - NIR spectrophotometer and cyclic voltammetry ( CV ) . after investigate the property of WO3 film , nio film , and complementary electrochromic device , we conclude that this device provide good reversibility , low power consumption of -2.5 v in color state , high variation of transmittance of 58.96 % , change in optical density of 0.81 and good memory effect under open - circuit condition . in addition , electrochromic component penetration rate can be retain below 20 % within 24h , show preferred memory feature ; however , component color and bleaching response time be about 33 ."
34,Synthesis and Characteristics of Rice Husk Ash Based Magnetic Hydrogel (RHA-MH) for H2 Generation,10.36811/jca.2019.110001,"Irvan Dahlan, Muhammad Syafieq Abd Halim",2019-01-23,"In this study, magnetic hydrogel was synthesized from rice husk ash (RHA-MH) using two methods, i.e. sol-gel and cross-linking methods. The prepared rice husk ash based magnetic hydrogel (RHA-MH) were used as a catalyst for H2 generation through hydrolysis of sodium borohydride (NaBH4). Factors effecting hydrolysis reaction such as effect of RHA calcination temperature and method used to synthesis the catalyst were investigated. The RHA-MH1200 synthesised via cross-linking and sol-gel methods (using RHA calcined at 1200°C) shows the shortest time taken (5.64 min and 11.18 min, respectively) to produce 40 mL of H2 gas as compared to RHA-MH600 (i.e. 10.47 min and 13.18 min respectively, for both methods using RHA calcined at 600°C). The prepared and spent RHA-MH were also characterized using Scanning Electron Microscopy (SEM)/Energy Dispersive X-ray (EDX) analysis. From SEM image, it could be concluded that silica (SiO2) could successfully be utilized as the supporting material for stabilizing magnetic iron oxide (Fe3O4) nanoparticles. The SEM image also showed that the overall structure was relatively porous. Moreover, the SEM images of magnetic hydrogel before and after the hydrolysis of NaBH4 exhibited similar physical structures.
Keywords: Hydrogen; NaBH4 hydrolysis; Rice husk ash based magnetic hydrogel (RHA-MH); Sol-gel; Cross-linking",https://zenodo.org/api/files/125b80b2-9010-47a4-a13a-3578ff960eb5/jca_raft1001.pdf,pdf,"in this study , magnetic hydrogel be synthesize from rice husk ash ( RHA - MH ) use two method , i.e. sol - gel and cross - linking method . the prepared rice husk ash base magnetic hydrogel ( RHA - MH ) be use as a catalyst for h2 generation through hydrolysis of sodium borohydride ( NaBH4 ) . factor effecting hydrolysis reaction such as effect of RHA calcination temperature and method use to synthesis the catalyst be investigate . the RHA - MH1200 synthesise via cross - link and sol - gel method ( use RHA calcine at 1200 ° c ) show the short time take ( 5.64 min and 11.18 min , respectively ) to produce 40 ml of h2 gas as compare to RHA - MH600 ( i.e. 10.47 min and 13.18 min respectively , for both method use RHA calcine at 600 ° c ) . the prepared and spend RHA - MH be also characterize use Scanning Electron Microscopy ( SEM)/Energy Dispersive X - ray ( EDX ) analysis . from SEM image , it could be conclude that silica ( SiO2 ) could successfully be utilize as the support material for stabilize magnetic iron oxide ( fe3o4 ) nanoparticle . the SEM image also show that the overall structure be relatively porous . moreover , the SEM image of magnetic hydrogel before and after the hydrolysis of NaBH4 exhibit similar physical structure . 
 Keywords :   Hydrogen ; NaBH4   hydrolysis ; Rice husk ash base magnetic hydrogel ( RHA - MH ) ; Sol - gel ; cross - link"
35,Dataset: Glass-forming ability and structural features of melt-quenched and gel-derived SiO2-TiO2 glasses,10.5281/zenodo.6513443,"Zandonà, Alessio, Chesneau, Erwan, Helsch, Gundula, Canizarès, Aurélien, Deubener, Joachim, Montouillout, Valérie, Fayon, Franck, Allix, Mathieu",2022-05-03,"Research data for Manuscript submission with title
Glass-forming ability and structural features of melt-quenched and gel-derived SiO2-TiO2 glasses
Abstract
SiO2-TiO2 glasses produced by melt-quenching or sol-gel spray-drying were compared to highlight their structural differences. Glass formation was possible by melt-quenching up to 10 mol% TiO2, while higher contents led to devitrification. Raman spectroscopy and solid-state 17O and 29Si MAS NMR confirmed the clear emergence of Ti-O-Si bonds and a tetrahedral oxygen coordination of Ti4+ leading to full network connectivity, as also substantiated by the synthesis of TiO2-doped cristobalite. In gel-derived glasses, water content induced partial network depolymerization, thereby enhancing the solubility of TiO2 in the hydrous silicate matrix. However, full dehydration during heating proved challenging due to the competing devitrification tendency: the glass-forming range in the anhydrous binary SiO2-TiO2 system does not therefore appear to be significantly enlarged by the sol-gel synthesis route.",https://zenodo.org/api/files/eea7fbcb-fdfb-4cd8-bc2f-52d7c0d35650/Research%20Data%2C%20GCA%20SiO2-TiO2%20glasses.zip,zip,"research datum for Manuscript submission with title 
 Glass - form ability and structural feature of melt - quench and gel - derive SiO2 - TiO2 glass 
 abstract 
 SiO2 - TiO2 glass produce by melt - quenching or sol - gel spray - dry be compare to highlight their structural difference . glass formation be possible by melt - quenching up to 10 mol% TiO2 , while high content lead to devitrification . raman spectroscopy and solid - state 17o and 29si MAS NMR confirm the clear emergence of Ti - o - Si bond and a tetrahedral oxygen coordination of ti4 + lead to full network connectivity , as also substantiate by the synthesis of TiO2 - dope cristobalite . in gel - derive glass , water content induce partial network depolymerization , thereby enhance the solubility of TiO2 in the hydrous silicate matrix . however , full dehydration during heating prove challenge due to the compete devitrification tendency : the glass - form range in the anhydrous binary SiO2 - TiO2 system do not therefore appear to be significantly enlarge by the sol - gel synthesis route ."
36,Sonochemically Prepared SnO2 Quantum Dots as a Selective and Low Temperature CO Sensor,10.5281/zenodo.1329539,"S. Mosadegh Sedghi, Y. Mortazavi, A. Khodadadi, O. Alizadeh Sahraei, M. Vesali Naseh",2009-01-21,"In this study, a low temperature sensor highly selective to CO in presence of methane is fabricated by using 4 nm SnO2 quantum dots (QDs) prepared by sonication assisted precipitation. SnCl4 aqueous solution was precipitated by ammonia under sonication, which continued for 2 h. A part of the sample was then dried and calcined at 400°C for 1.5 h and characterized by XRD and BET. The average particle size and the specific surface area of the SnO2 QDs as well as their sensing properties were compared with the SnO2 nano-particles which were prepared by conventional sol-gel method. The BET surface area of sonochemically as-prepared product and the one calcined at 400°C after 1.5 hr are 257 m2/gr and 212 m2/gr respectively while the specific surface area for SnO2 nanoparticles prepared by conventional sol-gel method is about 80m2/gr. XRD spectra revealed pure crystalline phase of SnO2 is formed for both as-prepared and calcined samples of SnO2 QDs. However, for the sample prepared by sol-gel method and calcined at 400°C SnO crystals are detected along with those of SnO2. Quantum dots of SnO2 show exceedingly high sensitivity to CO with different concentrations of 100, 300 and 1000 ppm in whole range of temperature (25- 350°C). At 50°C a sensitivity of 27 was obtained for 1000 ppm CO, which increases to a maximum of 147 when the temperature rises to 225°C and then drops off while the maximum sensitivity for the SnO2 sample prepared by the sol-gel method was obtained at 300°C with the amount of 47.2. At the same time no sensitivity to methane is observed in whole range of temperatures for SnO2 QDs. The response and recovery times of the sensor sharply decreases with temperature, while the high selectivity to CO does not deteriorate.",https://zenodo.org/api/files/479b735e-ac4e-41f1-b2eb-acbe340abee6/1033.pdf,pdf,"in this study , a low temperature sensor highly selective to CO in presence of methane be fabricate by use 4 nm sno2 quantum dot ( qd ) prepare by sonication assist precipitation . SnCl4 aqueous solution be precipitate by ammonia under sonication , which continue for 2 h. a part of the sample be then dry and calcine at 400 ° c for 1.5 h and characterize by XRD and BET . the average particle size and the specific surface area of the SnO2 qd as well as their sense property be compare with the SnO2 nano - particle which be prepare by conventional sol - gel method . the BET surface area of sonochemically as - prepare product and the one calcine at 400 ° c after 1.5 hr be 257 m2 / gr and 212 m2 / gr respectively while the specific surface area for sno2 nanoparticle prepare by conventional sol - gel method be about 80m2 / gr . XRD spectra reveal pure crystalline phase of SnO2 be form for both as - prepared and calcine sample of SnO2 qd . however , for the sample prepare by sol - gel method and calcine at 400 ° c sno crystal be detect along with those of SnO2 . Quantum dot of SnO2 show exceedingly high sensitivity to CO with different concentration of 100 , 300 and 1000 ppm in whole range of temperature ( 25- 350 ° c ) . at 50 ° c a sensitivity of 27 be obtain for 1000 ppm CO , which increase to a maximum of 147 when the temperature rise to 225 ° c and then drop off while the maximum sensitivity for the SnO2 sample prepare by the sol - gel method be obtain at 300 ° c with the amount of 47.2 . at the same time no sensitivity to methane be observe in whole range of temperature for SnO2 qd . the response and recovery time of the sensor sharply decrease with temperature , while the high selectivity to CO do not deteriorate ."
37,Representative rheological curves of temperature-dependent sol-gel transition of autoclaved chitosan with sterile filtered β-glycerophosphate,10.5281/zenodo.7347232,"Kaul, Laurine",2022-11-22,Supplementary Figure: Representative rheological curves of temperature-dependent sol-gel transition of autoclaved chitosan with sterile filtered β-glycerophosphate (CS-βGP; molar ratio 1:4.88). Measurement of the storage modulus (G’) and loss modulus (G’’) during a temperature range.,Inconnu,Inconnu,supplementary Figure : representative rheological curve of temperature - dependent sol - gel transition of autoclaved chitosan with sterile filter β - glycerophosphate ( CS - βgp ; molar ratio 1:4.88 ) . Measurement of the storage modulus ( g ' ) and loss modulus ( G ’' ) during a temperature range .
38,Recent Applications of Ionic Liquids in the Sol-Gel Process for Polymer–Silica Nanocomposites with Ionic Interfaces (Review).,10.3390/colloids1010005,"Donato Katarzyna, Matějka Libor, Mauler Raquel, Donato Ricardo",2017-11-10,"Understanding the organic–inorganic interphases of hybrid materials allows structure and properties control for obtaining new advanced materials. Lately, the use of ionic liquids (ILs) and poly(ionic liquids) (PILs) allowed structure control from the first sol-gel reaction steps due to their anisotropy and multiple bonding capacity. They also act as multifunctional compatibilizing agents that affect the interfacial interactions in a molecular structure-dependent manner. Thus, this review will explore the concepts and latest efforts to control silica morphology using processes such as the sol-gel, both in situ and ex situ of polymer matrices, pre-polymers or polymer precursors. It discusses how to control the polymer–filler interphase bonding, highlighting the last achievements in the interphase ionicity control and, consequently, how these affect the final nanocomposites providing materials with barrier, shape–memory and self-healing properties.",https://zenodo.org/api/files/5f3a2b6f-e7aa-4d28-a95a-76b368bdfae2/colloids-01-00005-v3.pdf,pdf,"understand the organic – inorganic interphase of hybrid material allow structure and property control for obtain new advanced material . lately , the use of ionic liquid ( il ) and poly(ionic liquid ) ( pil ) allow structure control from the first sol - gel reaction step due to their anisotropy and multiple bonding capacity . they also act as multifunctional compatibilize agent that affect the interfacial interaction in a molecular structure - dependent manner . thus , this review will explore the concept and late effort to control silica morphology use process such as the sol - gel , both in situ and ex situ of polymer matrix , pre - polymer or polymer precursor . it discuss how to control the polymer – filler interphase bonding , highlight the last achievement in the interphase ionicity control and , consequently , how these affect the final nanocomposite provide material with barrier , shape – memory and self - heal property ."
39,SYNTHESIS AND STRUCTURAL PROPERTIES OF ZINC FERRITE,10.5281/zenodo.7295619,Rahul Upalaikar,2022-10-08,"Abstract-
Powdered spinel zinc ferrite powder sample was synthesized by using sol-gel method. Structure of spinel zinc ferrite was confirmed by using X-ray diffraction. Average crystalline size and lattice parameter of powdered sample is calculated using X- ray diffraction.",https://zenodo.org/api/files/300a02e5-255e-4103-af51-c57de8d22dc1/35..pdf,pdf,"Abstract- 
 Powdered spinel zinc ferrite powder sample be synthesize by use sol - gel method . structure of spinel zinc ferrite be confirm by use x - ray diffraction . average crystalline size and lattice parameter of powdered sample be calculate use X- ray diffraction ."
40,The Effects and Interactions of Synthesis Parameters on Properties of Mg Substituted Hydroxyapatite,10.5281/zenodo.1110463,"S. Sharma, U. Batra, S. Kapoor, A. Dua",2015-11-01,"In this study, the effects and interactions of reaction
time and capping agent assistance during sol-gel synthesis of
magnesium substituted hydroxyapatite nanopowder (MgHA) on
hydroxyapatite (HA) to β-tricalcium phosphate (β-TCP) ratio, Ca/P
ratio and mean crystallite size was examined experimentally as well
as through statistical analysis. MgHA nanopowders were synthesized
by sol-gel technique at room temperature using aqueous solution of
calcium nitrate tetrahydrate, magnesium nitrate hexahydrate and
potassium dihydrogen phosphate as starting materials. The reaction
time for sol-gel synthesis was varied between 15 to 60 minutes. Two
process routes were followed with and without addition of
triethanolamine (TEA) in the solutions. The elemental compositions
of as-synthesized powders were determined using X-ray fluorescence
(XRF) spectroscopy. The functional groups present in the assynthesized
MgHA nanopowders were established through Fourier
Transform Infrared Spectroscopy (FTIR). The amounts of phases
present, Ca/P ratio and mean crystallite sizes of MgHA nanopowders
were determined using X-ray diffraction (XRD). The HA content in
biphasic mixture of HA and β-TCP and Ca/P ratio in as-synthesized
MgHA nanopowders increased effectively with reaction time of sols
(p<0.0001, two way ANOVA), however, these were independent of
TEA addition (p>0.15, two way ANOVA). The MgHA nanopowders
synthesized with TEA assistance exhibited 14 nm lower crystallite
size (p<0.018, 2 sample t-test) compared to the powder synthesized
without TEA assistance.",https://zenodo.org/api/files/8753787b-d3fc-40dd-ab2d-2d21e2d37844/10003117.pdf,pdf,"in this study , the effect and interaction of reaction 
 time and cap agent assistance during sol - gel synthesis of 
 magnesium substitute hydroxyapatite nanopowder ( MgHA ) on 
 hydroxyapatite ( HA ) to β - tricalcium phosphate ( β - TCP ) ratio , ca / p 
 ratio and mean crystallite size be examine experimentally as well 
 as through statistical analysis . MgHA nanopowder be synthesize 
 by sol - gel technique at room temperature use aqueous solution of 
 calcium nitrate tetrahydrate , magnesium nitrate hexahydrate and 
 potassium dihydrogen phosphate as start material . the reaction 
 time for sol - gel synthesis be varied between 15 to 60 minute . two 
 process route be follow with and without addition of 
 triethanolamine ( TEA ) in the solution . the elemental composition 
 of as - synthesize powder be determine use x - ray fluorescence 
 ( XRF ) spectroscopy . the functional group present in the assynthesize 
 mgha nanopowder be establish through Fourier 
 Transform Infrared Spectroscopy ( FTIR ) . the amount of phase 
 present , ca / p ratio and mean crystallite size of MgHA nanopowder 
 be determine use x - ray diffraction ( XRD ) . the HA content in 
 biphasic mixture of HA and β - TCP and ca / p ratio in as - synthesize 
 mgha nanopowder increase effectively with reaction time of sol 
 ( p<0.0001 , two way ANOVA ) , however , these be independent of 
 TEA addition ( p>0.15 , two way ANOVA ) . the MgHA nanopowder 
 synthesize with TEA assistance exhibit 14 nm low crystallite 
 size ( p<0.018 , 2 sample t - test ) compare to the powder synthesize 
 without TEA assistance ."
41,Influence of various coating techniques on the corrosion resistive behavior in Ringer's solution,10.5281/zenodo.5702605,"U. Vijayalakshmi, S. Rajeswari",2015-05-01,"Materials Chemistry Division, School of Advanced Sciences, VIT University, Vellore-632 014,
Tamilnadu, India
E-mail : vijayalakshmi.u@vit.ac.in, lakesminat@yahoo.com
Sol-gel silica glass has a significant effect on the microstructural and mechanical development of the implant materials. Sol-gel method is a versatile method to develop different types of oxide coatings on a large, curved substrates with high homogeneity and low sintering temperatures. In order to enhance the corrosion resistance behavior various types of oxide based, hybrid coatings have been studied. There are a number of interesting studies including the biological functions; biomineralisation with excellent bioactive ability and mechanical strength makes it suitable for biomedical applications. The aim of the work is to enhance the corrosion resistive behavior of the coatings using different strategies such as EPD method, spin coating and biomimetic coating. Silica glass is prepared at a molar ratio of H2O/TEOS (Tetra Ethyl Ortho Silicate) and the obtained powder was characterized by FT-IR, XRD and SEM analysis. It was found that the sol-gel spin coatings have shown excellent thermal stability, oxidation control and enhanced corrosion resistance on metal substrates. The ability to passivate the metal substrates during coating has pronounced effect on corrosion resistance. The corrosion resistance behavior of the coatings was determined by (1) open-circuit potential versus time of exposure, (2) electrochemical impedance spectroscopy, (3) cyclic polarization in Ringer’s solution.",https://zenodo.org/api/files/9d0f1ba8-6a36-4f61-9ef2-45ea1dc70c72/687-690.pdf,pdf,"material Chemistry Division , School of Advanced Sciences , VIT University , vellore-632 014 , 
 Tamilnadu , India 
 e - mail : vijayalakshmi.u@vit.ac.in , lakesminat@yahoo.com 
 Sol - gel silica glass have a significant effect on the microstructural and mechanical development of the implant material . sol - gel method be a versatile method to develop different type of oxide coating on a large , curved substrate with high homogeneity and low sinter temperature . in order to enhance the corrosion resistance behavior various type of oxide base , hybrid coating have be study . there be a number of interesting study include the biological function ; biomineralisation with excellent bioactive ability and mechanical strength make it suitable for biomedical application . the aim of the work be to enhance the corrosion resistive behavior of the coating use different strategy such as EPD method , spin coating and biomimetic coating . Silica glass be prepare at a molar ratio of H2O / TEOS ( Tetra Ethyl Ortho Silicate ) and the obtain powder be characterize by FT - IR , XRD and SEM analysis . it be find that the sol - gel spin coating have show excellent thermal stability , oxidation control and enhance corrosion resistance on metal substrate . the ability to passivate the metal substrate during coating have pronounce effect on corrosion resistance . the corrosion resistance behavior of the coating be determine by ( 1 ) open - circuit potential versus time of exposure , ( 2 ) electrochemical impedance spectroscopy , ( 3 ) cyclic polarization in Ringer ’s solution ."
42,Hypoxanthine Modified Polyethylene Glycol Diglycidyl Ether Gel for Ciprofloxacin Adsorption,10.37871/jbres1219,Lin Zhang,2021-04-15,"A hypoxanthine modified polyethylene glycol diglycidyl ether gel was prepared by the ring opening polymerization of polyethylene glycol diglycidyl ether with hypoxanthine in a simple sol-gel method. The structure and composition were characterized by SEM, FT-IR, BET and XRD. The adsorption experiments of ciprofloxacin at different pH, temperature, contact time and initial concentration were studied. The results show that the gel is porous with the average pore size of 5.2 nm, the optimum adsorption pH is 5 and the saturated adsorption time is 240 minutes. The maximum equilibrium adsorption capacity of ciprofloxacin is 56.1 mg/g at 308 K according to the Langmuir model. The repeated adsorption experiments show that the gel could still adsorb 80% of the first adsorbed ciprofloxacin after 5 times of elution. These results indicate that the gel can be used as a practical adsorbent for ciprofloxacin in aqueous solution.",https://zenodo.org/api/files/cad5a99e-277f-4da4-bc2b-162544a10bdc/jbres1219.pdf,pdf,"a hypoxanthine modify polyethylene glycol diglycidyl ether gel be prepare by the ring open polymerization of polyethylene glycol diglycidyl ether with hypoxanthine in a simple sol - gel method . the structure and composition be characterize by SEM , FT - IR , BET and XRD . the adsorption experiment of ciprofloxacin at different ph , temperature , contact time and initial concentration be study . the result show that the gel be porous with the average pore size of 5.2 nm , the optimum adsorption ph be 5 and the saturate adsorption time be 240 minute . the maximum equilibrium adsorption capacity of ciprofloxacin be 56.1 mg / g at 308 k accord to the Langmuir model . the repeat adsorption experiment show that the gel could still adsorb 80 % of the first adsorbed ciprofloxacin after 5 time of elution . these result indicate that the gel can be use as a practical adsorbent for ciprofloxacin in aqueous solution ."
43,AN OVERVIEW ON IN-SITU GELLING SYSTEM,10.5281/zenodo.4940113,"Allamsetti Geethanjali, Praveen Sivadasu* and Padmalatha K",2021-06-13,"In recent times in-situ gel systems have emerged as an alternative approach to conventional drug delivery systems.  These systems release the drug in a controlled manner by its special feature of ‘Sol to Gel’ transition. Further, this in-situ gelling system will stay as a solution before administering into the body and convert into a gel post administering into the body due to various physiological conditions. The drawbacks associated with conventional systems of both solutions and gels, such as accurate dosing, ease of administration overcome by using in situ gelling systems. The current review is mainly focused on giving a special emphasis on types, advantages, disadvantages, polymers used in the formulation, preparation of an in-situ gel, approaches, evaluations, and biomedical applications. 
Keywords: In-situ gel; Polymers; Controlled Release; Drug delivery; Gelling Mechanism",https://zenodo.org/api/files/329159a6-71ba-4209-835a-d058afe5e5f9/10.praveen%20sivadasu-Manuscript.pdf,pdf,"in recent time in - situ gel system have emerge as an alternative approach to conventional drug delivery system .    these system release the drug in a control manner by its special feature of ' Sol to Gel ' transition . far , this in - situ gel system will stay as a solution before administer into the body and convert into a gel post administer into the body due to various physiological condition . the drawback associate with conventional system of both solution and gel , such as accurate dosing , ease of administration overcome by use in situ gelling system . the current review be mainly focus on give a special emphasis on type , advantage , disadvantage , polymer use in the formulation , preparation of an in - situ gel , approach , evaluation , and biomedical application . 
 Keywords : in - situ gel ; Polymers ; Controlled Release ; drug delivery ; Gelling Mechanism"
