,Titre,DOI,Auteurs,Date de publication,Abstract,Lien fichier,Type fichier,Abstract_lemm
10,Applications and Properties of Gold Nanoparticles,10.35702/nano.10004,"Mitra, Manu",2019-12-28,"Gold nanoparticles are used for medical applications rather using elements such as platinum which can be lethal in certain circumstances. Forming gold into nanoparticles allows to use areas that are too small to reach which brings new potential and capabilities.
For Gold nanoparticle application, it has some clear advantages– when gold nanoparticles are very small with a diameter of 5 nm or less, they can used as catalyst; for instance transform air pollutants into harmless molecules. Gold nanoparticle can also be used to treat diseased regions of the body such as cancer tumors and other molecules such as therapeutic drug molecules. Another interesting property of gold nanoparticle; it has ability to convert certain wavelengths of light into heat [1].",https://zenodo.org/api/files/84f87128-aeee-4858-a29b-b75a6e176d27/Applications%20of%20Gold%20Nanoparticles.pdf,pdf,"gold nanoparticle be use for medical application rather use element such as platinum which can be lethal in certain circumstance . form gold into nanoparticle allow to use area that be too small to reach which bring new potential and capability . 
 for gold nanoparticle application , it have some clear advantage – when gold nanoparticle be very small with a diameter of 5 nm or less , they can use as catalyst ; for instance transform air pollutant into harmless molecule . gold nanoparticle can also be use to treat diseased region of the body such as cancer tumor and other molecule such as therapeutic drug molecule . another interesting property of gold nanoparticle ; it have ability to convert certain wavelength of light into heat [ 1 ] ."
11,Kinetics of oxidative degradation of DL-methionine by cerium(IV) in aqueous perchloric acid media,10.5281/zenodo.5836495,"D. C. Bilehal, R. M. Kulkarni, S. T. Nandibewoor",2003-02-28,"Post-Graduate Department of Studies in Chemistry, Karnatak University, Dharwad-580 003, India
E-mail : karuni@bgl. vsnl.net. in
Manuscript received 12 June 2001, revised 3 October 2002, accepted 22 November 2002
The kinetics of oxidation of DL-methionine by cerium(IV) in aqueous perchloric acid solution have been studied spectrophotomctrically. The reaction shows first order kinetics in [CeIV] and an apparent less than unit order dependence each in [DL-methionine] and [acid]. The data suggest that the oxidation proceeds via the formation of a complex between methionine and cerium(IV) which decomposes in a slow step to give a free radical which on reacting with one more molecule of cerium(IV) in a fast step gives the products. The reaction constants involved in the mechanism are evaluated.",https://zenodo.org/api/files/31318651-56b2-40fa-8807-83d0dbc9fbd9/91-94.pdf,pdf,"post - Graduate Department of Studies in Chemistry , Karnatak University , Dharwad-580 003 , India 
 e - mail : karuni@bgl . vsnl.net . in 
 Manuscript receive 12 June 2001 , revise 3 October 2002 , accept 22 November 2002 
 the kinetic of oxidation of DL - methionine by cerium(IV ) in aqueous perchloric acid solution have be study spectrophotomctrically . the reaction show first order kinetic in [ CeIV ] and an apparent less than unit order dependence each in [ DL - methionine ] and [ acid ] . the datum suggest that the oxidation proceed via the formation of a complex between methionine and cerium(IV ) which decompose in a slow step to give a free radical which on react with one more molecule of cerium(iv ) in a fast step give the product . the reaction constant involve in the mechanism be evaluate ."
12,A new Reagent O-(P-Toluyl Sulphonamido) Aniline for Spectrophotometric Determination of Cerium (IV),10.5281/zenodo.6459942,"Wahid U. Malik, T. C. Sharma",1970-02-28,"The red coloured complex formed by cerium (iv),with o-(p-Toluyl-sulphonamido) aniline, forms the basis of a very sensitive colorimetric method for the determination of traces of the metal. The complex shows maximum absorbance at 480 mμ where the reagent has negligible absorption. Many cations and anions are without effect on the complex. A composition study by various usual methods shows that 1 : 2 complex formed.",https://zenodo.org/api/files/bf710750-b8f0-431f-acdc-2a7505f227fc/167-169.pdf,pdf,"the red coloured complex form by cerium ( iv),with o-(p - Toluyl - sulphonamido ) aniline , form the   basis of a very sensitive colorimetric method for the determination of trace of the metal . the complex   show maximum absorbance at 480 mμ where the reagent have negligible absorption . many cation and   anion be without effect on the complex . a composition study by various usual method show that   1 : 2 complex form ."
13,Studies on the Kinetics of the Decomposition of the Chloro-complex of Cerium(IV) in Sulphuric Acid Medium,10.5281/zenodo.6517190,"K. K. Sengupta, P. K. Pal, B. P. Moulik",1963-03-31,The reaction between cerium (IV) and chloride ion proceeds through the initial formation of a red-colour­ed complex which is unstable and decomposes gradually. The kinetics of the decomposition reaction obeys the first-order law. The activation energy calculated is 19.35 kcal/mole. H2SO4 retards the rate of the de-­composition of the complex.,https://zenodo.org/api/files/2b945b9b-be78-4b83-89d6-f845cf182863/217-221.pdf,pdf,the reaction between cerium ( IV ) and chloride ion proceed through the initial formation of a red - colour­ed complex which be unstable and decompose gradually . the kinetic of the decomposition reaction obey the first - order law . the activation energy calculate be 19.35 kcal / mole . H2SO4   retard the rate of the de-­composition of the complex .
14,Dissecting complex nanoparticle heterostructures via multimodal data fusion with aberration-corrected STEM spectroscopy,10.5281/zenodo.3709454,"Thomas Thersleff, Serhiy Budnyk, Larissa Drangai, Adam Slabon",2020-03-13,"Preprint for the paper ""Dissecting complex nanoparticle heterostructures via multimodal data fusion with aberration-corrected STEM spectroscopy""",https://zenodo.org/api/files/b24a6907-224d-49db-9eae-ec5dfd9adb1c/DataFusion_CoP.pdf,pdf,"preprint for the paper "" dissect complex nanoparticle heterostructure via multimodal datum fusion with aberration - correct STEM spectroscopy """
15,Inhibition of fibrillation of lysozyme by folic acid functionalized cerium oxide nanoparticle,10.5281/zenodo.5642710,"Boby Samai, Soumya Sundar Mati, Subhash Chandra Bhattacharya",2018-08-01,"Department of Chemistry, Jadavpur University, Kolkata-700 032, India
E-mail: sbjuchem@yahoo.com, scbhattacharyya@chemistry.jdvu.ac.in           Fax: 91-33-24146584
Government General Degree College, Keshiary-721 135, Paschim Medinipur, West Bengal, India
Manuscript received 16 July 2018, accepted 23 August 2018
Effect of folic acid functionalized nanoceria on fibrillation of lysozyme has been studied using spectroscopic and microscopic tools. Both bare and functionalized CeONP are capable to retard fibrillation of lysozyme. Also interaction of lysozyme with nanoceria has been studied employing multiple biophysical techniques. The intrinsic fluorescence of lysozyme is quenched in presence of nanoceria. Adsorption of lysozyme causes significant reduction on fibrillization of lysozyme. Mechanism of quenching has been interpreted.",https://zenodo.org/api/files/d6c73e41-22b9-4f1e-9a38-b5529fd4c3ba/August-6.pdf,pdf,"Department of Chemistry , Jadavpur University , Kolkata-700 032 , India 
 e - mail : sbjuchem@yahoo.com , scbhattacharyya@chemistry.jdvu.ac.in             fax : 91 - 33 - 24146584 
 Government General Degree College , Keshiary-721 135 , Paschim Medinipur , West Bengal , India 
 Manuscript receive 16 July 2018 , accept 23 August 2018 
 Effect of folic acid functionalize nanoceria on fibrillation of lysozyme have be study use spectroscopic and microscopic tool . both bare and functionalize CeONP be capable to retard fibrillation of lysozyme . also interaction of lysozyme with nanoceria have be study employ multiple biophysical technique . the intrinsic fluorescence of lysozyme be quench in presence of nanoceria . adsorption of lysozyme cause significant reduction on fibrillization of lysozyme . mechanism of quenching have be interpret ."
16,Study on Extraction of Ceric Oxide from Monazite Concentrate,10.5281/zenodo.1075346,"Lwin Thuzar Shwe, Nwe Nwe Soe, Kay Thi Lwin",2008-12-21,"Cerium oxide is to be recovered from monazite,
which contains about 27.35% CeO2. The principal objective
of this study is to be able to extract cerium oxide from
monazite of Moemeik Myitsone Area. The treatment of
monazite in this study involves three main steps; extraction
of cerium hydroxide from monazite, solvent extraction of
cerium hydroxide, and precipitation with oxalic acid and
calcination of cerium oxalate.",https://zenodo.org/api/files/18066842-3259-4798-9ade-115097490132/10493.pdf,pdf,"cerium oxide be to be recover from monazite , 
 which contain about 27.35 % ceo2 . the principal objective 
 of this study be to be able to extract cerium oxide from 
 monazite of Moemeik Myitsone Area . the treatment of 
 monazite in this study involve three main step ; extraction 
 of cerium hydroxide from monazite , solvent extraction of 
 cerium hydroxide , and precipitation with oxalic acid and 
 calcination of cerium oxalate ."
17,Cerium(III) catalysis in acid bromate oxidation of citric acid in the presence of bromo-complex-forming metal ions,10.5281/zenodo.5814133,Cherkupally Sanjeeva Reddy,2007-02-28,"Department of Chemistry, Kakatiya University, Warangal-506 009, Andhra Pradesh, India
E-mail : chsrkuc@yahoo. co. in
Manuscript received 15 May 2006, revised 11 December 2006, accepted 12 December 2006
Cerium(m) ion-catalysed bromate oxidation of citric acid in aqueous acetic acid media containing HCIO4
and mercury(II), a bromo-complex-forming metal ion, exhibits first-order in [bromate] and less than unit order in [citric acid] and [cerium(lll)]. Reaction rate increases linearly with an increase in [HCIO4]. However, an opposite effect is observed with[H2SO4] and [NaHSO4]. D2O and Hg(OAc)2 have insignificant effect on the rate of reaction. The catalytic effect of Ceiii ion is displayed by its complex forming ability and in the proposed mechanism it is assumed that acid bromate reacts with the CeIII-citric acid binary complex, whose formation (Kc) is precedent to the bromate-cerium(III) reaction, and results a ternary complex (Kr), which subsequently decomposes (kd) into products with the regeneration of CeIII • The effects of ionic strength and dielectric constant of the media are also in accordance with the proposed mechanism. The reaction constants (Kc, Kr and kd) involved in the envisaged mechanism are evaluated. There is a good agreement between the observed and the calculated rate constants under different experimental conditions.",https://zenodo.org/api/files/21ee00b1-73ce-47bf-9bc5-acea2c6dc101/165-170.pdf,pdf,"Department of Chemistry , Kakatiya University , Warangal-506 009 , Andhra Pradesh , India 
 e - mail : chsrkuc@yahoo . co. in 
 Manuscript receive 15 May 2006 , revise 11 December 2006 , accept 12 December 2006 
 Cerium(m ) ion - catalyse bromate oxidation of citric acid in aqueous acetic acid medium contain HCIO4 
 and mercury(II ) , a bromo - complex - form metal ion , exhibit first - order in [ bromate ] and less than unit order in [ citric acid ] and [ cerium(lll ) ] . reaction rate increase linearly with an increase in [ hcio4 ] . however , an opposite effect be observe with[H2SO4 ]   and [ nahso4 ] . D2O and Hg(OAc)2 have insignificant effect on the rate of reaction . the catalytic effect of Ceiii ion be display by its complex form ability and in the propose mechanism it be assume that acid bromate react with the ceiii - citric acid binary complex , whose formation ( Kc ) be precedent to the bromate - cerium(iii ) reaction , and result a ternary complex ( Kr ) , which subsequently decompose ( kd ) into product with the regeneration of ceiii • the effect of ionic strength and dielectric constant of the medium be also in accordance with the propose mechanism . the reaction constant ( Kc , Kr and kd ) involve in the envisaged mechanism be evaluate . there be a good agreement between the observed and the calculate rate constant under different experimental condition ."
18,Ethylenediaminetetraacetic acid catalyzed oxidative conversion of N-(2-hydroxyethyl)phthalimide to n-methylphthalimide by cerium(IV) in aqueous sulphuric acid medium : A kinetic and mechanistic approach,10.5281/zenodo.5599250,"M. D. Meti, M. Z. Pendari, S. A. Rayabag, N. S. Naik, M. B. Banimath, S. T. Nandibewoor, S. A. Chimatadar",2017-02-01,"P.G. Department of Studies in Chemistry, Karnatak University, Pavate Nagar, Dharwad-580 003,
Karnataka, India
E-mail : schimatadar@gmail.com Fax : 91-836-2747884
Manuscript received online 25 March 2016, accepted 13 October 2016
The reaction between cerium(IV) and N-(2-hydroxyethyl)phthalimide (NHEP) is very slow in sulphuric acid medium at 25 ºC. However, the reaction is facile in presence of ethylenediamminetetraacetic acid (EDTA) in aqueous sulphuric acid medium. The reaction between cerium(IV) and NHEP in presence of EDTA exhibits 1 : 1 (oxidant : reductant) stoichiometry. The products are identified as cerium(III)-EDTA complex, n-methylphthalimide and formaldehyde. The order with respect to oxidant concentration is unity, whereas the order with respect to both substrate and catalyst concentration is less than unity. Increase in sulphuric acid concentration increases the rate of reaction. The order with respect to H+ ion concentration is less than unity. The added product cerium(III), did not have any significant effect on the rate of reaction in presence of EDTA. The active species of oxidant is identified as CeSO42+. Based on the experimental results a suitable mechanism is proposed. The activation parameters and thermodynamic quantities are also determined and discussed.",https://zenodo.org/api/files/5c544f15-4735-4a4f-808c-37671e9154cd/141-150.pdf,pdf,"P.G. Department of Studies in Chemistry , Karnatak University , Pavate Nagar , Dharwad-580 003 , 
 Karnataka , India 
 e - mail : schimatadar@gmail.com fax : 91 - 836 - 2747884 
 Manuscript receive online 25 March 2016 , accept 13 October 2016 
 the reaction between cerium(IV ) and N-(2 - hydroxyethyl)phthalimide ( NHEP ) be very slow in sulphuric acid medium at 25 ºc. however , the reaction be facile in presence of ethylenediamminetetraacetic acid ( EDTA ) in aqueous sulphuric acid medium . the reaction between cerium(IV ) and NHEP in presence of EDTA exhibit 1 : 1 ( oxidant : reductant ) stoichiometry . the product be identify as cerium(iii)-edta complex , n - methylphthalimide and formaldehyde . the order with respect to oxidant concentration be unity , whereas the order with respect to both substrate and catalyst concentration be less than unity . increase in sulphuric acid concentration increase the rate of reaction . the order with respect to H+ ion concentration be less than unity . the add product cerium(iii ) , do not have any significant effect on the rate of reaction in presence of EDTA . the active specie of oxidant be identify as CeSO42 + . base on the experimental result a suitable mechanism be propose . the activation parameter and thermodynamic quantity be also determined and discuss ."
19,Awareness About Medicinal Application Of Cerium Oxide Nanoparticles Among Dental Students,10.19070/2377-8075-21000887,Dhanraj Ganapathy,2021-09-21,"Introduction: Cerium Oxide (CeO2) NPs, among other NPs, have been widely used because to their unique surface chemistry, high stability, and biocompatibility. Sensors, cells, catalysis, therapeutics agents, drug delivery careers, and anti-parasitic ointments are all made with it. Antimicrobial, anti-cancer, anti-larvicidal, photo-catalysis, and antioxidant therapies have all been documented so far using green produced CeO2 NPs. Aim: This survey was conducted for assessing the awareness about medicinal application of Cerium oxide nanoparticles amongst dental students. Materials and Method: A cross-section research was conducted with a self-administered questionnaire containing ten questions distributed amongst 100 dental students. The questionnaire assessed the awareness about Cerium oxide nanoparticles therapy in medical applications, their anti-oxidant properties, anti-bacterial properties applications, anti-neurodegenerative properties applications, enzyme mimicking properties and biosensing properties. The responses were recorded and analysed. Results: 23% of the respondents were aware of the medicinal applications of Cerium oxide nanoparticles. 19 % were aware of anti-oxidant properties of Cerium oxide nanoparticles, 17 % were aware of anti-bacterial properties of Cerium oxide nanoparticles, 15 % were aware of anti-neurodegenerative properties of Cerium oxide nanoparticles, 14% were aware of enzyme mimicking properties of Cerium oxide nanoparticles and, 10 % were aware of biosensing properties of Cerium oxide nanoparticles. Conclusion: There is limited awareness amongst dental students about use of Cerium oxide nanoparticles therapy in medical applications. Enhanced awareness initiatives and dental educational programmes together with increased importance for curriculum improvements that further promote knowledge and awareness of Cerium oxide nanoparticles therapy",https://zenodo.org/api/files/cbd9c164-4bbc-4d3b-86a6-ae1bb26900b9/IJDOS-2377-8075-08-9038.pdf,pdf,"introduction : cerium oxide ( ceo2 ) np , among other np , have be widely use because to their unique surface chemistry , high stability , and biocompatibility . sensor , cell , catalysis , therapeutic agent , drug delivery career , and anti - parasitic ointment be all make with it . antimicrobial , anti - cancer , anti - larvicidal , photo - catalysis , and antioxidant therapy have all be document so far use green produce ceo2 np . aim : this survey be conduct for assess the awareness about medicinal application of cerium oxide nanoparticle amongst dental student . material and Method : a cross - section research be conduct with a self - administer questionnaire contain ten question distribute amongst 100 dental student . the questionnaire assess the awareness about cerium oxide nanoparticle therapy in medical application , their anti - oxidant property , anti - bacterial property application , anti - neurodegenerative property application , enzyme mimicking property and biosense property . the response be record and analyse . result : 23 % of the respondent be aware of the medicinal application of cerium oxide nanoparticle . 19 % be aware of anti - oxidant property of cerium oxide nanoparticle , 17 % be aware of anti - bacterial property of cerium oxide nanoparticle , 15 % be aware of anti - neurodegenerative property of cerium oxide nanoparticle , 14 % be aware of enzyme mimicking property of cerium oxide nanoparticle and , 10 % be aware of biosense property of cerium oxide nanoparticle . conclusion : there be limited awareness amongst dental student about use of cerium oxide nanoparticle therapy in medical application . enhanced awareness initiative and dental educational programme together with increase importance for curriculum improvement that far promote knowledge and awareness of cerium oxide nanoparticle therapy"
20,Extraction Chromatographic Studies of Cerium(IV) with Carboxylic Acid (n-Capric Acid) and its Separation from Rare Earth Elements,10.5281/zenodo.6017172,"KALYANMOY MITRA, UDAY SANKAR RAY",1992-09-30,"Department of Chemistry, Visva-Bharati, Santiniketan-731 235
Manuscript received 11 March 1991, revised 24 June 1992, accepted 3 July 1992
Cerium(Iv) was extracted at pH 4.75-6.0 from ammonium acetate-acetic acid buffer on silica gel column impregnated with n-capric acid (a high molecular weight carboxylic acid). It was separated from bivaleat Mg, Mn, Co, Ni, Zn and Cd in binary mixture at pH 5.1 as they could not form acetate complex. Cerium(IV) was separated by process of selective elution from elements like FellI, ZrIV, PdII, LaIII, PrIII, NdIII, SmIII, GdIII, DyIII, Hgll, Pbll, ThIV and UVI by exploiting differences in stability of acetate complexes. Cerium(Iv) was separated from multicomponent mixture containing ZnII, ZrIV, Pbll, ThIV, UVI and rare earth elements by a process of selective sorbtion and selective elution. The proposed method is simple, rapid and selective.",https://zenodo.org/api/files/0370dbad-fca8-47f1-bd68-e0d09ec24d76/563-565.pdf,pdf,"Department of Chemistry , Visva - Bharati , santiniketan-731 235 
 Manuscript receive 11 March 1991 , revise 24 June 1992 , accept 3 July 1992 
 Cerium(Iv ) be extract at ph 4.75 - 6.0 from ammonium acetate - acetic acid buffer on silica gel column impregnate with n - capric acid ( a high molecular weight carboxylic acid ) . it be separate from bivaleat Mg , Mn , Co , Ni , Zn and Cd in binary mixture at ph 5.1 as they could not form acetate complex . Cerium(IV ) be separate by process of selective elution from element like FellI , ZrIV , PdII , laiii , priii , NdIII , smiii , gdiii , DyIII , Hgll , Pbll , ThIV and UVI by exploit difference in stability of acetate complex . Cerium(Iv ) be separate from multicomponent mixture contain ZnII , ZrIV , Pbll , ThIV , UVI and rare earth element by a process of selective sorbtion and selective elution . the proposed method be simple , rapid and selective ."
21,Experimental Investigation of Heat Transfer in Double Pipe Heat Exchanger Using Cerium Oxide Nano fluid,10.5281/zenodo.2784049,"P.R.Nakate, Prof.R.D.Shelke, Prof.H.N.Deshpande",2019-05-13,"Heat exchanger is a very important device in every modern industry. In this research work, the thermal performance analysis of a pipe in pipe heat exchanger is performed by varying the composition of nanofluid used, which is a mixture of Cerium Oxide (CeO2) and water. An experimental analysis will be performed on pipe in pipe heat exchanger by varying volume concentration (2%, 3%, 4%) of nanoparticles in nanofluid at different flow rates (7, 8, 9 litres/min) of nanofluid flow. Experimental results such as heat transfer rates, overall heat transfer coefficient, Reynolds number, Nusselt number and heat exchanger effectiveness will be calculated to analyse the performance of heat exchanger. The objective of this research work is to check the use of Nano fluids to improve the heat exchanger’s performances and at what percentage of Nanoparticle-coolant mixture, the performance of pipe in pipe heat exchanger will obtain maximum heat exchange rate.",https://zenodo.org/api/files/e04e6700-2855-4aa5-9987-1e277abaca16/%289-16%29Experimental%20Investigation_copyedit-format.pdf,pdf,"heat exchanger be a very important device in every modern industry . in this research work , the thermal performance analysis of a pipe in pipe heat exchanger be perform by vary the composition of nanofluid use , which be a mixture of Cerium Oxide ( ceo2 ) and water . an experimental analysis will be perform on pipe in pipe heat exchanger by vary volume concentration ( 2 % , 3 % , 4 % ) of nanoparticle in nanofluid at different flow rate ( 7 , 8 , 9 litre / min ) of nanofluid flow . experimental result such as heat transfer rate , overall heat transfer coefficient , Reynolds number , Nusselt number and heat exchanger effectiveness will be calculate to analyse the performance of heat exchanger . the objective of this research work be to check the use of Nano fluid to improve the heat exchanger ’s performance and at what percentage of Nanoparticle - coolant mixture , the performance of pipe in pipe heat exchanger will obtain maximum heat exchange rate ."
22,Synthesis and Characterization of CeO2 Nanoparticles through Precipitation,10.5281/zenodo.999699,"Francielli Silva Genier,",2017-07-14,"Cerium oxide nanoparticles (CeO2) have been synthesized through precipitation in aqueous medium at room temperature using cerium III nitrate hexahydrate (Ce(NO3)3·6H2O) as precursor and poly(vinylpyrrolidinone) (PVP) as surfactant. Scanning electron microscope (SEM) was used to evaluate cluster formation and Transmission electron microscopy (TEM) images were obtained in order to determine the shape, average size and uniformity of the nanoparticles. The elements presented (cerium and oxygen) in the nanoparticles were confirmed through energy-dispersive X-ray spectroscopy (EDS). X-ray diffraction (XRD) patterns indicated the formation of cerium oxide with cubic structure and lattice parameters of 5.41036 Å. Average crystallite size was found to be 5.47 nm and no other crystalline phase was detected. ",https://zenodo.org/api/files/4ae5c54a-6943-4650-9120-51ef3f26a60b/1235706254.pdf,pdf,"cerium oxide nanoparticle ( ceo2 ) have be synthesize through precipitation in aqueous medium at room temperature use cerium III nitrate hexahydrate ( Ce(NO3)3·6H2O ) as precursor and poly(vinylpyrrolidinone ) ( PVP ) as surfactant . scan electron microscope ( SEM ) be use to evaluate cluster formation and Transmission electron microscopy ( TEM ) image be obtain in order to determine the shape , average size and uniformity of the nanoparticle . the element present ( cerium and oxygen ) in the nanoparticle be confirm through energy - dispersive x - ray spectroscopy ( EDS ) . X - ray diffraction ( XRD ) pattern indicate the formation of cerium oxide with cubic structure and lattice parameter of 5.41036 Å. average crystallite size be find to be 5.47 nm and no other crystalline phase be detect .  "
23,Kinetic study of iridium(III) catalyzed oxidation of 2-phenyl ethanol and  2-methyl cyclohexanol by cerium(IV) sulphate,10.5281/zenodo.5794023,"Praveen K. Tandon, Priy B. Dwivedi, Santosh B. Singh, Suresh C. Yadav",2013-12-31,"Department of Chemistry, University of Allahabad, Allahabad-211 002, Uttar. Pradesh, India
E-mail : pktandon123@rediffmail.com
Manuscript received online 15 December 2012, revised 30 January 2013, accepted 07 February 2013
Oxidation of 2-phenyl ethanol and 2-methyl cyclohexanol by cerium(IV) sulphate in aqueous sulphuric acid medium is greatly enhanced by iridium(III) chloride. Catalyst combines with the complex formed between cerium(Iv) and organic substrate and ultimately gives rise to corresponding aromatic dicarboxylic acids as the product of oxidation. Reactions follows direct proportionality with respect to catalyst concentrations while the first order kinetics shown by the oxidant and organic substrate at their low concentrations become zero order at higher concentrations of both oxidant and organic substrate. Rate decreased with increasing concentrations of H+ ions. Externally added CeIII and Cl- ions have negative effects on the reaction rate. Stoichiometry of the reaction was determined and the final oxidation products were identified to be 2-phenyl ethanoic acid and 2-methyl hexane-1,6-dioic acid respectively for 2-phenyl ethanol and 2- methyl cyclohexanol. Complex formation in 2-methyl cyclohexanol is easier compared to that in case of 2-phenyl ethanol.",https://zenodo.org/api/files/6bec120d-7b07-46b6-aef8-8fe5f5bf704c/2237-2246.pdf,pdf,"Department of Chemistry , University of Allahabad , allahabad-211 002 , Uttar . Pradesh , India 
 e - mail : pktandon123@rediffmail.com 
 Manuscript receive online 15 December 2012 , revise 30 January 2013 , accept 07 February 2013 
 Oxidation of 2 - phenyl ethanol and 2 - methyl cyclohexanol by cerium(IV ) sulphate in aqueous sulphuric acid medium be greatly enhance by iridium(iii ) chloride . catalyst combine with the complex form between cerium(Iv ) and organic substrate and ultimately give rise to correspond aromatic dicarboxylic acid as the product of oxidation . reaction follow direct proportionality with respect to catalyst concentration while the first order kinetic show by the oxidant and organic substrate at their low concentration become zero order at high concentration of both oxidant and organic substrate . rate decrease with increase concentration of h+ ion . externally add CeIII   and Cl- ion have negative effect on the reaction rate . stoichiometry of the reaction be determined and the final oxidation product be identify to be 2 - phenyl ethanoic acid and 2 - methyl hexane-1,6 - dioic acid respectively for 2 - phenyl ethanol and 2- methyl cyclohexanol . complex formation in 2 - methyl cyclohexanol be easy compare to that in case of 2 - phenyl ethanol ."
24,Solute particle near a nanopore: influence of size and surface properties on the solvent-mediated forces,10.1039/C7NR07218J,"Lam, Julien, Lutsko. James F.",2017-10-31,"Nanoscopic pores are used in various systems to attract nanoparticles. In general the behaviour
is a result of two types of interactions : the material specific affinity and the solvent-mediated
influence also called the depletion force. The latter is more universal but also much more complex
to understand since it requires modeling both the nanoparticle and the solvent. Here, we employed
classical density functional theory to determine the forces acting on a nanoparticle near a
nanoscopic pore as a function of its hydrophobicity and its size. A simple capillary model is constructed
to predict those depletion forces for various surface properties. For a nanoscopic pore,
complexity arises from both the specific geometry and the fact that hydrophobic pores are not
necessarily filled with liquid. Taking all of these effects into account and including electrostatic effects,
we establish a phase diagram describing the entrance and the rejection of the nanoparticle
from the pore.",https://zenodo.org/api/files/50ecc389-ff48-41cd-b12e-3c68e4514c61/Lam_Lutsko.pdf,pdf,"nanoscopic pore be use in various system to attract nanoparticle . in general the behaviour 
 be a result of two type of interaction : the material specific affinity and the solvent - mediate 
 influence also call the depletion force . the latter be more universal but also much more complex 
 to understand since it require model both the nanoparticle and the solvent . here , we employ 
 classical density functional theory to determine the force act on a nanoparticle near a 
 nanoscopic pore as a function of its hydrophobicity and its size . a simple capillary model be construct 
 to predict those depletion force for various surface property . for a nanoscopic pore , 
 complexity arise from both the specific geometry and the fact that hydrophobic pore be not 
 necessarily fill with liquid . take all of these effect into account and include electrostatic effect , 
 we establish a phase diagram describe the entrance and the rejection of the nanoparticle 
 from the pore ."
25,Metal Ion Oxidations in Solution. Part-III. The Oxidation of Benzyl Phenyl Glycollic Acids by Cerium (IV),10.5281/zenodo.6443994,"(Miss) K. Mukherjee, J. N. Kar, G. B. Behera, M. K. Rout",1971-07-31,The oxidation of Benzyl phenyl glycollic acid and the substituted ones by Ce(IV) in aqueous sulphuric acid solutions has been studied at several temperatures. The oxidation of Benzyl phenyl glycollic acid is first order with respect to both Cerium(IV) and the organic substrate. 'The oxidation is found to be acid dependent. No indication for complex formation is observed. The effect of different substituents on the benzyl group of Benzyl phenyl glycollic acid (BPGA) has been evaluated.,https://zenodo.org/api/files/92fafabc-fbd1-4101-ba16-3cff22531e68/669-674.pdf,pdf,the oxidation of Benzyl phenyl glycollic acid and the substitute one by ce(iv ) in aqueous sulphuric acid solution have be study at several temperature . the oxidation of Benzyl phenyl glycollic acid be first order with respect to both cerium(iv ) and the organic substrate . ' the oxidation be find to be acid dependent . no indication for complex formation be observe . the effect of different substituent on the benzyl group of Benzyl phenyl glycollic acid ( BPGA ) have be evaluate .
26,PMMA/CeO2 nanocomposites prepared by phase transfer synthesis protocol,10.5281/zenodo.7066968,"A.E.C.S. Palazzo, R.S. Nunes, V.P. Murari, C.J. Dalmaschio, E.C. Botelho",2022-08-31,"Nanocomposites (NCs) were developed based on the polymethyl methacrylate (PMMA) polymer matrix and filled with surface modified cerium oxide (CeO2) nanoparticles. Different  synthesis methodologies for CeO2 nanoparticles and functionalization schemes of nanoparticle surfaces were evaluated using ex-situ and in-situ methodologies. For NC films synthesis, direct mixing and solvent evaporation were used in different protocols of nanoparticles incorporation on polymer matrix, remarking the protocol based on phase transfer, using palmitic acid (C16H32O2) as a ligand of CeO2 nanoparticles. To characterize the properties of the samples produced, thermogravimetry (TGA), differential scanning calorimetry (DSC), infrared absorption spectrum (FTIR), and powder X-ray diffraction (XRD) studies were carried out. The PMMA/CeO2 NC films were compared with pure PMMA films, indicating that, thermally, the NC maintains the main characteristics of the PMMA matrix. The glass transition temperature of NCs varies according to the surface functionalization applied to the nanoparticles. By XRD, when there is adequate incorporation and dispersion of the nanoparticles, the characteristic peaks of the CeO2 crystalline planes could be observed in the NCs.",https://zenodo.org/api/files/4ad7b4da-b06e-4953-bf94-8cd0808abc12/BCCM6%20pp.%20551-556.pdf,pdf,"Nanocomposites ( NCs ) be develop base on the polymethyl methacrylate ( PMMA ) polymer matrix and fill with surface modify cerium oxide ( ceo2 ) nanoparticle . different    synthesis methodology for ceo2 nanoparticle and functionalization scheme of nanoparticle surface be evaluate use ex - situ and in - situ methodology . for NC film synthesis , direct mixing and solvent evaporation be use in different protocol of nanoparticle incorporation on polymer matrix , remark the protocol base on phase transfer , use palmitic acid ( c16h32o2 ) as a ligand of ceo2 nanoparticle . to characterize the property of the sample produce , thermogravimetry ( TGA ) , differential scan calorimetry ( DSC ) , infrare absorption spectrum ( FTIR ) , and powder x - ray diffraction ( XRD ) study be carry out . the PMMA / CeO2 NC film be compare with pure PMMA film , indicate that , thermally , the NC maintain the main characteristic of the PMMA matrix . the glass transition temperature of NCs vary accord to the surface functionalization apply to the nanoparticle . by XRD , when there be adequate incorporation and dispersion of the nanoparticle , the characteristic peak of the CeO2 crystalline plane could be observe in the NCs ."
