,Titre,DOI,Auteurs,Date de publication,Abstract,Lien fichier,Type fichier
11,Thermal comfort control via air conditioning system using fuzzy  neural network feedback controller,10.11591/ijeecs.v19.i2.pp586-592,"Somaye A. Mohamadi, Abdulraheem J. Ahmed",2020-08-01,"Despite their complexity and uncertainty, air conditioning systems should provide the optimal thermal conditions in a building. These controller systems should be adaptable to changes in environmental parameters. In most air conditioning systems, today, there are On/Off controllers or PID in more advanced types, which, due to different environmental conditions, are not optimal and cannot provide the optimal environmental conditions. Controlling thermal comfort of an air conditioning system requires estimation of thermal comfort index. In this study, fuzzy controller was used to provide thermal comfort in an air conditioning system, and neural network was used to estimate thermal comfort in the feedback path of the controller. Fuzzy controller has a good response given the non-linear features of air conditioning systems. In addition, the neural network makes it possible to use thermal comfort feedback in a real-time control.",https://zenodo.org/api/files/b96c193c-2599-4e90-9c1f-ce8c35bbf2c8/03%2020818.pdf,pdf
12,Two-dimensional modeling of the self-limiting oxidation in silicon and tungsten nanowires,10.1016/j.taml.2016.08.002,"Liu, M, Jin, P, Xu, Z, Hanaor, DAH, Gan, Y, Chen, C",2016-09-01,"Self-limiting oxidation of nanowires has been previously described as a reaction- or diffusion-controlled process. In this letter, the concept of finite reactive region is introduced into a diffusion-controlled model, based upon which a two-dimensional cylindrical kinetics model is developed for the oxidation of silicon nanowires and is extended for tungsten. In the model, diffusivity is affected by the expansive oxidation reaction induced stress. The dependency of the oxidation upon curvature and temperature is modeled. Good agreement between the model predictions and available experimental data is obtained. The developed model serves to quantify the oxidation in two-dimensional nanostructures and is expected to facilitate their fabrication via thermal oxidation techniques.",https://zenodo.org/api/files/0012674f-6158-4edf-b96b-0e1f8af3a01d/Liu%20-%20Oxidation%20of%20SiNWs%20and%20Tungsten%20NWs.pdf,pdf
13,DRYING INSTALLATION FOR GRANULAR PRODUCTS IN THE SUSPENSION LAYER,10.5281/zenodo.3713368,"Balan, Mihail, Bernic, Mircea, Ţislinscaia, Natalia",2020-03-15,"One of the main problems of wet plant products drying processes is the long duration of thermal tartarization, which consequently leads to the diminution of the quality indices. This problem is exacerbated in the case of oil products drying, high in fatty acids receptive to oxidation processes. For such products, especially granulation, as grape seeds are, drying in a suspended layer with microwave application is beneficial. This method allows automatic selection of already dried particles from the seed table and removing them from the heating zone, thus ensuring a maximum reduction of heat treatment time, so also favorable conditions for oxidation of fatty acids. The paper presents the construction of a laboratory installation for the study of the kinetics of drying processes in suspended layer with microwave application. The installation allows the online recording of the temperature, speed and humidity of the air in oilseeds and out and periodic recording of the mass decrease of the product.",https://zenodo.org/api/files/d8d32e2e-486f-410e-8797-7de041153edf/JES-2020-1_64-68.pdf,pdf
14,"Thermal Analysis of Fe(II), Fe(III), Co(II), Ni(II) and Cu(II) Chelates of 2'-Hydroxy-4-Methoxy-5'-Methylchalkone Oxime",10.5281/zenodo.6361619,"NARAYAN S. BHAVE, R. B. KHARAT",1980-04-30,"Chemistry Department, Nagpur University Campus, Nagpur-440 010
Manuscript received 27 November 1979, accepted 20 December 1979
The thermal analysis of Fe(II), Fe(III), Co(II), Ni(II) and Cu(II) chelates of 2'- hydroxy-4-methoxy-5'-methylchalkone oxime (HMMCO) was studied by TG and DTA techniques. All chelates show somewhat similar TG and DTA profiles when heated in an atmosphere of air. A sharp exothermic peak in the range 150-200° was observed preceded to endothermic peak for dehydration of metal chelate. This sharp exothermic peak may be caused due to the transition from unstable state to stable state of the chelate. Broad exothermic peak was observed above 300°, corresponding to rapid mass-loss in TG curve, which may be due to oxidation-reduction reactions. A relative thermal stability of metal chelates is reported.",https://zenodo.org/api/files/d3900ae7-19b3-4e36-882f-eee202874722/385-387.pdf,pdf
15,Examination of the Reasons for the Formation of Red Oil in Spent Caustic from Olefin Plant,10.5281/zenodo.1130381,"Mehdi Seifollahi, Ashkan Forootan, Sajjad Bahrami Reyhan",2017-04-01,"Due to the complexity of olefinic plants, various environmental pollutants exist such as NOx, CO2, Tar Water, and most importantly Spent Caustic. In this paper, instead of investigating ways of treating this pollutant, we evaluated the production in relation to plant’s variable items. We primarily discussed the factors affecting the quality of the output spent caustic such as impurities in the feed of olefin plant, the amount of injected dimethyl disulfide (DMDS) in furnaces, variation in feed composition, differences among gas temperatures and the concentration of caustic solution at the bottom of the tower. The results of the laboratory proved that in the formation of Red Oil, 1,3butadiene and acetaldehyde followed free radical and aldol condensation mechanism respectively. By increasing the injection rate of DMDS, Mercaptide amount increases in the effluent. In addition, pyrolysis gasoline accumulation is directly related to caustic concentration in the tower. Increasing naphtenes in the liquid feed augments the amount of 1,3butadiene, as one of the sources of Red Oil formation. By increasing the oxygenated compound in the feed, the rate of acetaldehyde formation, as the main source of Red Oil formation, increases.",https://zenodo.org/api/files/73b1fc5f-09ac-4f36-a48d-2dcf9a57284d/10007069.pdf,pdf
16,Evaluation of Physicochemical Pretreatment Methods on COD and Ammonia Removal from Landfill Leachate,10.5281/zenodo.1107784,"M. Poveda, S. Lozecznik, J. Oleszkiewicz, Q. Yuan",2015-07-01,"The goal of this experiment is to evaluate the
effectiveness of different leachate pre-treatment options in terms of
COD and ammonia removal. This research focused on the evaluation
of physical-chemical methods for pre-treatment of leachate that
would be effective and rapid in order to satisfy the requirements of
the sewer discharge by-laws. The four pre-treatment options
evaluated were: air stripping, chemical coagulation, electrocoagulation
and advanced oxidation with sodium ferrate. Chemical
coagulation reported the best COD removal rate at 43%, compared to
18% for both air stripping and electro-coagulation, and 20% for
oxidation with sodium ferrate. On the other hand, air stripping was
far superior to the other treatment options in terms of ammonia
removal with 86%. Oxidation with sodium ferrate reached only 16%,
while chemical coagulation and electro-coagulation removed less
than 10%. When combined, air stripping and chemical coagulation
removed up to 50% COD and 85% ammonia.",https://zenodo.org/api/files/f4ce987c-dd3c-4987-b567-99863de30343/10002011.pdf,pdf
17,Structural transformation and nature of defects in titanium carbide treated in different redox atmospheres,10.1039/D0RA02959A,"Ivanovskaya, Maria, Ovodok,  Evgeni, Kotsikau, Dzmitry, Azarko, Igor, Micusik, Matej, Omastova, Maria, Golovanov, Vyacheslav",2020-07-06,"The defect structure and phase formation processes occurring in the bulk and on the surface of titanium carbide (TiC) under thermal treatment in different ambient atmospheres (air, hydrogen, vacuum) were characterized using XRD, SEM, EPR, XPS and IR-spectroscopy. The oxidized states of both titanium (TiO2−x) and carbon, in the form of carbonate–carboxylate structures (O–CO), were found on the surface of untreated TiC. Carbon vacancies were detected as paramagnetic defects in the crystalline lattice of TiC. The heat treatment of TiC in reducing conditions leads to an increase of the electrical conductivity associated with the formation of structural defects. Annealing of TiC in air causes its oxidation with the formation of an anatase-type TiO2 phase. Paramagnetic defects typical of both TiC and TiO2−x were revealed.",https://zenodo.org/api/files/a352e4ea-4990-4555-b501-f3e661e08849/d0ra02959a.pdf,pdf
18,Effect of Fuel Spray Angle on Soot Formation in Turbulent Spray Flames,10.5281/zenodo.1059940,"K. Bashirnezhad, M. Moghiman, M. Javadi Amoli, F. Tofighi, S. Zabetnia",2008-05-27,"Results are presented from a combined experimental
and modeling study undertaken to understand the effect of fuel spray
angle on soot production in turbulent liquid spray flames. The
experimental work was conducted in a cylindrical laboratory furnace
at fuel spray cone angle of 30º, 45º and 60º. Soot concentrations
inside the combustor are measured by filter paper technique. The soot
concentration is modeled by using the soot particle number density
and the mass density based acetylene concentrations. Soot oxidation
occurred by both hydroxide radicals and oxygen molecules. The
comparison of calculated results against experimental measurements
shows good agreement. Both the numerical and experimental results
show that the peak value of soot and its location in the furnace
depend on fuel spray cone angle. An increase in spray angle enhances
the evaporating rate and peak temperature near the nozzle. Although
peak soot concentration increase with enhance of fuel spray angle but
soot emission from the furnace decreases.",https://zenodo.org/api/files/8265904b-e1be-4b52-a8d8-9ab0d90dda00/4832.pdf,pdf
19,Arc-jet wind tunnel characterization of ultra-high-temperature ceramic matrix composites,10.1016/j.corsci.2018.12.039,"Mungiguerra, Stefano, Di Martino, Giuseppe D., Cecere, Anselmo, Savino, Raffaele, Silvestroni, Laura, Vinci, Antonio, Zoli, Luca, Sciti, Diletta",2019-09-30,"Two samples of Ultra-High-Temperature Ceramic Matrix Composites, with carbon fibers in a ZrB2-SiC matrix, were exposed to supersonic dissociated air flow, simulating the atmospheric re-entry environment, in an arc-heated facility at specific total enthalpies up to 20 MJ/kg. Surface temperatures, exceeding 2400 K, were monitored by non-intrusive infrared equipment, which allowed detecting thermo-chemical surface instability phenomena. A zirconium oxide layer formed on the surface, below which the original material is perfectly preserved. Numerical simulations allowed describing the flow field around the samples and characterizing the materials behavior, in terms of thermal conductivity, catalycity and oxidation effects at high enthalpies.",https://zenodo.org/api/files/211fddd6-d9d5-439c-a132-13d646ea1a96/%5BPRE-PRINT%5D%20Mungiguerra%20S.%2C%20et%20al.%20-%20Arc-jet%20wind%20tunnel%20characterization%20of%20Ultra-High-Temperature%20Ceramic%20Matrix%20Composites.pdf,pdf
20,The distribution of the air leakage places and thermal bridges in Finnish detached houses and apartment buildings,10.4122/1.1000000919,"Targo Kalamees, Minna Korpi, Lari Eskola, Jarek Kurnitski, Juha Vinha",2008-06-15,"Air leakage path affect infiltration and air pressure conditions in building. The main objectives of this study were to analyse the distribution of the air leakage places and thermal bridges in detached houses and apartment buildings. Field measurements have been carried out in 30 detached houses and 21 apartments during the years 2005-2007. To determine typical air leakages and thermal bridges and their distribution, an infrared image camera and a smoke detector were used during winter period. Temperature factor was used to determine and to classify thermal bridges. Relative decrease of the surface temperature was used to determine and to classify air leakage places. Typical thermal bridges in the studied detached houses were around the doors and windows. Low temperatures were determined also in the junction of the base floor with the external wall. Typical air leakages were in the junction of roof with the external wall, penetrations through the air barrier systems, and around and through windows and doors. Typical thermal bridges in the studied apartments were around the doors and windows. Typical air leakages were around and through windows and doors, in the junction of ceiling/floor with the external wall, penetrations through the air barrier systems, and walls and floors between apartments.",https://zenodo.org/api/files/37457808-3af9-4172-9d87-753d517e478d/The_distribution_of_the_air_leakage_places_and_thermal_bridges_in_Finnish_detached_houses_and_apartment_buildings.txt,txt
21,Thermal-Mechanical Sensory Properties of Hot-Air Welded Textile Transmission Lines,10.5281/zenodo.3638079,"Simona Jevšnik, Li Yi, Junyan Hu, Han Xiao, Wu Xinxing, Anthony Primentas",2016-04-04,"Hot air welding technology is one of the new promising techniques for integrating conductive yarns on or into fabrics, besides weaving, knitting, printing, coating or inserting conductive yarns by the sewing and/or embroidery processes. A new issue related to the introduction of hot air welding technology for making e-textile transmission lines, i.e., the mechanical-thermal sensory properties of hot air welded etextile transmission lines, is investigated in this study. Fabric Touch Tester (FTT) was used to evaluate thermal, compressive and bending properties of hot air welded transmission lines. The results show that the bending of welded fabric increased after hot air welding in both warp and weft directions. Furthermore, the maximum thermal fl ux and thermal conductivity of welded specimens decreased in comparison to the substrate fabric.",https://zenodo.org/api/files/b9ec1b0d-e98b-4933-ac40-3f9b175b355e/Thermal-Mechanical_Sensory_Properties_of_Hot-Air_W.pdf,pdf
23,Microcantilever Fracture Tests of α‐Cr Containing NiAl Bond Coats,10.1002/adem.202101429,"Stefan Gabel, Sven Giese, Ralf Uwe Webler, Steffen Neumeier, Mathias Göken",2022-01-08,"MCrAlY bond coats are widely used as oxidation resistant coatings on superalloys. The major phase is the thermally stable intermetallic β–NiAl phase. The addition of Cr increases the oxidation and corrosion resistance, but leads to the formation of α–Cr precipitates. Both phases are brittle and limit the fracture toughness of these coatings. In order to study the influence of thermal exposure and the resulting changing chemical composition on the fracture properties, the fracture toughness of both phases was measured by notched micro-cantilever bending, after the processing and after oxidation by thermal cycling. The fracture toughness of β–NiAl decreased during thermal cycling due to the depletion in Al, whereas the fracture toughness and the composition of α–Cr stayed constant. Since the fracture toughness of α–Cr was lower compared to β–NiAl, the formation of α–Cr precipitates is supposed to decrease the fracture toughness of the bond coat.",https://zenodo.org/api/files/eab099d0-db3e-4a7a-b918-d7bfb8f9f068/AdvEngMater-2022-Gabel-MicrocantileverFractureTestsofAlpha-CrContainingNiAlBondCoatsSupplementary.pdf,pdf
24,Oxidation of Sugars by Air in presence of Ceric Hydroxide Sol and Cerous Hydroxide Gels.,10.5281/zenodo.6785681,"J. C. GHOSH, P. C. RAKSHIT",1935-12-31,Oxidation of Sugars by Air in presence of Ceric Hydroxide Sol and Cerous Hydroxide Gels.,https://zenodo.org/api/files/7d5e351b-cd24-4543-a3cd-35327c0be18e/357-370.pdf,pdf
25,Review of solar photovoltaic/thermal (PV/T) air collector,10.11591/ijece.v9i1.pp126-133,"Fudholi, Ahmad, Musthafa, Mariyam Fazleena, Ridwan, Abrar, Yendra, Rado, Hartono, Hartono, Desvina, Ari Pani, Bin Majahar Ali, Majid Khan, Sopian, Kamaruzzaman",2019-02-01,"Growing concern with regard to energy sources and their usage has consequently increased significance of photovoltaic thermal (PV/T) collectors. A PV/T air collector is a system which has a conventional PV system combined with a thermal collector system. The system is able to produce electrical energy directly converted from sunlight by using photoelectric effect. Meanwhile, it also extracts heat from the PV and warms the fluid (air flow) inside the collector. In this review, solar PV system and solar thermal collectors are presented. In addition, studies conducted on solar PV/T air collectors are reviewed. The development of PV/T air collectors is a very promising area of research. PV/T air collectors using in solar drying and solar air heater",https://zenodo.org/api/files/6cde7843-7494-4892-98cc-f1b9fcffddf9/13%2027Jan18%204Jul18%2011250-20617-1-ED%20%28edit%20Lelli%29.pdf,pdf
26,Induced and Photochemical Oxidation of Sodium Tartrate by Air and its Use in Diabetes and Prolonged Fasting.,10.5281/zenodo.6790057,"C. C. PALIT, N. R. DHAR",1934-12-31,Induced and Photochemical Oxidation of Sodium Tartrate by Air and its Use in Diabetes and Prolonged Fasting.,https://zenodo.org/api/files/f9bc945a-672e-4977-b8f1-aa2a05306846/471-478.pdf,pdf
27,Heat transfer and efficiency of dual channel PVT air collector: a review,10.11591/ijpeds.v10.i4.pp2037-2045,"Ahmad Fudholi, Muhammad Zohri, Ivan Taslim, Fitrotun Aliyah, Arthur Gani Kot",2019-12-01,"Solar energy is free, renewable and environment friendly and has been widely used in electricity generation and thermal energy through photovoltaic thermal (PVT) system. A PVT collector is a combination of a PV panel and a thermal collector in a single unit to simultaneously generate electricity and thermal energy. In this review, mathematical models for dual channel PVT air collectors is presented. This review presents various research and development, as well as heat transfer and thermal modelling of dual channel PVT air collectors. Moreover, various mathematical models that evaluate the performances base on energy and exergy analysis of dual channel PVT air collectors are presented. Energy balance is the basic concept in developing the mathematical models. Generally, steady-state onedimensional linear first-order differential equations were reported for solution of mathematical model. Energy and exergy efficiencies of dual channel PVT air collectors were 22.5%-67% and 3.9%-58%, respectively.",https://zenodo.org/api/files/4bdb5ca8-c271-4bd9-85c4-915ee3770094/35%2015000.pdf,pdf
28,Numerical Investigation of Displacement Ventilation Effectiveness,10.5281/zenodo.1090566,Ramy H. Mohammed,2014-01-01,"Displacement ventilation of a room with an occupant is modeled using CFD. The geometry of manikin is accurately represented in CFD model to minimize potential. Indoor zero equation turbulence model is used to simulate all cases and the effect of the thermal radiation from manikin is taken into account. After validation of the code, predicted mean vote, mean age of air, and ventilation effectiveness are used to predict the thermal comfort zones and indoor air quality. The effect of the inlet velocity and temperature on the thermal comfort and indoor air quality is investigated. The results show that the inlet velocity has great effect on the thermal comfort and indoor air quality and low inlet velocity is sufficient to establish comfortable conditions inside the room. In addition, the displacement ventilation system achieves not only thermal comfort in ventilated rooms, but also energy saving of fan power.",https://zenodo.org/api/files/e9be961e-72cb-4b98-afcf-a78ddea1b98a/9997350.pdf,pdf
