,Titre,DOI,Auteurs,Date de publication,Abstract,Lien fichier,Type fichier
10,New Materials for Batteries in Future Aspect,10.5281/zenodo.5734216,C.K. Kaithwas,2021-11-29,"Sustainable energy resources such as wind turbines, solar panels and hydro energy, etc. have a very important role in climate change. The consumption of these types of energy resources depends on large quantity energy storage batteries. Past some years, Li-ion batteries have been extensively working as a power source in portable devices due to their long life cycle, high voltage, and capability to work at ambient temperature. The main problem with Lithium is lower abundance on the earth. Na-ion batteries are the main promising alternative materials to Li-ion batteries are due to the higher abundant of sodium. It is very important to find out cost-effective cathode materials for high cycling stability, high energy density, and superb rate capability. Therefore, P-type cathode materials for Na-ion batteries have been developing in recent years. These findings suggested that P2 type Na0.67(Tx=1)O2, here T= transition metal, should be employed as high potential and capacity cathode materials.",https://zenodo.org/api/files/c8504265-3d90-43c1-95f3-4a0511c058d8/ABS-1.pdf,pdf
11,Investigation of Thin Film Cathode Prepared by Synthesized Nano Pyrite,10.5281/zenodo.1075943,"S. Kowsari, M. Aghaziarati",2012-11-27,"Pyrite (FeS2) is a promising candidate for cathode
materials in batteries because of it`s high theoretical capacity, low
cost and non-toxicity. In this study, nano size iron disulfide thin film
was prepared on graphite substrate through a new method as battery
cathode. In this way, acetylene black and poly vinylidene fluoride
were used as electron conductor and binder, respectively. Fabricated
thin films were analyzed by XRD and SEM. These results and
electrochemical data confirm improvement of battery discharge
capacity in comparison with commercial type of pyrite.",https://zenodo.org/api/files/0871f9ce-cb09-4926-9b89-6aa6bf177c96/10803.pdf,pdf
12,Sn– and SnO2–graphene flexible foams suitable as binder-free anodes for lithium ion batteries,10.1039/c5ta03265b,"Botas, Cristina, Carriazo, Daniel, Singh, Gurpreet, Rojo, Teófilo",2015-05-15,"With the objective of developing new advanced composite materials that can be used as anodes for lithium ion batteries (LIBs), herein we describe the synthesis of novel three dimensional (3D) macroporous foams formed by reduced graphene oxide (rGO) and submicron tin-based particles. The aerogels were obtained by freeze/freeze-drying a suspension of graphene oxide (GO) in the presence of a tin precursor and its subsequent thermal reduction under an argon atmosphere. The materials exhibited a 3D-macroporous structure formed by the walls of rGO decorated with Sn or SnO2 particles depending on the temperature of calcination. Self-standing compressed foams were directly assembled into coin cells without using any metallic support to be evaluated as binder-free anodes for LIBs. The homogeneous dispersion and intimate contact between the Sn-based particles and graphene walls were confirmed by scanning electron microscopy (SEM). The performance of SnO2–rGO composite materials as anodes for LIBs showed higher specific capacity compared with rGO and metallic Sn-containing samples, reaching a reversible capacity of 1010 mA h g1 per mass of the electrode at 0.05 A g1 and good capacity retention (470 mA h g1) even at 2 A g1 (2 C), among the highest reported for similar systems. The SEM images of selected electrodes after 50 charge–discharge cycles showed that even though SnO2 submicron particles were pulverized into small nanoparticles they remain intact upon cycling.",https://zenodo.org/api/files/17bff25c-5c92-4d31-a60f-d9e5883a4b79/2015_Botas_JMaterChemA_13402.pdf,pdf
13,Investigation of Na4Fe3(PO4)2(P2O7) as Cathode for Aqueous Na-Ion Batteries,10.5281/zenodo.5106076,"Gintarė Plečkaitytė, Jurgis Pilipavičius, Jurga Juodkazytė, Linas Vilčiauskas",2021-03-16,"Aqueous Na-ion batteries have received particular attention of researchers as one of the main alternatives to Li-ion batteries for sustainable grid-scale energy storage. The use of aqueous electrolytes instead of organics ensures the safety, low price and environmental friendliness of such systems. Exploration and development of suitable positive and negative electrode materials are critically important for high-performance of Na-ion batteries. A great variety of polyanionic or mixed-polyanion compounds have been investigated as cathodes for such batteries. However almost all of them still face different challenges such as poor stability, low energy density or voltage [1]. Among different Fe-based phosphates (Na2FeP2O7, Na3Fe2(PO4)3 and etc.), the mixed-polyanionic Na4Fe3(PO4)2(P2O7) represents a more attractive option since it possesses the highest discharge voltage (3.1 V vs Na+/Na), favorable theoretical capacity (129 mAh g−1) and suitable 3D structure with low volume change during sodium insertion [2, 3].
In this work, we prepared pure phase Na4Fe3(PO4)2(P2O7) via solid-state and sol-gel synthesis methods using different Fe-based precursors (Fe(CH3COO)2, FeC2O4‧2H2O and C4H2FeO4). The structure and morphology of prepared materials were characterized by X-ray diffraction (Fig. 1), scanning electron microscopy and thermogravimetric analysis. The electrochemical properties of prepared electrodes were investigated by cyclic voltammetry, charge/discharge galvanostatic cycling and impedance spectroscopy.
[1] Y. Fang, Z. Chen, L. Xiao et al., Recent Progress in Iron-Based Electrode Materials for Grid-Scale Sodium-Ion Batteries, Small, 14 (2018)
[2] M. Chen, W. Hua, J. Xiao et al., NASICON-type air-stable and all-climate cathode for sodium-ion batteries with low cost and high-power density, Nature communications, 10, 1480 (2019).
[3] X. Wang, S. Roy, Q. Shi et al., Progress in and application prospects of advanced and cost-effective iron (Fe)-based cathode materials for sodium-ion batteries, Journal of Material Chemistry A, 9, 1938-1969 (2021).",https://zenodo.org/api/files/0e25ba2b-00c6-46c5-8ff7-20aa7a22f2de/OpenReadings2021_Poster_Pleckaityte.pdf,pdf
14,Challenges of today for Na-based batteries of the future: From materials to cell metrics,10.5281/zenodo.4071508,"Ivana Hasa, Sathiya Mariyappan, Damien Saurel, Philipp Adelhelm, Alexey Y. Koposov, Christian Masquelier, Laurence Croguennec, Montse Casas-Cabanas",2020-08-30,"Several emerging battery technologies are currently on endeavour to take a share of the dominant position taken by Li-ion batteries in the field of energy storage. Among them, sodium-based batteries offer a combination of attractive properties i.e., low cost, sustainable precursors and secure raw material supplies. Na-based batteries include related battery concepts, such as Na-ion, all solid-state Na batteries, Na/O2 and Na/S, that differ in key components and in redox chemistry, and therefore result in separate challenges and metrics. Na-ion batteries represent an attractive solution which is almost ready to challenge Li-ion technology in certain applications; the other cell concepts represent a more disruptive innovation, with a higher performance gain, provided that major hurdles are overcome. The present review aims at highlighting the most promising materials in the field of Nabased batteries and challenges needed to be addressed to make this technology industrially appealing, by providing an in-depth analysis of performance metrics from recent literature. To this end, half-cell reported metrics have been extrapolated to full cell level for the more mature Na-ion technology to provide a fair comparison with existing technologies.",https://zenodo.org/api/files/8600458b-fdfc-4eb3-8b93-5dbfee7f609c/2020-Hasa-JPowerSources-Challenges%20of%20Today%20for%20Na-based%20batteries.pdf,pdf
15,Solvent Engineered Synthesis of SnO Nanoparticles for High-Performance Anodes,10.5281/zenodo.4030515,"Kavanagh, Seán R.",2020-09-15,"Batteries are the most abundant form of electrochemical energy storage. Lithium and sodium ion batteries account for a significant portion of the battery market, but high-performance electrochemically active materials still need to be discovered and optimized for these technologies. Recently, tin(II) oxide (SnO) has emerged as a highly-promising battery electrode. In this work, we present a facile synthesis method to produce SnO nanoparticles whose size and shape can be tailored by changing the solvent nature. We study the complex relationship between wet chemistry synthesis conditions and resulting nanoparticle morphology. Furthermore, high-level electronic structure theory, including dispersion corrections to account for van der Waals forces, are employed to augment our understanding of the underlying chemical mechanisms. The electronic vacuum alignment and surface energies are determined, allowing the prediction of the thermodynamically-favoured crystal shape (Wulff construction) and surface-weighted work function. Finally, the synthesized nanomaterials were tested as Li-ion battery anodes, demonstrating significantly enhanced electrochemical performance for morphologies obtained from specific synthesis conditions. 
Open-access publication in npj 2D Mater & Appl here.",https://zenodo.org/api/files/70bdcb06-7ef5-4fe7-a32e-8ff5667dca1a/001_LOCPOT.cmdx,cmdx
16,Electrochemical batteries for smart grid applications,10.11591/ijece.v11i3.pp1849-1856,Surender Reddy Salkuti,2021-06-01,"This paper presents a comprehensive review of current trends in battery energy storage systems, focusing on electrochemical storage technologies for smart grid applications. Some of the batteries that are in focus for improvement include Lithium-ion, metal-air, Sodium-based batteries and flow batteries. A descriptive review of these batteries and their sub-types are explained along with their suitable applications. An overview of different types and classification of storage systems has been presented in this paper. It also presents an extensive review on different electrochemical batteries, such as lead-acid battery, lithium-based, nickel-based batteries and sodium-based and flow batteries for the purpose of using in electric vehicles in future trends. This paper is going to explore each of the available storage techniques out there based on various characteristics including cost, impact, maintenance, advantages, disadvantages, and protection and potentially make a recommendation regarding an optimal storage technique.",https://zenodo.org/api/files/ef622831-7862-44e0-98c3-9462c1c1d9a8/01%2021243%20CE%2021sep%2019sep%2019oct19%20N.pdf,pdf
17,Data from: Effect of graphene on rate capability of spinel LTO as an anode material for Li-ion battery,10.5061/dryad.kf0mp49,"Sarantuya, Lkhagvajav, Enkhjargal, Enkhbayar, Sevjidsuren, Galsan, Altsantsog, Pagvajav",2020-04-17,"Spinel structured Li4Ti5O12 (LTO) is one of the most promising candidate anode material for Li-ion battery known as zero strain material, it has poor intrinsic electronic properties. In order to enhance it, graphene was used as additive. The LTO and graphene composites were synthesized by reduction process of graphene oxide via hydrothermal treatment. The powders were characterized by X-Ray diffraction (XRD), Infrared spectroscopy (FT-IR). For the galvanostatic discharge and charge measurements were performed at room temperature against Li/Li+ metal electrode.",https://zenodo.org/api/files/745fd452-b52d-401d-b955-4febd01675f0/Data%20availability.rar,rar
18,From scaled-up production of silicon-graphene nanocomposite to the realization of an ultra-stable full-cell Li-ion battery,10.1088/2053-1583/abe106,"Sara Abouali, Mohammad Akbari Garakani, Laura Silvestri, Eleonora Venezia, Luigi Marasco, Rosaria Brescia, Alberto Ansaldo, Michele Serri, Jaya Kumar Panda, Giammarino Pugliese, Elisa Mantero, Francesco Bonaccorso, Vittorio Pellegrini",2021-04-06,"The realization of a high-performance Li-ion full-cell with an anode prominently based on silicon, which can surpass the energy densities of commercial graphite-based Li-ion batteries and cyclability compatible for industrial applications, is still a challenge. Here, we report a Li-ion full-cell that combines a silicon/graphene/carbon (Si/G/C) nanocomposite anodic material, with a commercial LiNi0.33Mn0.33Co0.33O2 (NMC111) cathode. Using a pre-lithiation technique, the proposed Li-ion full-cell exhibits an energy density of ∼400 Wh kg−1 at the electrode material level, with a capacity >1.6 mAh cm−2 and a capacity retention exceeding 90% after 300 cycles at C/2. These performances have been achieved by properly designing the anode material composed by Si nanoparticles wrapped by few-layer graphene flakes. An additional carbon coating is used to further improve the electron conductivity and mechanical integrity of the anodic structure upon charge/discharge cycles. The remarkable performance of the full-cell considering the scalability of the Si-based anode synthesis is a step forward towards the commercialization of high-capacity and high-energy density Li-ion batteries.",https://zenodo.org/api/files/e5aba700-1c76-437b-b508-27bd442313f7/Abouali_2021_2D_Mater._8_035014.pdf,pdf
19,Supplementary data: Na2.4Al0.4Mn2.6O7 anionic redox cathode material for sodium ion batteries- a combined experimental and theoretical approach to elucidate its charge storage mechanism,10.5281/zenodo.5787489,"Cindy Soares, Begoña Silvan, Yong-Seok Choi, Veronica Celorrio, Giannantonio Cibin, David O. Scanlon, Nuria Tapia-Ruiz",2021-12-16,"This data repository contains the output files of density-functional theory (DFT) calculations that were used for the paper ""Na2.4Al0.4Mn2.6O7 anionic redox cathode material for sodium ion batteries- a combined experimental and theoretical approach to elucidate its charge storage mechanism"". ",https://zenodo.org/api/files/531c873a-2f49-4395-aab1-bfc43ba8fb9e/zenodo_repository.zip,zip
20,Data from: Femtosecond laser-assisted synthesis of silver nanoparticles and reduced graphene oxide hybrid for optical limiting,10.5061/dryad.6j6v707,"Yu, Yang, Yan, Lihe, Yue, Mengmeng, Xu, Huanhuan",2018-06-11,"Reduced graphene oxide (rGO) functionalized with silver nanoparticles (Ag NPs) is prepared using femtosecond laser ablation in liquids method. By ablating the mixed aqueous solutions of silver nitrate and graphene oxide (GO) using femtosecond laser pulses, Ag ions and GO are simultaneously reduced and well-dispersed Ag NPs supported on rGO are obtained. The effect of laser power, irritation time, and Ag ion concentration on the optical property and morphology of the products are systematically studied. The nonlinear optical (NLO) responses of the functionalized graphene are studied using nanosecond Z-scan technique. The rGO hybrid shows an enhanced nonlinear absorption effect compared with GO and rGO, and thus exhibits an excellent optical limiting (OL) property with very low activating threshold, which is estimated to be about 0.38 J/cm2. The enhanced NLA effect in rGO hybrids makes it possible to fabricate solid-state optical limiter, improving the practicality of graphene materials in OL area.",https://zenodo.org/api/files/eeca72b8-d993-4c62-a350-0e2781945ae1/R3.rar,rar
21,Data from: MoO2 nanosheets embedded in amorphous carbon matrix for sodium-ion batteries,10.5061/dryad.55678,"He, Hong, Man, Yuhong, Yang, Jingang, Xie, Jiale, Xu, Maowen",2017-09-22,"MoO2 nanosheets embedded in the amorphous carbon matrix (MoO2/C) are successfully synthesized via a facile hydrothermal method and investigated as an anode for sodium-ion batteries. Because of the efficient ion transport channels and good volume change accommodation, MoO2/C delivers a discharge/charge capacity of 367.8/367.0 mAh g−1 with high coulombic efficiency (99.4%) after 100 cycles at a current density of 50 mA g−1.",https://zenodo.org/api/files/5a30cafd-0ed3-43c7-a4f3-351a0636e0d8/README_for_RSOS-170892.docx,docx
22,"Code and data for article ""An integrated model to conduct multi-criteria technology assessments: the case of electric vehicle batteries""",10.5281/zenodo.7486261,"Joris Baars, Oliver Heidrich",2022-09-23,"This repository provides the data and code for the ""Battery Sustainability Calculator"" as part of the manuscript “A systematic framework to implement multi-criteria technology assessment models: the case of electric vehicle batteries” submitted to Environmental Science and Technology.
The code and data to reproduce the results of the publication can be found under:

example notebooks -> Example publication - integrated modelling

Brightway2 databases (.xlsx and .bw2package) can be found under:

batt_sust_model/data/

An additional public version of the graphical user interface of the model is available at:

https://battery-sustainability-app.herokuapp.com/ 
",https://zenodo.org/api/files/e7a5db7c-c3f3-4c1d-a11f-9eb7e9b07670/Batt_Sust_Model.zip,zip
23,Silicon-Reduced Graphene Oxide Self-Standing Composites Suitable as Binder-Free Anodes for Lithium-Ion Batteries,10.1021/acsami.6b07910,"Botas, Cristina, Carriazo, Daniel, Zhang, Wei, Rojo, Teófilo, Singh, Gurpreet",2016-10-06,"Silicon-reduced graphene oxide (Si-rGO) composites processed as selfstanding aerogels (0.2 g cm−3) and films (1.5 g cm−3) have been prepared by the thermal reduction of composites formed between silicon nanoparticles and a suspension of graphene oxide (GO) in ethanol. The characterization of the samples by different techniques (X-ray diffraction, Raman, thermogravimetric analysis, and scanning electron microscopy) show that in both cases the composites are formed by rGO sheets homogeneously decorated with 50 nm silicon nanoparticles with silicon contents of ∼40% wt. The performances of these self-standing materials were tested as binder-free anodes in lithium-ion batteries (LIBs) in a half cell configuration under two different galvanostatic charge−discharge cutoff voltages (75 and 50 mV). The results show that the formation of a solid electrolyte interphase (SEI) is favored in composites processed as aerogels due to its large exposed surface, which prevents the activation of silicon when they are cycled within the 2 to 0.075 V voltage windows. It is also found that the composites processed in the form of self-standing films exhibit good stability over the first 100 cycles, high reversible specific capacity per mass of electrode (∼750 mAh g−1), areal capacities that reach 0.7 mAh cm−2, and high Coulombic efficiencies (80% for the first charge−discharge cycle and over 99% in the subsequent cycles).",https://zenodo.org/api/files/f183d04e-e979-454d-9edb-3514f6ecb42a/2016_Botas_ACSApplMaterInterfaces_28800.pdf,pdf
24,Driving the sodium-oxygen battery chemistry towards the efficient formation of discharge products: The importance of sodium superoxide quantification,10.1016/j.jechem.2021.12.014,"Marina Enterría, Marine Reynaud, Juan Ignacio Paredes, Lidia Medinilla, Reza Younesi, Nagore Ortiz-Vitoriano",2021-12-16,"Sodium-oxygen batteries (SOBs) have the potential to provide energy densities higher than the state-ofthe-art Li-ion batteries. However, controlling the formation of sodium superoxide (NaO2) as the sole discharge product on the cathode side is crucial to achieve durable and efficient SOBs. In this work, the discharge efficiency of two graphene-based cathodes was evaluated and compared with that of a commercial gas diffusion layer. The discharge products formed at the surface of these cathodes in a glyme-based electrolyte were carefully studied using a range of characterization techniques. NaO2 was detected as the main discharge product regardless of the specific cathode material while small amounts of Na2O22H2O and carbonate-like side-products were detected by X-ray diffraction as well as by Raman and infrared spectroscopies. This work leverages the use of X-ray diffraction to determine the actual yield of NaO2 which is usually overlooked in this type of batteries. Thus, the proper quantification of the superoxide formed on the cathode surface is widely underestimated; even though is crucial for determining the efficiency of the battery while eliminating the parasitic chemistry in SOBs. Here, we develop an ex-situ analysis method to determine the amount of NaO2 generated upon discharge in SOBs by transmission X-ray diffraction and quantitative Rietveld analysis. This work unveils that the yield of NaO2 depends on the depth of discharge where high capacities lead to very low discharge efficiency, regardless of the used cathode. We anticipate that the methodology developed herein will provide a convenient diagnosis tool in future efforts to optimize the performance of the different cell components in SOBs.",https://zenodo.org/api/files/4f5f2cc4-c9d4-4e0a-ac0a-a295e3e5d6fc/Enterria%20et%20al%20_JEC2022.pdf,pdf
