,Titre,DOI,Auteurs,Date de publication,Abstract,Lien fichier,Type fichier
10,Organic compound as inhibitor for corrosion of aluminum in sulphuric acid solution,10.5281/zenodo.4099803,Musa Husaini,2020-10-17,"Department of Pure and Industrial Chemistry, Faculty of Physical Sciences, College of Natural and Pharmaceutical Sciences, Bayero University Kano (BUK), P.M.B. 3011, Kano, Nigeria.",https://zenodo.org/api/files/b2efa3ae-0fcc-4deb-9e60-5530b4bb849f/AJCE-2020-Vol-01-04%20.pdf,pdf
11,Experimental study of exfoliation corrosion-induced mechanical properties degradation of Aluminum alloys: 2024-T3 and 5083-H22,10.5281/zenodo.3924714,"Brahami Abdessamad, Fajoui Jamel, Bouchouicha Benattou",2020-02-06,"In the present paper, the impact of exfoliation corrosion (EFC) of 2024 and 5083 aluminum alloys on the residual mechanical properties was investigated. Tensile test had been carried out on pre-corroded specimens, exposed to laboratory accelerated exfoliation corrosion solution. The analysis suggests that exfoliation exposure leads to decrease the mechanical properties of all materials. The effects of the grain boundary character distribution and precipitates on corrosion are discussed on the basis of experimental observations by Scanning Electron Microscope SEM combined with Energy Dispersive Spectroscopy EDS analysis.",https://zenodo.org/api/files/5ccfab91-79ab-427b-943a-058106b2ba4d/Experimental%20study%20of%20exfoliation%20corrosion-induced%20mechanical%20properties%20degradation%20of%20Aluminum%20alloys%202024-T3%20and%205083-H22.pdf,pdf
12,Modification of Anodized Mg Alloy Surface By Pulse Condition for Biodegradable Material,10.5281/zenodo.1333616,"Y.K. Kim, Y.S. Jang, H.H. Park, J.H. Ji, I.S. Park, T.S. Bae, M.H. Lee",2012-10-20,"Magnesium is used implant material potentially for
non-toxicity to the human body. Due to the excellent
bio-compatibility, Mg alloys is applied to implants avoiding removal
second surgery. However, it is found commercial magnesium alloys
including aluminum has low corrosion resistance, resulting
subcutaneous gas bubbles and consequently the approach as
permanent bio-materials. Generally, Aluminum is known to pollution
substance, and it raises toxicity to nervous system. Therefore
especially Mg-35Zn-3Ca alloy is prepared for new biodegradable
materials in this study. And the pulsed power is used in
constant-current mode of DC power kinds of anodization. Based on
the aforementioned study, it examines corrosion resistance and
biocompatibility by effect of current and frequency variation. The
surface properties and thickness were compared using scanning
electronic microscopy. Corrosion resistance was assessed via
potentiodynamic polarization and the effect of oxide layer on the body
was assessed cell viability. Anodized Mg-35Zn-3Ca alloy has good
biocompatibility in vitro by current and frequency variation.",https://zenodo.org/api/files/913f252d-abff-44a3-a94e-9a5496687655/7339.pdf,pdf
13,Corrosion protection in saline environment of a carbon steel coated (aluminum & three-layer painting system) by eats,10.17533/udea.redin.n89a04,"Diego Pérez-Muñoz, José Luddey Marulanda-Arévalo, Carlos Mauricio Moreno-Tellez",2018-10-02,"This paper presents a comparative study on corrosion protection of low-carbon steel coated with two different painting systems. The first set of samples was coated with an aluminum layer of primer deposited by Electric Arc Thermal Spray (EATS), after which two additional layers of paint were applied, thereby creating an aluminum-painting system; while the second set of samples was coated with the traditional three-layer painting system (zinc-rich layer of primer). Afterwards, all the samples were exposed to the salt spray chamber. The samples were monitored to record their reactions in the corrosive saline environment. Scanning Electron Microscopy (SEM), adhesion and electrochemical corrosion tests were performed to characterize the coatings and report changes in their properties (adhesion, topography and homogeneity), which are related to exposure time. The three-layer painting system barely complied with manufacturer claims on protection time under corrosive conditions; on the other hand, the aluminum-painting system yielded better results by prolonging protection time.",https://zenodo.org/api/files/20bc6bf4-ed83-4994-8eb3-c832ee3e1252/redin.pdf,pdf
14,Effect of T6 and Re-Aging Heat Treatment on Mechanical Properties of 7055 Aluminum Alloy,10.5281/zenodo.1110057,"M. Esmailian, M. Shakouri, A. Mottahedi, S. G. Shabestari",2015-10-02,"Heat treatable aluminum alloys such as 7075 and
7055, because of high strength and low density, are used widely in
aircraft industry. For best mechanical properties, T6 heat treatment
has recommended for this regards, but this temper treatment is
sensitive to corrosion induced and Stress Corrosion Cracking (SCC)
damage. For improving this property, the over-aging treatment (T7)
applies to this alloy, but it decreases the mechanical properties up to
30 percent. Hence, to increase the mechanical properties, without any
remarkable decrease in SCC resistant, Retrogression and Re-Aging
(RRA) heat treatment is used. This treatment performs in a relatively
short time. In this paper, the RRA heat treatment was applied to 7055
aluminum alloy and then effect of RRA time on the mechanical
properties of 7055 has been investigated. The results show that the
40-minute time is suitable time for retrogression of 7055 aluminum
alloy and ultimate strength increases up to 625MPa.",https://zenodo.org/api/files/791c81ce-3e8c-460e-aad8-0e2135199029/10002916.pdf,pdf
15,Titanium-Aluminum Oxide Coating on Aluminized Steel,10.5281/zenodo.1091514,"Fuyan Sun, Guang Wang, Xueyuan Nie",2014-02-03,"In this study, a plasma electrolytic oxidation (PEO) process was used to form titanium-aluminum oxide coating on aluminized steel. The present work was mainly to study the effects of treatment time of PEO process on properties of the titanium coating. A potentiodynamic polarization corrosion test was employed to investigate the corrosion resistance of the coating. The friction coefficient and wear resistance of the coating were studied by using pin-on-disc test. The thermal transfer behaviors of uncoated and PEO-coated aluminized steels were also studied. It could be seen that treatment time of PEO process significantly influenced the properties of the titanium oxide coating. Samples with a longer treatment time had a better performance for corrosion and wear protection. This paper demonstrated different treatment time could alter the surface behavior of the coating material.",https://zenodo.org/api/files/645422f8-55bf-44ad-bf8d-7ded07755787/9997790.pdf,pdf
16,Simulation of finite element model of surface pit on f304 stainless steel,10.5281/zenodo.3236768,Surinder Pal,2019-06-01,"The present study is directed on the FEA simulation of the hemispherical pits of F304 Stainless steel using Abaqus 6.14. The three-dimensional modeling of hemispherical pits was created at different diameters. The applied load was 60%, 75% and 90% of the yield stress of F304 stainless steel. Thus five hemispherical pits were created in the center of the rectangular plate at different depths and diameters. This study exhibited the diameter elongation of pits, von Mises stresses, and Max principal stresses. Furthermore, the reported results herein should be appropriate for the uncertainty of damage and elongations of pits and of degrading the material strength for f304 stainless steel at different applied loads. The sub modeling techniques have been employed to compare the simulated results with analytical results. Consequently, the results of this study suggest the critical regions of maximum stress concentration for various types of pits mainly around the pit surface, including depth and diameters.",https://zenodo.org/api/files/c9756c80-bc20-4559-9947-764fc10d14e9/%281-12%29Manuscript%20%283%29-format%20_zenedo.pdf,pdf
17,Corrosion and electrohemical behavior of aluminum conductor E-AlMgSi (Aldrey) alloy with tin in a medium electrolite NaCl,10.3897/j.moem.5.3.52691,"Ganiev, Izatullo N., Abulakov, Aslam P., Jayloev, Jamshed H., Aliev, Firdavs A., Rashidov, Akram R.",2019-09-12,"The economic feasibility of using aluminum as a conductive material is explained by the favorable ratio of its cost to the cost of copper. In addition, one should take into account the factor that the cost of aluminum has remained virtually unchanged for many years. When using conductive aluminum alloys for the manufacture of thin wire, winding wire, etc. Certain difficulties may arise in connection with their insufficient strength and a small number of kinks before fracture. In recent years, aluminum alloys have been developed, which even in a soft state have strength characteristics that allow them to be used as a conductive material. One of the promising areas for the use of aluminum is the electrical industry. Conducting aluminum alloys type of the E-AlMgSi (Aldrey) are representatives of this group of alloys and belong to heat-strengthened alloys. They are distinct by high strength and good ductility. These alloys, with appropriate heat treatment, acquire high electrical conductivity. The producing made from it are used almost exclusively for overhead power lines. The paper presents the results of a study of the anodic behavior of aluminum E-AlMgSi (Aldrey) alloy with tin in a medium electrolyte of 0.03; 0.3 and 3.0% NaCl. Corrosion-electrochemical studies of the alloys were carried out by the potentiostatic method in potentiostat PI-50-1.1 at a potential sweep speed of 2 mV/s. It is shown that alloying E-AlMgSi (Aldrey) alloy with tin increases its corrosion resistance by 20%. The main electrochemical potentials of the E-AlMgSi (Aldrey) alloy, when doped with tin, shift to a positive range of values, and from the concentration of sodium chloride in the negative direction of the ordinate.",https://zenodo.org/api/files/49307346-8423-4471-8f18-7f1fdcdb38bc/MoEM_article_52691.pdf,pdf
18,Experimental Investigation on Corrosion Control in Concrete,10.5281/zenodo.5535672,"S.Nagamani, M.Dhivakar, A.Leema Margret, A.Dhanalakshmi",2021-09-29,"The impact of aluminium oxide on concrete strength and corrosion resistance is discussed in this study. A total of 12 150mm x 150mm x 150mm concrete cubes were cast by weight of cement, simulating the corrosive impact of sea water. The aluminium oxide additive dose was adjusted from 0% to 15% by weight of cement in 5-percent increments. At the ages of 7 days, 14 days, and 28 days, the cubes were evaluated for compressive strength. After compression testing, the concrete samples were crushed to powder, and extracts produced in the normal method were evaluated for alkalinity and free chloride concentration. The test results show that by adding aluminium oxide in the range of 10 to 15% by weight of the cement, the free chloride content can be reduced significantly, while neither the compressive strength nor the ph were adversely affected. In fact, strength was increased by 4 to 20% depending on the curing period.",https://zenodo.org/api/files/6cb9636d-b863-4931-8dec-604e251ecdcc/Experimental%20Investigation%20on%20Corrosion%20Control%20in%20Concrete%20-Formatted%20Paper.pdf,pdf
19,CHARACTERIZATION AND ANALYSIS OF BIOMEDICAL GRADE ALLOY MACHINED SURFACE IN ALUMINUM POWDER MIXED EDM,10.5281/zenodo.3692946,"A. M. Nanimina*1, Djimako BONGO1, Nandiguim LAMAÏ1, Togdjim Jonas1, Saka GONI2, Alain MATIBEYE3, & Ahmad Majdi ABDUL-RANI4",2020-03-01,"The use of metallic powder mixed electrical discharge machining (PMEDM) is an alternative of machining hard and difficult materials. Titanium alloy is one of difficult to machine materials. Titanium alloy is employed in various domains including biomedical. The characterization of titanium alloy biocompatibility of titanium alloy Ti-6Al-4V in terms of corrosion, phase analysis and surface sensitivity are prior analysis to its usage as implant. The objective of this research study is to investigate the effect of PMEDM on Ti-6Al-4V machined surface. Corrosion analysis was conducted using linear polarization resistance (LPR) test. XRD was used to examine changes on the nano aluminum PMEDM machined surface and compounds formed using Cu Ka radiation. X-ray photoelectron spectroscopy (XPS) techniques were used to analysis the chemical composition and oxidizing amounts of the outermost machined surface and evaluate if any contamination from foreign particles. The results show that the corrosion of nano aluminum PMEDM on titanium alloy is about 42% reduced as compared to the corrosion of conventional EDM on titanium alloy machined surface. Electric sparks generated during machining decompose the kerosene dielectric fluid into C and H and is resulting in C deposited onto the machined surface. The results of the titanium alloy machined surface show difference in term of machined surface compositions.
 ",https://zenodo.org/api/files/32a2a3d7-d544-48fe-8e26-812fe0d6796b/16.pdf,pdf
20,Corrosion Fatigue Crack Growth Studies in Ni-Cr-Mn Steel,10.5281/zenodo.1076522,"Chinnaiah Madduri, Raghu V. Prakash",2010-12-22,"This paper presents the results of corrosion fatigue
crack growth behaviour of a Ni-Cr-Mn steel commonly used in
marine applications. The effect of mechanical variables such as
frequency and load ratio on fatigue crack growth rate at various
stages has been studied using compact tension (C(T)) specimens
along the rolling direction of steel plate under 3.5% saturated NaCl
aqueous environment. The significance of crack closure on corrosion
fatigue, and the validity of Elber-s empirical linear crack closure
model with the ASTM compliance offset method have been
examined.
Fatigue crack growth rate is higher and threshold stress intensities
are lower in aqueous environment compared to the lab air conditions.
It is also observed that the crack growth rate increases at lower
frequencies. The higher stress ratio promotes the crack growth. The
effect of oxidization and corrosion pit formation is very less as the
stress ratio is increased. It is observed that as stress ratios are
increased, the Elber-s crack closure model agrees well with the crack
closure estimated by the ASTM compliance offset method for tests
conducted at 5Hz frequency compared to tests conducted at 1Hz in
corrosive environment.",https://zenodo.org/api/files/32e9560e-af3d-44bb-94fc-18ede5278cdc/11037.pdf,pdf
21,Corrosion Behaviour of Hypereutectic Al-Si Automotive Alloy in Different pH Environment,10.5281/zenodo.1132623,"M. Al Nur, M. S. Kaiser",2017-09-01,"Corrosion behaviour of hypereutectic Al-19Si automotive alloy in different pH=1, 3, 5, 7, 9, 11, and 13 environments was carried out using conventional gravimetric measurements and was complemented by resistivity, optical micrograph, scanning electron microscopy (SEM) and X-ray analyzer (EDX) investigations. Gravimetric analysis confirmed that the highest corrosion rate is shown at pH 13 followed by pH 1. Minimum corrosion occurs in the pH range of 3.0 to 11 due to establishment of passive layer on the surface. The highest corrosion rate at pH 13 is due to the presence of sodium hydroxide in the solution which dissolves the surface oxide film at a steady rate. At pH 1, it can be attributed that the presence of aggressive chloride ions serves to pick up the damage of the passive films at localized regions. With varying exposure periods by both, the environment complies with the normal corrosion rate profile that is an initial steep rise followed by a nearly constant value of corrosion rate. Resistivity increases in case of pH 1 solution for the higher pit formation and decreases at pH 13 due to formation of thin film. The SEM image of corroded samples immersed in pH 1 solution clearly shows pores on the surface and in pH 13 solution, and the corrosion layer seems more compact and homogenous and not porous.",https://zenodo.org/api/files/f1bc44bf-ced1-42ea-9d28-9cd0296af2c8/10008132.pdf,pdf
22,PROCRAFT_Form A_Propeller_Fecamps,10.5281/zenodo.6573493,Magali Brunet,2022-05-23,"Information on the propeller of a WWII airplane (not identified) found near Fécamps, France",https://zenodo.org/api/files/7fa32130-65b7-44ce-8095-fbaa238eb4f7/PR-FEC_A_open%20access.pdf,pdf
23,The assessment of reflector material durability for concentrated solar power based on environment exposure and accelerated aging test,10.15587/1729-4061.2022.265678,"Budhi Muliawan Suyitno, Reza Abdu Rahman, Hendri Sukma, Dwi Rahmalin",2022-12-30,"The reflector durability is essential to maintain suitable photo-to-thermal conversion in concentrated solar power plants. The present study evaluates the impact of environmental exposure and accelerated aging of the reflector material. The study is conducted to assess the reflector material's durability to withstand environmental exposure and accelerated aging test. The evaluation is conducted using four different reflector materials commonly used in concentrated solar power: stainless steel and silvered-glass mirror (solid-state reflector), aluminum and silvered-polymer film (sheet-based reflector). The environmental exposure and accelerated aging test are conducted for 1,080 hours according to the standard reference of ISO 8565:2011 and ASTM B117–11. The mass loss after exposure is used as a reference to determine the corrosion rate for each reflector. Further observation is conducted by using microscope light to observe the effect of exposure on the surface of the reflector. Each reflector indicates a different corrosion rate which implies different weather resistance for each reflector type. The highest corrosion rate is found on aluminum film, with a value of 295.8 g/m2.year. The accelerated aging test through neutral salt spray demonstrates that a metallic reflector has a higher corrosion rate compared to a silvered-glass mirror which uses silicon dioxide as the top coating. Microscope observation demonstrates that suitable protection from soiling elements for the silvered-glass mirror is mainly caused by the presence of silicon dioxide on the top surface of this reflector. The assessment suggests that a suitable coating can be developed to be used for reflector protection. Furthermore, the corrosion mechanism is observed clearly, which can be referred to the synthesis of new reflective material that withstands environment and salt exposure.",https://zenodo.org/api/files/4373d097-b2ef-4e5c-a988-cd0a9307e852/The%20assessment%20of%20reflector%20material%20durability%20for%20concentrated%20solar%20power%20based%20on%20environment%20exposure%20and%20accelerated%20aging%20test.pdf,pdf
24,PROCRAFT_Form A_Espadon 6025_Toulouse,10.5281/zenodo.6500326,Brunet Magali,2022-04-28,Information on an Espadon 6025 aircraft (France) from 1949,https://zenodo.org/api/files/a70cbd85-32bf-40cc-8af4-28d441645f86/ES6025-SUI_open%20access.pdf,pdf
25,PROCRAFT_Form A_Macchi MC202_Cagliari,10.5281/zenodo.6500372,Brunet Magali,2022-04-28,Information on a Macchi MC202 (Italy) which crashed probably in 1942 near south Sardinia,https://zenodo.org/api/files/fb2a1f96-ce4d-4d45-a0e7-04aec69c1fe8/MAMC202-CAG_open%20access.pdf,pdf
26,Cold Spray Deposition of SS316L Powders on Al5052 Substrates and Their Potential Using for Biomedical Applications,10.5281/zenodo.1124335,"B. Dikici, I. Ozdemir, M. Topuz",2016-04-01,"The corrosion behaviour of 316L stainless steel coatings obtained by cold spray method was investigated in this study. 316L powders were deposited onto Al5052 aluminum substrates. The coatings were produced using nitrogen (N2) process gas. In order to further improve the corrosion and mechanical properties of the coatings, heat treatment was applied at 250 and 750 °C. The corrosion performances of the coatings were compared using the potentiodynamic scanning (PDS) technique under in-vitro conditions (in Ringer’s solution at 37 °C). In addition, the hardness and porosity tests were carried out on the coatings. Microstructural characterization of the coatings was carried out by using scanning electron microscopy attached with energy dispersive spectrometer (SEM-EDS) and X-ray diffraction (XRD) technique. It was found that clean surfaces and a good adhesion were achieved for particle/substrate bonding. The heat treatment process provided both elimination of the anisotropy in the coating and resulting in healing-up of the incomplete interfaces between the deposited particles. It was found that the corrosion potential of the annealed coatings at 750 °C was higher than that of commercially 316 L stainless steel. Moreover, the microstructural investigations after the corrosion tests revealed that corrosion preferentially starts at inter-splat boundaries.",https://zenodo.org/api/files/fabe4f92-26bd-4329-aead-16eb58761092/10004443.pdf,pdf
27,PROCRAFT_Form A_Spitfire_Plérin,10.5281/zenodo.6500347,Brunet Magali,2022-04-28,"Information on the wing of a Supermarine Spitfire (UK) crashed 1944 found in Brittany, France.",https://zenodo.org/api/files/0cb64a04-62bc-4d14-b1bf-ebdda7f0a674/SPIT-PLE_A_open%20access.pdf,pdf
