,Titre,DOI,Auteurs,Date de publication,Abstract,Lien fichier,Type fichier,Abstract_lemm
22,CMOS-Compatible Silicon Nanoplasmonics for On-Chip Integration,10.5281/zenodo.1063399,"Shiyang Zhu, Guo-Qiang Lo, Dim-Lee Kwong",2012-09-22,"Although silicon photonic devices provide a significantly larger bandwidth and dissipate a substantially less power than the electronic devices, they suffer from a large size due to the fundamental diffraction limit and the weak optical response of Si. A potential solution is to exploit Si plasmonics, which may not only miniaturize the photonic device far beyond the diffraction limit, but also enhance the optical response in Si due to the electromagnetic field confinement. In this paper, we discuss and summarize the recently developed metal-insulator-Si-insulator-metal nanoplasmonic waveguide as well as various passive and active plasmonic components based on this waveguide, including coupler, bend, power splitter, ring resonator, MZI, modulator, detector, etc. All these plasmonic components are CMOS compatible and could be integrated with electronic and conventional dielectric photonic devices on the same SOI chip. More potential plasmonic devices as well as plasmonic nanocircuits with complex functionalities are also addressed.",https://zenodo.org/api/files/65734a52-b333-4179-bc26-208f990d7d35/6693.pdf,pdf,"although silicon photonic device provide a significantly large bandwidth and dissipate a substantially less power than the electronic device , they suffer from a large size due to the fundamental diffraction limit and the weak optical response of Si . a potential solution be to exploit Si plasmonics , which may not only miniaturize the photonic device far beyond the diffraction limit , but also enhance the optical response in Si due to the electromagnetic field confinement . in this paper , we discuss and summarize the recently develop metal - insulator - Si - insulator - metal nanoplasmonic waveguide as well as various passive and active plasmonic component base on this waveguide , include coupler , bend , power splitter , ring resonator , MZI , modulator , detector , etc . all these plasmonic component be cmos compatible and could be integrate with electronic and conventional dielectric photonic device on the same SOI chip . More potential plasmonic device as well as plasmonic nanocircuit with complex functionality be also address ."
23,Awareness about Nanotoxicology in Medicinal Applications among Dental Students,10.19070/2377-8075-21000884,Dhanraj Ganapathy,2021-09-21,"Introduction: Nanotoxicology focuses on determining the adverse effects of nanomaterials on human health and the environment. Nanotoxicology searches for establishing and identifying the harms of engineered nanomaterials and requires a multidisciplinary team approach including toxicology, biology, chemistry, physics, material science, geology, exposure assessment, pharmacokinetics, and medicine. Aim: This survey was conducted for assessing the nanotoxicology in medicinal applications among dental students. Materials and Method: A cross-section research was conducted with a self-administered questionnaire containing ten questions distributed amongst 100 dental students. The questionnaire assessed the awareness about nanotoxicology in medicinal applications, pro-inflammatory effects, reactive oxygen species generation, mechanism of action and toxicity effects of nanoparticles and nanotoxicity assessment assays. The responses were recorded and analysed. Results: 8% of the respondents were aware of the nanotoxicology in medicinal applications, 5 % were aware of pro-inflammatory effects, 5% were aware of reactive oxygen species generation, 3% were aware of mechanism of action and toxicity effects of nanoparticles and, 3% were aware of nanotoxicity assessment assays. Conclusion: There is limited awareness amongst dental students about nanotoxicology in medicinal applications. Enhanced awareness initiatives and dental educational programmes together with increased importance for curriculum improvements that further promote knowledge and awareness of nanotoxicology in medicinal applications.",https://zenodo.org/api/files/e91f7138-1e18-41bd-a6a6-b45f5fbd2eae/IJDOS-2377-8075-08-9035.pdf,pdf,"introduction : nanotoxicology focus on determine the adverse effect of nanomaterial on human health and the environment . nanotoxicology search for establish and identify the harm of engineer nanomaterial and require a multidisciplinary team approach include toxicology , biology , chemistry , physics , material science , geology , exposure assessment , pharmacokinetic , and medicine . aim : this survey be conduct for assess the nanotoxicology in medicinal application among dental student . material and Method : a cross - section research be conduct with a self - administer questionnaire contain ten question distribute amongst 100 dental student . the questionnaire assess the awareness about nanotoxicology in medicinal application , pro - inflammatory effect , reactive oxygen specie generation , mechanism of action and toxicity effect of nanoparticle and nanotoxicity assessment assay . the response be record and analyse . result : 8 % of the respondent be aware of the nanotoxicology in medicinal application , 5 % be aware of pro - inflammatory effect , 5 % be aware of reactive oxygen specie generation , 3 % be aware of mechanism of action and toxicity effect of nanoparticle and , 3 % be aware of nanotoxicity assessment assay . conclusion : there be limited awareness amongst dental student about nanotoxicology in medicinal application . enhanced awareness initiative and dental educational programme together with increase importance for curriculum improvement that far promote knowledge and awareness of nanotoxicology in medicinal application ."
24,Hybrid photonic-plasmonic devices for enhanced sensitivity biosensors,10.5281/zenodo.3629681,"Lucia Fornasari, Paola Pellacani, Miguel Manso, Chloe Rodriguez, Vicente Torres-Costa, Franco Marabelli",2018-10-03,"Hybrid plasmonic-photonic systems attract the attention of the scientific community due to their ability in modifying the light behaviour and the
electric field distribution. The study of this type of system could have significant fall-out in fields such as biosensing and optoelectronics. In this work, multilayer
porous silicon (PSi) interference structures have been used as a support for arrays of Au nanocavities to combine the photonic properties of the former with the plasmonic properties of the latter and to develop an hybrid photonic-plasmonic device. Finite Difference Time Domain (FDTD) simulation have been implemented
in order to interpret the experimental results.",Inconnu,Inconnu,"hybrid plasmonic - photonic system attract the attention of the scientific community due to their ability in modify the light behaviour and the 
 electric field distribution . the study of this type of system could have significant fall - out in field such as biosensing and optoelectronic . in this work , multilayer 
 porous silicon ( PSi ) interference structure have be use as a support for array of Au nanocavitie to combine the photonic property of the former with the   plasmonic property of the latter and to develop an hybrid photonic - plasmonic device . Finite Difference Time Domain ( FDTD ) simulation have be implement 
 in order to interpret the experimental result ."
25,Plasmonic surfaces for cell growth and retrieval triggered by near-infrared light,10.1002/anie.201509025,"Giner-Casares J.J., Henriksen-Lacey M., Garc¡a I., Liz-Marz n L.M.",2016-01-18,"Methods for efficient detachment of cells avoiding damage are required in tissue engineering and regenerative medicine. We introduce a bottom-up approach to build plasmonic substrates using micellar block copolymer nanolithography to generate a 2D array of Au seeds, followed by chemical growth leading to anisotropic nanoparticles. The resulting plasmonic substrates show a broad plasmon band covering a wide part of the visible and near-infrared (NIR) spectral ranges. Both human and murine cells were successfully grown on the substrates. A simple functionalization step of the plasmonic substrates with the cyclic arginylglycylaspartic acid (c-RGD) peptide allowed us to tune the morphology of integrin-rich human umbilical vein endothelial cells (HUVEC). Subsequent irradiation with a NIR laser led to highly efficient detachment of the cells with cell viability confirmed using the MTT assay. We thus propose the use of such plasmonic substrates for cell growth and controlled detachment using remote near-IR irradiation, as a general method for cell culture in biomedical applications. Cell harvesting: Tailored plasmonic substrates can be used to capture various types of cells, which can be further released by irradiation with near-infrared (NIR) light without being damaged. Facile functionalization with RGD peptide allows tuning of the morphology of integrin-rich cells. ¸ 2015 The Authors. Published by Wiley-VCH Verlag GmbH & Co. KGaA.",https://zenodo.org/api/files/907cc13c-f78a-4d8b-8b33-7982fea838da/anie201509025.pdf,pdf,"method for efficient detachment of cell avoid damage be require in tissue engineering and regenerative medicine . we introduce a bottom - up approach to build plasmonic substrate use micellar block copolymer nanolithography to generate a 2d array of Au seed , follow by chemical growth lead to anisotropic nanoparticle . the result plasmonic substrate show a broad plasmon band cover a wide part of the visible and near - infrared ( NIR ) spectral range . both human and murine cell be successfully grow on the substrate . a simple functionalization step of the plasmonic substrate with the cyclic arginylglycylaspartic acid ( c - RGD ) peptide allow we to tune the morphology of integrin - rich human umbilical vein endothelial cell ( HUVEC ) . subsequent irradiation with a NIR laser lead to highly efficient detachment of the cell with cell viability confirm use the mtt assay . we thus propose the use of such plasmonic substrate for cell growth and control detachment use remote near - ir irradiation , as a general method for cell culture in biomedical application . cell harvesting : tailored plasmonic substrate can be use to capture various type of cell , which can be far release by irradiation with near - infrared ( NIR ) light without be damage . facile functionalization with RGD peptide allow tuning of the morphology of integrin - rich cell . ¸ 2015 the author . publish by Wiley - VCH Verlag GmbH & Co. kgaa."
26,Plasmonic polymer nanocomposites,10.1038/s41578-018-0050-7,"Isabel Pastoriza-Santos, Calum Kinnear, Jorge Pérez-Juste, Paul Mulvaney, Luis M. Liz-Marzán",2018-09-11,"The optical properties of metal nanoparticles, particularly their localized surface plasmon effects, are well established. These plasmonic nanoparticles can respond to their surroundings or even influence the optical processes (for example, absorption, fluorescence and Raman scattering) of molecules located at their surface. As a result, plasmonic nanoparticles have been developed for multiple purposes, ranging from the detection of chemicals and biological molecules to light-harvesting enhancement in solar cells. By dispersing the nanoparticles in polymers and creating a hybrid material, the robustness, responsiveness and flexibility of the system are enhanced while preserving the intrinsic properties of the nanoparticles. In this Review, we discuss the fabrication and applications of plasmonic polymer nanocomposites, focusing on applications in optical data storage, sensing and imaging and photothermal gels for in vivo therapy. Within the nanocomposites, the nanoporosity of the matrix, the overall mechanical stability and the dispersion of the nanoparticles are important parameters for achieving the best performance. In the future, translation of these materials into commercial products rests on the ability to scale up the production of plasmonic polymer nanocomposites with tailored optical features.",https://zenodo.org/api/files/6188139a-2a7a-4abe-b363-5e9db96e6c46/Nat%20Mater%20Review%20Revised.pdf,pdf,"the optical property of metal nanoparticle , particularly their localize surface plasmon effect , be well establish . these plasmonic nanoparticle can respond to their surrounding or even influence the optical process ( for example , absorption , fluorescence and Raman scattering ) of molecule locate at their surface . as a result , plasmonic nanoparticle have be develop for multiple purpose , range from the detection of chemical and biological molecule to light - harvesting enhancement in solar cell . by disperse the nanoparticle in polymer and create a hybrid material , the robustness , responsiveness and flexibility of the system be enhance while preserve the intrinsic property of the nanoparticle . in this Review , we discuss the fabrication and application of plasmonic polymer nanocomposite , focus on application in optical datum storage , sensing and imaging and photothermal gel for in vivo therapy . within the nanocomposite , the nanoporosity of the matrix , the overall mechanical stability and the dispersion of the nanoparticle be important parameter for achieve the good performance . in the future , translation of these material into commercial product rest on the ability to scale up the production of plasmonic polymer nanocomposite with tailor optical feature ."
27,Sensitivity of Hybrid Plasmons in Nanowire Based Triangular/Square Clusters to Surrounding Dielectric Environment,10.1109/ursigass.2014.6929424,"Stognii, Nadiia P., Sakhnenko, Nataliya K.",2014-01-01,This paper presents investigation of plasmonic properties of coupled metal nanowires arranged to form the cluster of triangular or square configuration. Plasmon resonances of such structures embedded into dielectrics with different dielectric permittivity are studied. The main goal of the paper is to validate true potential of plasmon nanowire-based structures in sensing applications and reveal optimized configurations with narrowband plasmonic resonances and enhanced sensitivity.,https://zenodo.org/api/files/b76673f8-41b9-430e-94f5-3d4fb60c104f/article.pdf,pdf,this paper present investigation of plasmonic property of couple metal nanowire arrange to form the cluster of triangular or square configuration . plasmon resonance of such structure embed into dielectric with different dielectric permittivity be study . the main goal of the paper be to validate true potential of plasmon nanowire - base structure in sense application and reveal optimize configuration with narrowband plasmonic resonance and enhance sensitivity .
28,Electromagnetic Study of Behaviour of Plasmonic Units,10.5281/zenodo.5545967,"Moreno, Fernando, Albella, Pablo, Gonzalez, Francisco, Saiz, Jose Maria, Santos, Gonzalo, Losurdo, Maria, Gutierrez, Yael",2021-10-02,D2.2  Electromagnetic Study of Behaviour of Plasmonic Units,https://zenodo.org/api/files/526b51db-5068-417a-9a9c-aca1f23b34cf/D2.2_Electromagnetic%20Study%20of%20Plasmonic%20Units.pdf,pdf,d2.2    electromagnetic study of Behaviour of Plasmonic unit
29,The effect of capping agents on the toxicity of silver nanoparticles to Danio rerio embryos,10.1080/17435390.2018.1498931,"Kustov, Leonid M., Mashkin, Peter V., Zakharov, Valery N., Abramenko, Natalia B., Aslanov, Leonid A., Peijnenburg, Willie",2019-07-04,"Silicon nanoparticles with a mean size of 2-4 nm were prepared and stabilized by different hydrocarbon (C4H9, C6H5), fluorocarbon (C4F9), and nitrogen heterocyclic carbene radicals. The toxicity of the prepared Si nanoparticles was studied using swollen river mussels by monitoring the heart rhythms. The nanotoxicity was shown to result mostly from the presence of fluorinated radicals rather than because of the intrinsic toxicity of the Si nanoparticles.
 ",https://zenodo.org/api/files/6de560cd-0ff7-4cbc-a919-449f895a8882/17435390.2018.pdf,pdf,"Silicon nanoparticle with a mean size of 2 - 4 nm be prepared and stabilize by different hydrocarbon ( C4H9 , C6H5 ) , fluorocarbon ( C4F9 ) , and nitrogen heterocyclic carbene radical . the toxicity of the prepared Si nanoparticle be study use swollen river mussel by monitor the heart rhythm . the nanotoxicity be show to result mostly from the presence of fluorinated radical rather than because of the intrinsic toxicity of the Si nanoparticle . 
 "
30,Numerical Analysis and Design of Dielectric to Plasmonic Waveguides Couplers,10.5281/zenodo.1128867,"Emanuela Paranhos Lima, Vitaly Félix Rodríguez Esquerre",2017-01-03,"In this work, efficient directional coupler composed of
dielectric waveguides and metallic film has been analyzed in details
by simulations using finite element method (FEM). The structure
consists of a step-index fiber with dielectric core, silica cladding, and
a metal nanowire parallel to the core. The results show that an
efficient conversion of optical dielectric modes to long range
plasmonic is possible. Low insertion losses in conjunction with short
coupling length and a broadband operation can be achieved under
certain conditions. This kind of couplers has potential applications for
the design of photonic integrated circuits for signal routing between
dielectric/plasmonic waveguides, sensing, lithography, and optical
storage systems. A high efficient focusing of light in a very small
region can be obtained.",https://zenodo.org/api/files/d407f114-5085-43d9-8cee-630080e97593/10006428.pdf,pdf,"in this work , efficient directional coupler compose of 
 dielectric waveguide and metallic film have be analyze in detail 
 by simulation use finite element method ( FEM ) . the structure 
 consist of a step - index fiber with dielectric core , silica cladding , and 
 a metal nanowire parallel to the core . the result show that an 
 efficient conversion of optical dielectric mode to long range 
 plasmonic be possible . low insertion loss in conjunction with short 
 coupling length and a broadband operation can be achieve under 
 certain condition . this kind of coupler have potential application for 
 the design of photonic integrate circuit for signal routing between 
 dielectric / plasmonic waveguide , sensing , lithography , and optical 
 storage system . a high efficient focus of light in a very small 
 region can be obtain ."
31,Plasmonic Nanoparticles with Supramolecular Recognition,10.1002/adfm.201902082,"Mosquera, J, Zhao, Y, Jang, H, Xie, N, Xu, C, Kotov, NA, Liz‐Marzán, LM.",2019-05-22,"Even after more than two decades of intense studies, the research on self‐assembly processes involving supramolecular interactions between nanoparticles (NPs) is continuously expanding. Plasmonic NPs have attracted particular attention due to strong optical, electrical, biological, and catalytic effects they are accompanied with. Surface plasmon resonance characteristics of plasmonic NPs and their assemblies enable fine‐tuning of these effects with unprecedented dynamic range. In turn, the uniquely high polarizability of plasmonic nanostructures and related optical effects exemplified by surface‐enhanced Raman scattering and red–blue color changes give rise to their application to biosensing. Since supramolecular interactions are ubiquitous in nature, scientists have found a spectrum of biomimetic properties of individual and assembled NPs that can be regulated by the layer of surface ligands coating all NPs. This paradigm has given rise to multiple studies from the design of molecular containers and enzyme‐like catalysts to chiroplasmonic assemblies. Computational and theoretical advances in plasmonic effects for geometrically complex structures have made possible the nanoscale engineering of NPs, assemblies, and supramolecular complexes with biomolecules. It is anticipated that further studies in this area will be expanded toward chiral catalysis, environmental monitoring, disease diagnosis, and therapy.",https://zenodo.org/api/files/2347a9f4-3c9b-44ad-b200-ee367adcba47/Production.pdf,pdf,"even after more than two decade of intense study , the research on self‐assembly process involve supramolecular interaction between nanoparticle ( np ) be continuously expand . plasmonic np have attract particular attention due to strong optical , electrical , biological , and catalytic effect they be accompany with . Surface plasmon resonance characteristic of plasmonic np and their assembly enable fine‐tuning of these effect with unprecedented dynamic range . in turn , the uniquely high polarizability of plasmonic nanostructure and related optical effect exemplify by surface‐enhance Raman scatter and red – blue color change give rise to their application to biosense . since supramolecular interaction be ubiquitous in nature , scientist have find a spectrum of biomimetic property of individual and assemble np that can be regulate by the layer of surface ligand coat all np . this paradigm have give rise to multiple study from the design of molecular container and enzyme‐like catalyst to chiroplasmonic assembly . computational and theoretical advance in plasmonic effect for geometrically complex structure have make possible the nanoscale engineering of np , assembly , and supramolecular complex with biomolecule . it be anticipate that further study in this area will be expand toward chiral catalysis , environmental monitoring , disease diagnosis , and therapy ."
32,Gallium chiral nanoshaping for circularpolarization handling,10.1039/d0mh01078b,"Massimo Cuscuna, Mariachiara Manoccio, Marco Esposito, Mario Scuderi, Giuseppe Nicotra, Iolena Tarantini, Angelo Melcarne, Vittorianna Tasco, Maria Losurdo, Adriana Passaseo",2021-06-07,"In this work we report the local growth of ordered arrays of 3D core–shell chiral nanohelices based on plasmonic gallium metal. The structures can be engineered in a single step using focused ion beam induced deposition, where a Ga+ ion source is used to shape the metallic nanohelix core, while the dielectric precursor is dissociated to create dielectric shells. The solubility of gallium in the different investigated dielectric matrices controls the core–shell thickness ratio of the nanohelices. The chiral plasmonic behaviour of these gallium-based nanostructures is experimentally measured by circularly polarized light transmission through nanostructure arrays and compared with numerical simulations. Large chiroptical effects in the visible range are demonstrated due to the plasmonic effects arising from gallium nanoclusters in the core.",https://zenodo.org/api/files/86640f83-6bfb-458d-a66e-0dd8210503c0/d0mh01078b.pdf,pdf,"in this work we report the local growth of order array of 3D core – shell chiral nanohelice base on plasmonic gallium metal . the structure can be engineer in a single step use focus ion beam induce deposition , where a Ga+ ion source be use to shape the metallic nanohelix core , while the dielectric precursor be dissociate to create dielectric shell . the solubility of gallium in the different investigate dielectric matrix control the core – shell thickness ratio of the nanohelice . the chiral plasmonic behaviour of these gallium - base nanostructure be experimentally measure by circularly polarize light transmission through nanostructure array and compare with numerical simulation . large chiroptical effect in the visible range be demonstrate due to the plasmonic effect arise from gallium nanocluster in the core ."
33,Plasmon trap simulation,10.5281/zenodo.3336256,"A.Martinez, M.Rico-Pasto, F.Ritort",2019-07-15,Comsol simulations to understand the electric fields involved in nano plasmonic trapping,Inconnu,Inconnu,comsol simulation to understand the electric field involve in nano plasmonic trapping
34,Glycans as Biofunctional Ligands for Gold Nanorods: Stability and Targeting in Protein-Rich Media,10.1021/jacs.5b01001,"García, Isabel, Sánchez-Iglesias, Ana, Henriksen-Lacey, Malou, Grzelczak, Marek, Penadés, Soledad, Liz-Marzán, Luis M.",2015-03-18,"Poly(ethylene glycol) (PEG) has become the gold standard for stabilization of plasmonic nanoparticles (NPs) in biofluids, because it prevents aggregation while minimizing unspecific interactions with proteins. Application of Au NPs in biological environments requires the use of ligands that can target selected receptors, even in the presence of protein-rich media. We demonstrate here the stabilizing effect of low-molecular-weight glycans on both spherical and rod-like plasmonic NPs under physiological conditions, as bench-marked against the well-established PEG ligands. Glycan-coated NPs are resistant to adsorption of proteins from serum-containing media and avoid phagocytosis by macrophage-like cells, but retain selectivity toward carbohydrate-binding proteins in protein-rich biological media. These results open the way toward the design of efficient therapeutic/diagnostic glycan-decorated plasmonic nanotools for specific biological applications.",https://zenodo.org/api/files/864bae1e-82c2-4800-8bd0-a210e9d04f0a/125_jacs.5b01001.pdf,pdf,"poly(ethylene glycol ) ( PEG ) have become the gold standard for stabilization of plasmonic nanoparticle ( np ) in biofluid , because it prevent aggregation while minimize unspecific interaction with protein . application of Au np in biological environment require the use of ligand that can target selected receptor , even in the presence of protein - rich medium . we demonstrate here the stabilize effect of low - molecular - weight glycan on both spherical and rod - like plasmonic np under physiological condition , as bench - mark against the well - establish PEG ligand . glycan - coat np be resistant to adsorption of protein from serum - contain medium and avoid phagocytosis by macrophage - like cell , but retain selectivity toward carbohydrate - bind protein in protein - rich biological medium . these result open the way toward the design of efficient therapeutic / diagnostic glycan - decorate plasmonic nanotool for specific biological application ."
35,Light harvesting enhancement using metal nanoparticles,10.15587/1729-4061.2021.228806,Mohammad Tariq Yaseen,2021-04-30,"Metal nanoparticles are very important for their optical properties when they interact with light. Metal nanoparticles have the ability to confine the collective oscillation of electrons, which is called localized surface plasmon resonance (LSPR). In this work, silver nanoparticles have been proposed to enhance light harvesting, which could be useful for different applications. Metal nanoparticles such as gold and silver nanoparticles have the ability to concentrate field in a very small space. In this study, gold and silver nanoparticles optical response was investigated using frequency domain simulation. The resonance wavelength of gold and silver nanoparticles was about 550 nm and 400 nm, respectively.
Silver nanoparticles showed better LSPR performance than gold nanoparticles. Therefore, silver nanoparticles were chosen for optical field enhancement. Here silver nanoparticles were placed on a silicon substrate for optical field enhancement. To study the effect of size on the optical response of silver nanoparticles, the optical properties of this structure with different silver nanoparticles diameter values were investigated. Silver nanoparticles with 40 nm diameters showed a better optical response. To study the effect of the distance between silver nanoparticles on the optical response, different gap values were put between silver nanoparticles. The gap value of 4 nm showed a better optical response. The obtained results showed that the localized field is strongly dependent on the metal type, size, and space between nanoparticles. In addition, the optical field concentration can be controlled by tuning the size and space between silver nanoparticles. This will support localized field enhancement. The enhanced localized field will increase the field absorption near the surface, which can be beneficial for energy harvesting applications such as solar cells and detectors",https://zenodo.org/api/files/6dbef35d-e428-4578-9182-61c2f11802de/Light%20harvesting%20enhancement%20using%20metal%20nanoparticles.pdf,pdf,"metal nanoparticle be very important for their optical property when they interact with light . metal nanoparticle have the ability to confine the collective oscillation of electron , which be call localize surface plasmon resonance ( LSPR ) . in this work , silver nanoparticle have be propose to enhance light harvesting , which could be useful for different application . metal nanoparticle such as gold and silver nanoparticle have the ability to concentrate field in a very small space . in this study , gold and silver nanoparticle optical response be investigate use frequency domain simulation . the resonance wavelength of gold and silver nanoparticle be about 550   nm and 400   nm , respectively . 
 silver nanoparticle show well LSPR performance than gold nanoparticle . therefore , silver nanoparticle be choose for optical field enhancement . here silver nanoparticle be place on a silicon substrate for optical field enhancement . to study the effect of size on the optical response of silver nanoparticle , the optical property of this structure with different silver nanoparticle diameter value be investigate . silver nanoparticle with 40   nm diameter show a well optical response . to study the effect of the distance between silver nanoparticle on the optical response , different gap value be put between silver nanoparticle . the gap value of 4   nm show a well optical response . the obtain result show that the localize field be strongly dependent on the metal type , size , and space between nanoparticle . in addition , the optical field concentration can be control by tune the size and space between silver nanoparticle . this will support localized field enhancement . the enhanced localized field will increase the field absorption near the surface , which can be beneficial for energy harvesting application such as solar cell and detector"
36,Thermal response of skin diseased tissue treated by plasmonic nanoantenna,10.11591/ijece.v10i3.pp2969-2977,"Rasha H. Mahdi, University of Baghdad",2020-06-01,"The thermal distribution in the diseased tissue treated by different methods faces the problem of an uncontrollable defused heat. In the present article, we use a plasmonic bowtie nanoantenna working in the near infrared region to enhance the temperature confinement in the tissue. The Computer Simulation Technology Studio Suite package version 2019 was used to execute the design of both plasmonic nanoantenna and the tissue. Gold nanostructure and silicon carbide dioxide are the components the plasmonic nanoantenna in the bowtie shape. The results showed that the distance between the tumor tissue and the antenna is important to determine the intensity field where the maximum field is 5.9*10 V/m at a distance of 100 nm. The maximum specific absorption rate is 1.92*10 11 W/kg at a similar distance which gives a higher temperature in the tissue of 580 C o . It is concluded that from the obtained results that the near infrared (1064 nm) resonance wavelength is recommended in the treatment of cancer cell by plasmonic bowtie nanoantenna because higher intensity field is generated. The closer distance to the nanoantenna gives higher temperature in the tissue while the temperature gradually decreases in the tissue till 400 nm where no valuable temperature was detected. 7",https://zenodo.org/api/files/0c94cdbc-acbc-4222-9418-eeadcad98c96/20%2020626%2012jan%204jan%2011jul19%20U.pdf,pdf,"the thermal distribution in the diseased tissue treat by different method face the problem of an uncontrollable defuse heat . in the present article , we use a plasmonic bowtie nanoantenna work in the near infrared region to enhance the temperature confinement in the tissue . the Computer Simulation Technology Studio Suite package version 2019 be use to execute the design of both plasmonic nanoantenna and the tissue . gold nanostructure and silicon carbide dioxide be the component the plasmonic nanoantenna in the bowtie shape . the result show that the distance between the tumor tissue and the antenna be important to determine the intensity field where the maximum field be 5.9 * 10 v / m at a distance of 100 nm . the maximum specific absorption rate be 1.92 * 10 11 W / kg at a similar distance which give a high temperature in the tissue of 580 c o . it be conclude that from the obtain result that the near infrare ( 1064 nm ) resonance wavelength be recommend in the treatment of cancer cell by plasmonic bowtie nanoantenna because high intensity field be generate . the close distance to the nanoantenna give high temperature in the tissue while the temperature gradually decrease in the tissue till 400 nm where no valuable temperature be detect . 7"
37,Gold Nanoantennas on a Pedestal for Plasmonic Enhancement in the Infrared,10.1021/ph500374r,"Huck, Christian, Toma, Andrea, Neubrech, Frank, Chirumamilla, Manohar, Vogt, Jochen, De Angelis, Francesco, Pucci, Annemarie",2015-03-26,"The coupling of an infrared plasmon-polariton excitation of a metal nanoparticle to a vibrational excitation of a similar energy enables strong vibrational signal enhancement. However, the commonly used planar substrates substantially weaken plasmonic resonances because of their polarizability, and, furthermore, a great part of the enhanced near-field is inside the substrate and thus not available for an analyte. In this contribution we report on a way to reduce these undesirable influences of the substrate by fabricating gold nanowires on high pedestals and thus in reduced contact with the substrate. The influence of the height of the pedestal is an important parameter for the plasmonic near-field enhancement, as we show with finite-difference time-domain simulations. Comparing the plasmonic response and the SEIRA activity of the rods prepared by standard electron beam lithography and the rods additionally treated with reactive ion etching to remove the silicon substrate at the hot-spots of the rods reveals not only the change of the plasmonic-resonance spectrum but also interesting differences of the enhanced phonon-polariton signal from the silicon dioxide layer on the silicon substrate and the about 1 order of magnitude stronger vibrational signal enhancement for an adsorbate monolayer.",https://zenodo.org/api/files/f1e41de7-593d-4650-83c7-e00537244df0/ph-2014-00374r.R2_Proof_hi.pdf,pdf,"the coupling of an infrared plasmon - polariton excitation of a metal nanoparticle to a vibrational excitation of a similar energy enable strong vibrational signal enhancement . however , the commonly use planar substrate substantially weaken plasmonic resonance because of their polarizability , and , furthermore , a great part of the enhanced near - field be inside the substrate and thus not available for an analyte . in this contribution we report on a way to reduce these undesirable influence of the substrate by fabricate gold nanowire on high pedestal and thus in reduce contact with the substrate . the influence of the height of the pedestal be an important parameter for the plasmonic near - field enhancement , as we show with finite - difference time - domain simulation . compare the plasmonic response and the SEIRA activity of the rod prepare by standard electron beam lithography and the rod additionally treat with reactive ion etch to remove the silicon substrate at the hot - spot of the rod reveal not only the change of the plasmonic - resonance spectrum but also interesting difference of the enhanced phonon - polariton signal from the silicon dioxide layer on the silicon substrate and the about 1 order of magnitude strong vibrational signal enhancement for an adsorbate monolayer ."
38,Complex plasmon-exciton dynamics revealed through quantum dot light emission in a nanocavity,10.1038/s41467-021-21539-z,"Satyendra Nath Gupta, Ora Bitton, Tomas Neuman, Ruben Esteban, Lev Chuntonov, Javier Aizpurua, Gilad Haran",2021-02-26,"Plasmonic cavities can confine electromagnetic radiation to deep sub-wavelength regimes. This facilitates strong coupling phenomena to be observed at the limit of individual quantum emitters. Here, we report an extensive set of measurements of plasmonic cavities hosting one to a few semiconductor quantum dots. Scattering spectra show Rabi splitting, demonstrating that these devices are close to the strong coupling regime. Using Hanbury Brown and Twiss interferometry, we observe non-classical emission, allowing us to directly determine the number of emitters in each device. Surprising features in photoluminescence spectra point to the contribution of multiple excited states. Using model simulations based on an extended Jaynes-Cummings Hamiltonian, we find that the involvement of a dark state of the quantum dots explains the experimental findings. The coupling of quantum emitters to plasmonic cavities thus exposes complex relaxation pathways and emerges as an unconventional means to control dynamics of quantum states.",https://zenodo.org/api/files/f17742a2-bb0c-4d3e-88a0-a969f998f65b/s41467-021-21539-z-GHaran%202021.pdf,pdf,"plasmonic cavity can confine electromagnetic radiation to deep sub - wavelength regime . this facilitate strong couple phenomenon to be observe at the limit of individual quantum emitter . here , we report an extensive set of measurement of plasmonic cavity host one to a few semiconductor quantum dot . scatter spectra show Rabi splitting , demonstrate that these device be close to the strong coupling regime . use Hanbury Brown and Twiss interferometry , we observe non - classical emission , allow we to directly determine the number of emitter in each device . surprising feature in photoluminescence spectra point to the contribution of multiple excited state . use model simulation base on an extended Jaynes - Cummings Hamiltonian , we find that the involvement of a dark state of the quantum dot explain the experimental finding . the coupling of quantum emitter to plasmonic cavity thus expose complex relaxation pathway and emerge as an unconventional mean to control dynamic of quantum state ."
