,Titre,DOI,Auteurs,Date de publication,Abstract,Lien fichier,Type fichier
10,Preliminary evaluation of the bioaccumulation potential of CeO2 nanoparticles in fish via aqueous and dietary exposure,10.5281/zenodo.1209392,Edward R. Salinas,2012-03-15,"In the face of increasing applications for nanotechnology, the potential for nanoparticles to bioaccumulate continues to be a major knowledge gap. The aim of this project was to evaluate bioconcentration and biomagnification of nano-cerium dioxide (CeO2, uncoated, mean particle size 28 nm) in fish via water and diet respectively. Carp (Cyprinus carpio) were exposed to treatments of nano-CeO2 (1 & 100 mg/L) and micro-CeO2 (100 mg/L, mean particle size 200 nm) dispersed in water containing 10 mg/L humic acid for 10 days. As a separate treatment, carp were fed nano-CeO2 at 68 mg/kg in diet for 10 days. Fish samples were collected on 3 occasions (at day 1, 4, 10), and water samples every third day. All samples were immediately analyzed for Ce by ICP-MS. The uptake of Ce was evaluated in selected tissues (liver, gastrointestinal tract, gills, skin and filet) and the carcass from dissected fish. The highest amounts of Ce were found in the gastrointestinal tract in both feeding and water exposures. In skin and gills considerably lower amounts of Ce were found. In internal tissues such as liver and filet measured Ce was generally below the quantification limit, with a few exceptions that were most likely due to contamination during dissection. The results indicate that there is a very low bioaccumulation potential for CeO2 (BCF <5 and BMF <0.002). There was no difference in accumulation between nano- and micro-CeO2. ",https://zenodo.org/api/files/0c1f666e-cad5-47ee-9a36-06131865df67/2012RehbergerK_Preliminary%20evaluation%20of%20the%20bioaccumulation%20potential%20of%20CeO2%20nanoparticles%20in%20fish%20via%20aqueous%20and%20dietary%20exposure.pdf,pdf
11,Synthesis and Characterization of CeO2 Nanoparticles through Precipitation,10.5281/zenodo.999699,"Francielli Silva Genier,",2017-07-14,"Cerium oxide nanoparticles (CeO2) have been synthesized through precipitation in aqueous medium at room temperature using cerium III nitrate hexahydrate (Ce(NO3)3·6H2O) as precursor and poly(vinylpyrrolidinone) (PVP) as surfactant. Scanning electron microscope (SEM) was used to evaluate cluster formation and Transmission electron microscopy (TEM) images were obtained in order to determine the shape, average size and uniformity of the nanoparticles. The elements presented (cerium and oxygen) in the nanoparticles were confirmed through energy-dispersive X-ray spectroscopy (EDS). X-ray diffraction (XRD) patterns indicated the formation of cerium oxide with cubic structure and lattice parameters of 5.41036 Å. Average crystallite size was found to be 5.47 nm and no other crystalline phase was detected. ",https://zenodo.org/api/files/4ae5c54a-6943-4650-9120-51ef3f26a60b/1235706254.pdf,pdf
12,"ABASTECIMENTO PÚBLICO: CAPTAÇÃO, TRATAMENTO E DISTRIBUIÇÃO NO MUNICÍPIO DE PORTO VELHO – RO",10.5281/zenodo.7311133,"Andiara Barbosa Vale, Georgeano Dantas Maciel",2022-11-10,"Este trabalho foi elaborado sobre a importância do tratamento de água para abastecimento público, suas fases de tratamento: captação, coagulação, floculação, decantação, filtração e desinfecção; O método mais utilizado para o Sistema de Abastecimento de Água – SAA. A metodologia apresentada é através de dados obtidos bibliograficamente e documentalmente, apresentando as características da região através dos estudos realizados e estudo de caso pela Companhia de Águas e Esgotos do Estado de Rondônia – CAERD, que tem a concessão no município de Porto Velho – RO. Os dados apresentados do Balanço Hídrico, são de suma importância para se ter um acompanhamento das vazões fluviométricas nos dias de hoje. Esses dados são produzidos pelo Sistema Nacional de Recursos Hídricos – SNIRH. Utilizando normativas como a Portaria de n°888/2021, que estabelece os parâmetros físico-químicos, e a Resolução Conama N°357/2005, que classifica os corpos hídricos do estado de Rondônia. ",https://zenodo.org/api/files/b7618902-2c52-47eb-a130-837f12a112fd/ABASTECIMENTO%20P%C3%9ABLICO_%20capta%C3%A7%C3%A3o%2C%20tratamento%20e%20distribui%C3%A7%C3%A3o%20no%20Munic%C3%ADpio%20de%20Porto%20Velho%20%E2%80%93%20RO%20%E2%80%93%20ISSN%201678-0817.pdf,pdf
13,ADSORPTION OF TOXIC METALS FROM WATER BY THE ADSORBENT,10.5281/zenodo.5594276,"Arunesh K. Mishra, Pratibha Mishra, Megha Das, Ratnesh Das",2021-10-28," 
Environmental pollution abatement for a multitude of everyday industrial and domestic activities demands cleaner and efficient water treatment technology. Water treatment refers to the procedures that are used to make water more suitable for a specific purpose. It could be used for a variety of purposes, including residential, industrial, medical and many more. All water treatment procedures aim to remove existing toxins and make the water safe to drink. Water treatment encompasses both the treatment of water prior to its use and the treatment of waste water generated after its use. Sewage, residential, agricultural, and industrial waste water treatment are all included in this category. For the aforementioned sorts of water treatment processes, a variety of approaches are available. All have advantages and disadvantages, as well as convenience of use, economic efficiency, and end usage, which influence their selection. Nanotechnology has just made its way into the field of water treatment. Many different forms of nanomaterials are being studied and employed in water treatment systems. Desalination, purification, and wastewater treatment are all areas where nanotechnology has considerable potential. Desalination costs can be drastically reduced because to nanotechnology applications.
 ",https://zenodo.org/api/files/f2ecd629-eef4-4f66-bf34-725e8e043ac8/Arunesh%20K%20mishra.pdf,pdf
14,Polymorphous transformation in the case of heat treatment of the ZrO(OH)2-Y(OH)3-Ce(OH)4 system,10.5281/zenodo.3634982,"E.V. Pashkova, V'yunov O. I., Makarenko A.N., Khomenko B.S., Belous A. G.",2005-01-31,The polymorphous transformations under the heat treatment of hydroxides in the ZrO(OH)2— Y(OH)3—Ce(OH)4 system depending on precipitation technique (coprecipitation or sequential precipitation) and chemical composition have been investigated. It has been shown that the stabilization degree of high-temperature tetragonal modification and time structure stability of solid solutions [1–(x+y)]ZrO2⋅xY2O3⋅yCeO2 with partial substitution of yttrium for cerium increase in the compositions with x +y > 0.03. The possibility to obtain nanocrystalline particles (15—20 nm) of hydroxides under heat treatment has been shown.,https://zenodo.org/api/files/0703097b-ff89-413f-a330-e3dc34f33c94/2005-%D0%9F%D0%B0%D1%88%D0%BA%D0%BE%D0%B2%D0%B0-%D0%9F%D0%BE%D0%BB%D0%B8%D0%BC%D0%BE%D1%80%D1%84%D0%BD%D1%8B%D0%B5%20%D0%BF%D1%80%D0%B5%D0%B2%D1%80%D0%B0%D1%89%D0%B5%D0%BD%D0%B8%D1%8F%20%D0%BF%D1%80%D0%B8%20%D1%82%D0%B5%D1%80%D0%BC%D0%BE.pdf,pdf
15,Effects of Cerium Oxide Nanoparticle Addition in Diesel and Diesel-Biodiesel Blends on the Performance Characteristics of a CI Engine,10.5281/zenodo.1108080,"Abbas Alli Taghipoor Bafghi, Hosein Bakhoda, Fateme Khodaei Chegeni",2015-07-01,"An experimental investigation is carried out to
establish the performance characteristics of a compression ignition
engine while using cerium oxide nanoparticles as additive in neat
diesel and diesel-biodiesel blends. In the first phase of the
experiments, stability of neat diesel and diesel-biodiesel fuel blends
with the addition of cerium oxide nanoparticles is analyzed. After
series of experiments, it is found that the blends subjected to high
speed blending followed by ultrasonic bath stabilization improves the
stability. In the second phase, performance characteristics are studied
using the stable fuel blends in a single cylinder four stroke engine
coupled with an electrical dynamometer and a data acquisition
system. The cerium oxide acts as an oxygen donating catalyst and
provides oxygen for combustion. The activation energy of cerium
oxide acts to burn off carbon deposits within the engine cylinder at
the wall temperature and prevents the deposition of non-polar
compounds on the cylinder wall results reduction in HC emissions.
The tests revealed that cerium oxide nanoparticles can be used as
additive in diesel and diesel-biodiesel blends to improve complete
combustion of the fuel significantly.",https://zenodo.org/api/files/1ae373b6-65c1-49c6-b65a-27ad7663d465/10002117.pdf,pdf
16,"Survival, growth and mineral accumulation in ash Fraxinus excelsior L. seedlings irrigated with water treatment effluent",10.5281/zenodo.30841,"Selahvarzi, Bahareh, Hosseini, Seyed Mohsen",2012-09-01,"A pot experiment was carried out to study the effect of irrigation with water treatment effluent on the growth and chemical constituents of ash seedlings Fraxinus excelsior L. according as soil chemical properties. This research
was conducted at the site near to the Eastern Tehran water treatment plant. Ash seedling were planted in pots in three score rows After measuring their primary dimensions, the seedlings were irrigated with water treatment effluent, well water and water mix (50% well water + 50% water treatment effluent) for the period of April–October 2010. Three replications were considered for each of the score rows. During the entire period of observations, survival and growth parameters of three random seedling samples from each treatment were measured once in two months until the end of the growth season (October 2010). Observations included seedling height, collar diameter and survival. Application of water treatment effluent, well water and water mix indicated same seedling survival but water treatment effluent was superior than other treatments in improving seedling growth parameters (height, collar diameter and biomass dry weight) as well as it brought about the highest concentration of N, P, K and Mg in plant parts, when
compared with mix water and well water treatments.",https://zenodo.org/api/files/6412aef3-4506-4067-ad63-10d6e9420b4e/selahwarzi-12-3-3.pdf,pdf
17,Metallic Cerium in Organic Synthesis,10.5281/zenodo.6810878,"JAGARAJ BEHARI LAL, SIKHIBHUSHAN DUTT.",1932-12-31,Metallic Cerium in Organic Synthesis,https://zenodo.org/api/files/748ce533-35c5-4447-bf9d-7c6750c8a7cd/565-572.pdf,pdf
18,"Technology Identification, Evaluation and Selection Methodology for Industrial Process Water and Waste Water Treatment Plant of 3x150 MWe Tufanbeyli Lignite-Fired Power Plant",10.5281/zenodo.1124249,Cigdem Safak Saglam,2016-03-02,"Most thermal power plants use steam as working fluid in their power cycle. Therefore, in addition to fuel, water is the other main input for thermal plants. Water and steam must be highly pure in order to protect the systems from corrosion, scaling and biofouling. Pure process water is produced in water treatment plants having many several treatment methods. Treatment plant design is selected depending on raw water source and required water quality. Although working principle of fossil-fuel fired thermal power plants are same, there is no standard design and equipment arrangement valid for all thermal power plant utility systems. Besides that, there are many other technology evaluation and selection criteria for designing the most optimal water systems meeting the requirements such as local conditions, environmental restrictions, electricity and other consumables availability and transport, process water sources and scarcity, land use constraints etc. Aim of this study is explaining the adopted methodology for technology selection for process water preparation and industrial waste water treatment plant in a thermal power plant project located in Tufanbeyli, Adana Province in Turkey. Thermal power plant is fired with indigenous lignite coal extracted from adjacent lignite reserves. This paper addresses all above-mentioned factors affecting the thermal power plant water treatment facilities (demineralization + waste water treatment) design and describes the ultimate design of Tufanbeyli Thermal Power Plant Water Treatment Plant.",https://zenodo.org/api/files/c585d729-aa9a-4add-9d34-801794a4cd0d/10004402.pdf,pdf
19,IDENTIFICATION OF SPECIAL FEATURES IN THE ELECTROLYSIS­CAVITATION WATER TREATMENT IN POOLS,10.15587/1729-4061.2019.162229,"Liliya Shevchuk, Ivan Aftanaziv, Lesya Strutynska, Orysia Strogan, Igor Samsin",2019-04-30,"We developed an innovative technology of electrolysis-cavitation water purification and water treatment in pools. This method belongs to the group of physical water purification methods and its advantage is the absence of the need for costly chemical disinfectants and a degree of water purification from biological and organic pollutants of up to 97–98 %. A typical electrolytic water treatment process, based on electrolysis disengagement of sodium chloride with the formation of reactive sodium hypochlorite, is complemented by the operation of water cavitation disinfection from organic and biological pollutants. Prior to the electrolysis, the cavitation treatment of water in pools reduces by 75‒80 % the degree of its contamination, reduces approximately by two times the need in disinfectant produced by electrolysis installations. This proportionally reduces by 45–50 % the duration of energy-consuming electrolysis equipment operation and reduces by one-third the costs of electricity for water treatment operations.
For cavitation disinfection of water in pools, we have devised a new design of an industrial variant of the vibrocavitator with a resonance effect, studied the conditions for disturbing the cavitation processes within it, and developed a procedure for the design and calculation of its main components and parts. The block of vibrocavitators that precedes electrolysis water treatment ensures the oxidation of organic impurities in polluted water, including urea, to 75–77 %. The degree of biological water disinfection in this case reaches 80–82 % with a capacity of 3–3.5 m3/hour.
The power of electromagnets in a vibrocavitator drive is 1–1.5 kW, which is an order of magnitude less compared to the power of electrolysis installations. Given this, the proposed phased cavitation and electrolysis water treatment reduces the total energy consumption for a water treatment operation. For standard pools with a water volume of 3,000 m3 with electrolysis water treatment, the introduction of additional cavitation treatment will make it possible to reduce monthly energy consumption for a water treatment operation by about 1,200‒1,500 kW.
We have considered the legal aspects for implementing the proposed solutions in terms of the production implementation of the electrolysis-cavitation water treatment process and improving the safety of users of water procedures and services",https://zenodo.org/api/files/01b0d5b9-c3e6-4d3c-99fe-e97dd1b3c9f4/Identification%20of%20special%20features%20in%20the%20electrolysis%C2%ADcavitation%20water%20treatment%20in%20pools.pdf,pdf
20,Synthesis and Ion Exchange Properties of Cerium(IV) Tellurite,10.5281/zenodo.6376086,"SYED ASHFAQ NABI, RIFAQAT ALI KHAN RAO",1981-11-30,"Department of Chemistry, Aligarh Muslim University, Aligarh-202 001
Manuscript received 10 February 1981, revised 24 August 1981, accepted 31 August 1981
Cerium(IV) tellurite has been synthesized as a new inorganic cation exchanger by mixing solutions of cerium(IV) ammonium sulphate and tellurous acid of different concentrations and at different pH values. Ion exchange capacity of sample 5 at pH=6 is 0.90 meq/dry gm for Na+ ions. The chemical composition, thermal and chemical stability, pH titrations, ir studies, thermogravimetric and differential thermal analysis have also been performed. Cerium tellurite is found to be chemically more stable than chromium tellurate.",https://zenodo.org/api/files/6f38b7f7-03f7-4c30-8d1e-6f2f5d4083e4/1030-1032.pdf,pdf
21,Grey water footprint of pollution discharged from waste water treatment plants in the Czech Republic (2002-2018) – data set,10.5281/zenodo.4915815,"Libor Ansorge, Jiří Dlabal, Lada Stejskalová",2021-03-13,"The data set contains grey water footprint values for discharges from wastewater treatment plants in the Czech Republic. The grey water footprint is a qualitative indicator converting the discharged pollution into the volume of water needed to dilute pollutants to such an extent that the quality of the ambient water remains above agreed water quality standards. Information on the grey water footprint of individual sources of pollution can be used by all stakeholders involved in water quality assessment, water footprint assessment, environmental impact assessment, sustainability of water resource use, etc. The data on wastewater treatment plants registered in the water balance pursuant to Order No 431/2001 Sb. for the period 2002 to 2018 have been analysed and the water footprint of pollution of influent to treatment plants and of effluent from treatment plants has been established.",https://zenodo.org/api/files/beef5245-88ae-4866-b5de-da759eb7ec00/GWF_WWTPs_CR_2002-18_public.csv,csv
